Gene = hay
index = 1723
Annotated 5SS: [ 117  381 2240]
Annotated 3SS: [ 286  440 2296]
SMsplice 5SS: [ 117  381 2240]
SMsplice 3SS: [ 182  440 2296]
top_k =  100
Partition function (log Z): -1.9383582183690549

Sorted 5' Splice Sites (High to Low Probability):
Position 2240: 0.9979304830108594
Position 117: 0.9480068971196047
Position 381: 0.7558264582539226
Position 1900: 0.029659512218181593
Position 803: 0.025407614995072058
Position 1915: 0.01601780775246276
Position 2558: 0.007172934073328156
Position 1318: 0.0047352083523155945
Position 106: 0.0021502459635959403
Position 1271: 0.0021149117537077947
Position 968: 0.0014738380387391001
Position 2439: 0.0013270710603640573
Position 56: 0.0005722449157416169
Position 650: 0.0004223339175205979
Position 583: 0.00041315651874589165
Position 109: 0.0003183680009360376
Position 2415: 0.00031049103432473715
Position 2418: 0.00026864052272295916
Position 2427: 0.00025523824675054033
Position 376: 0.00024591529772044723
Position 121: 0.0001610704204124488
Position 369: 0.0001475886037487329
Position 159: 4.2659861905877296e-05
Position 419: 1.1935306003311659e-05
Position 46: 7.217888298870999e-06
Position 42: 6.401952630423766e-06
Position 387: 4.1091489261273565e-06
Position 136: 1.498896085323121e-06
Position 385: 1.4804009965660512e-06
Position 169: 1.2371811881866557e-06
Position 366: 1.1376352229544083e-06
Position 142: 9.825329850571807e-07
Position 48: 8.556611614754517e-07
Position 6: 6.44938761436263e-08
Position 417: 2.9043562225236977e-09
Position 8: 9.44095945739423e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2296: 0.990554337503539
Position 182: 0.8559676721424082
Position 2123: 0.3606006144984559
Position 440: 0.354122599417575
Position 1954: 0.07977632478249634
Position 1687: 0.058733339839645717
Position 1396: 0.0329673698407348
Position 512: 0.012558581350523852
Position 783: 0.01179863744316492
Position 2614: 0.007329734358404957
Position 2368: 0.0057119845791592395
Position 2194: 0.004989331556295217
Position 1023: 0.00462758448494395
Position 1690: 0.003493094741768019
Position 2488: 0.0028477767595199727
Position 841: 0.0021453578795024133
Position 2321: 0.001174412521373915
Position 448: 0.0010580831549808361
Position 157: 0.0010548172753491198
Position 428: 0.0008605562362209848
Position 913: 0.0007916568031525965
Position 236: 0.0006259865807463918
Position 869: 0.00048044384645129636
Position 610: 0.0004507897465401456
Position 2327: 0.00019106458137203825
Position 2398: 8.577190752435984e-05
Position 193: 7.635970197575284e-06
Position 109: 6.509034294598194e-06
Position 136: 3.233900082043214e-06
Position 124: 1.5879783083554857e-06
Position 363: 7.215953487529157e-07
Position 351: 8.499635651815163e-10
Position 355: 7.838120240848217e-10
