Gene = Mul1
index = 1293
Annotated 5SS: [ 183  831 1097]
Annotated 3SS: [ 246  888 1363]
SMsplice 5SS: [ 183  831 1097]
SMsplice 3SS: [ 246  888 1363]
top_k =  100
Partition function (log Z): 2.858684222943336

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9812600243484484
Position 1097: 0.954016658036535
Position 831: 0.9464958477450139
Position 385: 0.045634408945731036
Position 1073: 0.02628271412488926
Position 1310: 0.014855830749181644
Position 1557: 0.014051783622451013
Position 1523: 0.010350705037725696
Position 838: 0.006399353935784273
Position 1515: 0.00461964515400627
Position 835: 0.004510206244061554
Position 804: 0.004179600755102981
Position 1070: 0.002605655486462413
Position 427: 0.002593932754794245
Position 325: 0.0021551003857141924
Position 174: 0.001884311328892337
Position 1521: 0.0009408952738079397
Position 1305: 0.0008029475012295368
Position 146: 0.0007001192092749072
Position 187: 0.0005848809487193253
Position 1902: 0.0005537537388526583
Position 1935: 0.0005496562746201472
Position 574: 0.00046692212479281436
Position 1263: 0.00046673557222375186
Position 1075: 0.0002683274831032523
Position 1156: 0.00019687283747604452
Position 1183: 0.00017754459518268094
Position 673: 0.00015354476682553537
Position 468: 0.0001221723924692343
Position 524: 0.00010700392105471635
Position 1921: 9.216334010410969e-05
Position 640: 7.091544834788275e-05
Position 707: 6.0793479842576086e-05
Position 1939: 3.6224653415269256e-05
Position 406: 2.5057855844774384e-05
Position 28: 2.231468762059997e-05
Position 786: 2.1736645938682753e-05
Position 383: 1.9310437753355262e-05
Position 340: 1.8953641672678144e-05
Position 504: 1.7237586809329682e-05
Position 509: 1.6912933192205578e-05
Position 626: 1.5601975173265352e-05
Position 49: 1.1971920130351948e-05
Position 1268: 1.515701413689898e-06
Position 1038: 7.054518085981473e-07
Position 1035: 6.125875547961287e-07
Position 1014: 5.722904232878056e-07
Position 1051: 5.43971242240332e-07
Position 571: 4.268529511901982e-07
Position 376: 2.971013378216156e-07
Position 644: 2.8450278750322787e-07
Position 355: 2.7101047967916423e-07
Position 621: 2.342135375292003e-07
Position 136: 7.390275546935168e-08
Position 150: 6.021137755980306e-08
Position 44: 2.813295514154988e-08
Position 389: 1.927354441417093e-08
Position 134: 5.056301697257455e-09
Position 207: 3.888071716656398e-09
Position 38: 2.801073153276893e-09
Position 111: 2.246081694523573e-10
Position 286: 4.933120731045082e-11
Position 99: 3.857427458349401e-12
Position 214: 4.667558802853132e-14
Position 228: 1.1539592007996634e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 888: 0.9955242542577453
Position 1363: 0.9821909713948399
Position 246: 0.9775994859413729
Position 1663: 0.01534321082408826
Position 648: 0.012754687801238491
Position 1244: 0.009190678556424655
Position 1660: 0.009023248774970303
Position 744: 0.005786128616491858
Position 1585: 0.005777941570360619
Position 1969: 0.0040054576846871495
Position 1263: 0.003252867092411711
Position 516: 0.0029157939265412472
Position 1215: 0.0008809302507931234
Position 895: 0.0005864057549921631
Position 2010: 0.0005858809280354167
Position 1449: 0.0005253572140226751
Position 1813: 0.0005013189662481283
Position 967: 0.00035877522711451256
Position 1414: 0.0003324710578472002
Position 468: 0.00031034123018499303
Position 970: 0.0003090367082403974
Position 402: 0.00026848575536622514
Position 946: 0.00022055408946013497
Position 909: 0.00011318316039979687
Position 717: 6.266201685679949e-05
Position 214: 1.0895116420277835e-06
Position 228: 2.47651857964478e-07
Position 340: 2.2914301867985698e-07
Position 274: 1.6212889978237901e-07
Position 300: 1.4989158974563786e-07
