Gene = Rexo5
index = 1420
Annotated 5SS: [ 210  501 3395]
Annotated 3SS: [ 278 2610 3450]
SMsplice 5SS: [ 210  501 3395]
SMsplice 3SS: [ 278 2610 3450]
top_k =  100
Partition function (log Z): 1.7754195997191295

Sorted 5' Splice Sites (High to Low Probability):
Position 3395: 0.9987525199480819
Position 501: 0.9925101510590353
Position 210: 0.7909051104520551
Position 888: 0.2560485796008304
Position 1228: 0.2326492814503926
Position 1843: 0.10201919335320404
Position 130: 0.09681452940847367
Position 1465: 0.035916346137504364
Position 3997: 0.03445475272814613
Position 3544: 0.027260187821404366
Position 4047: 0.026684214932195808
Position 1330: 0.013331084343506567
Position 3797: 0.007267534771693757
Position 3794: 0.007102279524133824
Position 3540: 0.005968057227503616
Position 3736: 0.005682177972252999
Position 535: 0.0037901807379217113
Position 1263: 0.0036365698276597308
Position 1549: 0.003554740024812841
Position 133: 0.0021948309261766294
Position 3649: 0.0013320101643396686
Position 4051: 0.0013007067085696361
Position 839: 0.0008713469610374988
Position 799: 0.00047033184197461323
Position 598: 0.0004284331743610598
Position 214: 0.00036841166099400125
Position 3726: 0.00023403946011508992
Position 33: 0.00021561584435908883
Position 505: 0.00012036049782456324
Position 3633: 9.727723872611324e-05
Position 234: 6.070659012678101e-05
Position 3770: 2.3298374428921228e-05
Position 3609: 1.9351302657217517e-05
Position 316: 1.7607502795094628e-05
Position 180: 2.1918216343195142e-06
Position 2834: 1.1549419294517323e-06
Position 492: 3.882743526578132e-07
Position 3: 1.0760896724842544e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3450: 0.9955671889820197
Position 2610: 0.9582418527976324
Position 278: 0.813874311423018
Position 957: 0.3558758108569857
Position 586: 0.14525679548491158
Position 202: 0.0757864110012884
Position 703: 0.0639392491578035
Position 4137: 0.0614257358411154
Position 3916: 0.04042210041617702
Position 731: 0.02307467935869478
Position 1621: 0.017973965017326975
Position 1281: 0.015324168917640402
Position 2659: 0.01329326757585549
Position 3678: 0.01209506791293896
Position 822: 0.008783176207858156
Position 1618: 0.008005794014482539
Position 916: 0.006655746070929315
Position 929: 0.00630747177300242
Position 669: 0.005714802304332545
Position 3471: 0.0043401723406831655
Position 740: 0.004276742488206943
Position 4064: 0.0034864623534414394
Position 997: 0.002852946916771359
Position 597: 0.0024337781784630873
Position 713: 0.002289907509210199
Position 631: 0.0020271979189962464
Position 775: 0.0017519096288029655
Position 206: 0.0005625696734571888
Position 330: 0.0001185696943395206
Position 1047: 0.0001106040413112516
Position 407: 4.49483470034446e-05
Position 259: 4.4404361557998944e-05
Position 383: 4.075111819774033e-05
Position 438: 2.3704596144687324e-05
Position 163: 2.027805771932541e-05
Position 307: 1.5078290723121651e-05
Position 336: 1.3468509264001797e-05
Position 312: 1.021864562885842e-05
Position 239: 7.906213460812454e-06
Position 347: 7.791526647591233e-06
Position 340: 4.109023208213357e-06
Position 223: 1.3019434179401761e-06
Position 482: 1.2901997998189095e-06
Position 255: 4.559630066887757e-07
Position 461: 4.174517888875969e-07
Position 124: 3.9106291159333253e-07
Position 220: 2.724302384307532e-07
Position 217: 2.6901806730695234e-07
Position 74: 7.365433189646575e-08
Position 133: 6.743353432492483e-08
Position 141: 8.511829597941916e-09
