Gene = Cep135
index = 1067
Annotated 5SS: [  223   359   864  1077  2570  2849  3027  9605  9911 10091 10548 10915]
Annotated 3SS: [  283   736   923  1173  2637  2910  9478  9756  9965 10279 10728 11007]
SMsplice 5SS: [  223   359   864  1077  2570  2849  3027  9605  9911 10091 10548 10915]
SMsplice 3SS: [  283   736   923  1173  2637  2910  9478  9756  9965 10279 10728 11007]
top_k =  100
Partition function (log Z): 35.67796852259737

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.9992343451396722
Position 3027: 0.9991579492554147
Position 864: 0.998808939254696
Position 10091: 0.9922184681603651
Position 2849: 0.9876180280945924
Position 1077: 0.9825653367744231
Position 2570: 0.980500901219178
Position 10915: 0.9602997455472961
Position 359: 0.9523557352817615
Position 9605: 0.8742556969983981
Position 10548: 0.7764645262677227
Position 9911: 0.721186951352503
Position 10673: 0.2679043390147945
Position 9865: 0.15524628943608423
Position 3397: 0.11059413322421356
Position 3387: 0.10128562506567249
Position 10934: 0.039190704584368755
Position 455: 0.033141694864093754
Position 1081: 0.013341388862173363
Position 2821: 0.011287602786921936
Position 11137: 0.009362263383446786
Position 10594: 0.008806853594611074
Position 10449: 0.00855148327178941
Position 363: 0.007960162476281552
Position 2574: 0.007532867550567869
Position 10392: 0.0036904093165599384
Position 1071: 0.0030461940470836385
Position 2301: 0.002499239495208514
Position 10527: 0.0021067568782678825
Position 1309: 0.001690907291030248
Position 413: 0.001596426874542542
Position 371: 0.0013312499373735593
Position 10652: 0.0012893754627157663
Position 2168: 0.001122207816298571
Position 10051: 0.0010286193446521418
Position 3160: 0.0010276856078294187
Position 508: 0.0010080565305008683
Position 378: 0.0010025103843402906
Position 1343: 0.0008762106364399384
Position 1275: 0.0007422505775325245
Position 1566: 0.0007333969132035267
Position 11132: 0.0007150606735172398
Position 645: 0.0005932722817580523
Position 1143: 0.0005817983687145043
Position 10365: 0.0005436181087383001
Position 861: 0.00046223745831351653
Position 871: 0.0004535058740631529
Position 1801: 0.00042988150249212496
Position 217: 0.00038878211011080676
Position 3033: 0.0003876662978302602
Position 1197: 0.0003730121995449028
Position 1407: 0.0003688173517160802
Position 239: 0.0003527553641379953
Position 2161: 0.00034693112832454275
Position 10580: 0.0002628715750418704
Position 10610: 0.00021702105101843966
Position 10586: 0.0001548272028198652
Position 341: 0.00014445511080599203
Position 2771: 0.00012029025974446427
Position 859: 0.00011191965137555004
Position 11077: 0.00010342865889538782
Position 393: 9.524472038271074e-05
Position 1028: 8.082440135969668e-05
Position 11176: 7.293922989187388e-05
Position 10080: 4.9180106893149924e-05
Position 1147: 4.129596632708014e-05
Position 3031: 3.0329762720526176e-05
Position 868: 3.011329534468571e-05
Position 3047: 1.4870104815120811e-05
Position 16: 1.1409226119280474e-05
Position 5: 1.1337350498213012e-05
Position 11: 9.179195769266456e-06
Position 3076: 4.918174735310882e-06
Position 10919: 3.3565229304616147e-06
Position 179: 3.3072823563984066e-06
Position 140: 2.1511506932710425e-06
Position 21: 1.610796939229585e-06
Position 45: 8.425365481924855e-07
Position 93: 5.657920989857664e-07
Position 199: 7.807787040717637e-08
Position 1037: 1.3643131757558828e-08
Position 107: 7.033206147699508e-09
Position 10928: 4.88919673623944e-09
Position 10895: 4.884008332784627e-09
Position 684: 3.93558599295493e-09
Position 114: 3.9305272781569464e-09
Position 10866: 2.2631926358453535e-09
Position 266: 1.1426360609990002e-09
Position 116: 3.0217404783668943e-10
Position 464: 7.998258113283576e-11
Position 411: 6.584834281965612e-11
Position 10477: 8.524775405308728e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 283: 0.9998558068322835
Position 923: 0.996903980982902
Position 2637: 0.9955468813078313
Position 10279: 0.9941532299882898
Position 9756: 0.9915738664631207
Position 2910: 0.9912554036171709
Position 10728: 0.9869229667749625
Position 11007: 0.9769125106573737
Position 736: 0.8463184144087531
Position 9478: 0.8269761234369262
Position 1173: 0.7137125222453304
Position 9965: 0.5971467072868425
Position 1197: 0.26000948735194274
Position 3149: 0.17975594878283863
