Gene = tow
index = 1915
Annotated 5SS: [ 151 1914 3592 3703 5060 5254]
Annotated 3SS: [1575 3407 3644 4391 5114 5421]
SMsplice 5SS: [1914 3592 3703 5060 5254]
SMsplice 3SS: [3407 3644 4391 5129 5421]
top_k =  100
Partition function (log Z): 4.590794999565623

Sorted 5' Splice Sites (High to Low Probability):
Position 5254: 0.9999828897654459
Position 5060: 0.9869661512074409
Position 3592: 0.9787941102217044
Position 3703: 0.8354449825599632
Position 1914: 0.361984877636985
Position 246: 0.2598179215426161
Position 324: 0.1666103865465168
Position 151: 0.14071209914976485
Position 3114: 0.11089446710417081
Position 4042: 0.09902290864340121
Position 6091: 0.06894676838982144
Position 6265: 0.028460504766216338
Position 990: 0.027258949037465712
Position 688: 0.0267346837009258
Position 652: 0.021725940263632396
Position 3845: 0.018478147489761145
Position 2371: 0.013115840206229985
Position 969: 0.010907769894889435
Position 4296: 0.009281958023008309
Position 4998: 0.00806368270266811
Position 2519: 0.007507541332674774
Position 3880: 0.00542989850947339
Position 218: 0.005286964110745093
Position 4213: 0.00479681104473257
Position 1299: 0.0036417122865230475
Position 1187: 0.002658837208708774
Position 5805: 0.0024984984738809996
Position 4258: 0.0023771925377192088
Position 6050: 0.00212232075543579
Position 1985: 0.001866535471801385
Position 1272: 0.0016362130417580342
Position 5064: 0.0015458673335037277
Position 5485: 0.00142369300996301
Position 5541: 0.001165025994897896
Position 3772: 0.0009255114305642543
Position 5661: 0.0008010313012605677
Position 949: 0.0007982165767452164
Position 3596: 0.000679071751984529
Position 1315: 0.0005782000995288048
Position 1192: 0.00027373361600096114
Position 633: 0.00018959991160756977
Position 5646: 0.00010524178433383042
Position 5248: 7.1813144681878005e-06
Position 5270: 3.642313475500601e-06
Position 5296: 1.0037152885970698e-07
Position 5258: 9.803593686711898e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3407: 0.9736280624609589
Position 5421: 0.9381779834191432
Position 4391: 0.937491258612986
Position 3644: 0.8978624762960206
Position 5129: 0.6652677730665316
Position 5114: 0.32403454619192956
Position 2250: 0.11643870135392775
Position 6158: 0.06962152222605235
Position 5386: 0.05815363928133958
Position 3928: 0.05027511964466062
Position 1360: 0.03332504591890185
Position 4295: 0.02917969899507359
Position 6323: 0.028460504766216362
Position 3666: 0.019277679144378286
Position 2268: 0.014815305933238224
Position 5911: 0.009167419135525282
Position 5180: 0.007875091270430973
Position 2154: 0.007531104772647052
Position 3659: 0.007261247971964622
Position 3286: 0.0058626344670342535
Position 3801: 0.004811691932675034
Position 1309: 0.003533521193060136
Position 3891: 0.00251814634884522
Position 1032: 0.0019477424992505267
Position 3967: 0.0019214800419399987
Position 1732: 0.0016584455101044295
Position 3806: 0.0014378885652718445
Position 6161: 0.001377094990943215
Position 1635: 0.0011139753528172716
Position 3184: 0.0011077426758498356
Position 3772: 0.0010698286380641908
Position 1365: 0.0010383968271343693
Position 850: 0.0010074107046775989
Position 5193: 0.0009699703145924911
Position 4414: 0.000932174929246393
Position 5334: 0.0004944487283289694
Position 3663: 0.00033661252037631086
Position 2184: 0.0003054405242464468
Position 1606: 8.813475701230467e-05
Position 316: 7.634456022092857e-05
Position 6117: 7.047192826171963e-05
