Gene = B4
index = 40
Annotated 5SS: [  197  2418 14422 36369 39862 40708]
Annotated 3SS: [ 2024 14301 35854 39535 40223 42644]
SMsplice 5SS: [  197  2418  5901  7149  8136 14422 39862 40708]
SMsplice 3SS: [ 2166  5801  5998  7336 14301 39535 40223 48680]
top_k =  100
Partition function (log Z): -10.807484181204387

Sorted 5' Splice Sites (High to Low Probability):
Position 14422: 0.9999999999999964
Position 40708: 0.9999999999998666
Position 2418: 0.9999672051909129
Position 5901: 0.9949527487371644
Position 7149: 0.9440249980788807
Position 8136: 0.40882177635409783
Position 197: 0.33654291143281645
Position 6505: 0.24988812960164666
Position 7814: 0.20001106781074643
Position 888: 0.1604085574202395
Position 7444: 0.15233254488231818
Position 223: 0.10933496961258812
Position 128: 0.10226044962829398
Position 8383: 0.09274677054179638
Position 42963: 0.09146301121865452
Position 42967: 0.0889934101168353
Position 124: 0.08529369098130689
Position 8595: 0.07698819829024113
Position 6158: 0.07051801229170625
Position 816: 0.06341146801025424
Position 6806: 0.05982555314650589
Position 41356: 0.05383296251716374
Position 9450: 0.046527501064986224
Position 42838: 0.04581734683942472
Position 7807: 0.04286913326035628
Position 43250: 0.037001357510708266
Position 118: 0.03481323278697332
Position 898: 0.028744593816235866
Position 7673: 0.02801121670351269
Position 136: 0.027817596968804103
Position 1846: 0.02091320332036683
Position 508: 0.016355606098328597
Position 7117: 0.014725988029931419
Position 114: 0.013334742531659305
Position 6298: 0.011652252917784961
Position 7544: 0.009466079791908928
Position 8205: 0.00442101328181276
Position 6162: 0.0018088065750050705
Position 6120: 0.0015791148920583952
Position 3280: 0.0014582393581538445
Position 925: 0.0010709996273517875
Position 175: 0.0010528975143978794
Position 913: 0.0006704284962415881
Position 2701: 0.00045477977906650075
Position 310: 0.00040471189387229864
Position 89: 0.0002786816519739084
Position 138: 0.00017747120497989334
Position 93: 0.00013171161112597753
Position 83: 9.585387399440746e-05
Position 6105: 4.865625264120614e-05
Position 2532: 2.867248296345018e-05
Position 918: 4.3031098359238365e-06
Position 840: 3.833365752821923e-06
Position 122: 3.7913218667078387e-06
Position 324: 3.607329253780714e-06
Position 211: 3.1634480487679343e-06
Position 350: 2.117550421329507e-06
Position 51: 1.8224962066210127e-06
Position 110: 1.3782800420517889e-06
Position 477: 5.590685001176026e-07
Position 19830: 7.026722496331918e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 14301: 0.9999999999999959
Position 40223: 0.9999999999998666
Position 5998: 0.9921143038912439
Position 42644: 0.9761007594024392
Position 7336: 0.9398743767644092
Position 2166: 0.9183666136287804
Position 5801: 0.5714306409758387
Position 5830: 0.3296916972853705
Position 6562: 0.28805949558521937
Position 43027: 0.18045642133548992
Position 5699: 0.09383041047595524
Position 7875: 0.07671316294059215
Position 40980: 0.07232794630835698
Position 6870: 0.0708575947593673
Position 1136: 0.04834691240130995
Position 43617: 0.04581734683942472
Position 43315: 0.037001357510708294
Position 8275: 0.030915578028168394
Position 397: 0.028430694157377392
Position 9197: 0.008024468910611773
Position 577: 0.007919125834153393
Position 8657: 0.006667715337996599
Position 40899: 0.0038794044616019736
Position 6451: 0.0030401175503304177
Position 40985: 0.000791445510243078
Position 40863: 0.0007334068343900559
Position 2583: 0.0007027185687174099
Position 3155: 0.0005589056983343057
Position 2745: 0.0004843087437661124
Position 2722: 0.00010947255584413684
Position 606: 7.40759496469195e-05
Position 2480: 5.349124443715974e-05
Position 1052: 9.324804652240006e-07
Position 19679: 5.943420772989976e-14
Position 22010: 5.6771869015443857e-14
Position 19906: 4.934366586012787e-14
Position 20100: 1.7093310984361366e-14
Position 19293: 1.2678319572924341e-14
Position 19942: 3.830248118830329e-15
Position 17885: 3.1654525550039193e-16
Position 17671: 2.413762521190547e-16
Position 15761: 2.3999762315730384e-16
Position 14814: 2.3559531242037147e-16
Position 16279: 1.9891550590686878e-16
Position 15882: 7.620404354379727e-17
