Gene = fmt
index = 1703
Annotated 5SS: [ 121  504  770 1149 1524 1725 1899 2533 2653 3764]
Annotated 3SS: [ 343  569  823 1209 1585 1779 1958 2587 2710 3937]
SMsplice 5SS: [ 121  504  770 1149 1524 1725 1899 2533 2653 3004 3764]
SMsplice 3SS: [ 343  569  823 1209 1585 1779 1958 2587 2710 3075 3952]
top_k =  100
Partition function (log Z): 20.829076933340772

Sorted 5' Splice Sites (High to Low Probability):
Position 2533: 0.9993128956949313
Position 1899: 0.9990116489112861
Position 1524: 0.998737133735299
Position 1149: 0.986125417838667
Position 2653: 0.9833607284284794
Position 504: 0.9189629484222159
Position 3764: 0.9104664188944155
Position 1725: 0.9015207669021164
Position 770: 0.6296620582760308
Position 121: 0.5994926449726335
Position 3004: 0.4874348954094752
Position 754: 0.31031034946998326
Position 2052: 0.2672397976739509
Position 3000: 0.08046281386063826
Position 3264: 0.07520936158018138
Position 4137: 0.06351004198273569
Position 3788: 0.04754734549331251
Position 4982: 0.028612535867801568
Position 94: 0.018565361301494294
Position 281: 0.01847289209417437
Position 2152: 0.017089312792994547
Position 253: 0.016838631026153354
Position 3753: 0.013447378229118439
Position 4164: 0.012782582071758497
Position 3014: 0.012290280017088158
Position 908: 0.008311234458176105
Position 3784: 0.007058255657138972
Position 2059: 0.006320183804438295
Position 3031: 0.005974648662624687
Position 881: 0.005755353736623088
Position 203: 0.005506907944050543
Position 294: 0.0046749003329628344
Position 276: 0.0032463105902952698
Position 2104: 0.0031999568174145496
Position 3024: 0.00290440686225111
Position 198: 0.0025794534892027037
Position 266: 0.0023925677857622217
Position 287: 0.001631320850775354
Position 431: 0.0015902258065302064
Position 1019: 0.0009722091841190576
Position 730: 0.0009544860309231171
Position 508: 0.0008564928246655391
Position 127: 0.0008505718999467536
Position 125: 0.0007578089814228736
Position 292: 0.0005565355635858541
Position 1671: 0.0005404800078753876
Position 52: 0.0004758132760584899
Position 4: 0.0004313632698682491
Position 55: 0.00033598174359626085
Position 108: 0.0002713868663613436
Position 285: 0.0002643274048785488
Position 82: 0.00023933741458663532
Position 1662: 0.00023752096112530048
Position 64: 0.00023555474499874888
Position 201: 0.00018707182850737802
Position 2537: 0.0001862556648939456
Position 2657: 0.00017367975049326835
Position 3432: 0.0001724711067149451
Position 209: 0.0001464891793364364
Position 359: 0.0001444003939700328
Position 2844: 0.00013532420457837793
Position 35: 0.00010533227497605168
Position 1438: 9.580430380429843e-05
Position 1492: 6.940647634134146e-05
Position 1489: 5.6532366162613786e-05
Position 348: 5.52081629534751e-05
Position 1528: 5.4589934359988234e-05
Position 335: 5.04937859181652e-05
Position 264: 4.441075412698132e-05
Position 2951: 2.955095626412924e-05
Position 1903: 2.2868273431941584e-05
Position 1698: 1.1994396852977794e-05
Position 1431: 9.308846372372112e-06
Position 2432: 9.02316403365132e-06
Position 1540: 7.687093048264985e-06
Position 2425: 6.908507799921894e-06
Position 2420: 2.443193033847524e-06
Position 1843: 1.911621064979936e-06
Position 681: 1.8532479062467888e-06
Position 666: 1.7082395319408458e-06
Position 722: 1.0141929752107812e-06
Position 2056: 6.02652995092692e-07
Position 1974: 3.849348210749406e-08
Position 1120: 1.3828635710580326e-08
Position 17: 5.255647053932995e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2587: 0.9995210695418137
Position 1585: 0.9994854838854484
Position 1958: 0.9906551101836026
Position 2710: 0.9722630342643994
Position 823: 0.9614234987416679
Position 1209: 0.895741064943794
Position 569: 0.8849982011037202
Position 1779: 0.8843216629983737
Position 3952: 0.8276109836241841
Position 3075: 0.5972574504216506
Position 343: 0.4643671510010175
Position 407: 0.20665032455980062
Position 2125: 0.1907283317073035
Position 4233: 0.085380175243075
Position 2151: 0.07526199493070233
Position 3337: 0.07492715026910965
Position 3973: 0.06637113637072614
Position 3937: 0.049981474635737606
Position 1222: 0.030118714241443953
Position 1267: 0.029643082186223718
Position 5350: 0.028612535867801554
Position 2446: 0.02621570991293575
Position 1321: 0.02619991230899193
Position 3976: 0.02607793848109579
Position 1792: 0.01811089860576069
Position 968: 0.013011114961323714
Position 937: 0.012553395573297444
Position 201: 0.00508419357497708
Position 2035: 0.003666612204082333
Position 2790: 0.003196513243031308
Position 2205: 0.0030396054220154832
Position 798: 0.0021379891038663754
Position 1100: 0.00197066350365179
Position 808: 0.0018416174550068684
Position 2007: 0.0015830715060407166
Position 1338: 0.0015743347481352995
Position 2103: 0.001260963621905506
Position 1398: 0.001060724242811009
Position 1461: 0.0004805142838515415
Position 546: 0.00047160784458099956
Position 1347: 0.00043574324711844327
Position 483: 0.0004102058166331671
Position 292: 0.0003730358932956071
Position 2004: 0.0003230476911341991
Position 366: 0.00026135977182593293
Position 614: 0.000228484356660981
Position 1830: 0.0001504956659554752
Position 264: 0.0001356727539912072
Position 1610: 7.16279627256348e-05
Position 3080: 4.677058824290195e-05
Position 1587: 3.936539729868399e-05
Position 2635: 2.0882657779938442e-05
Position 458: 1.2872097032835046e-05
Position 1646: 4.388462695719966e-06
Position 1843: 1.8252274746091556e-06
Position 1625: 1.7926180714482194e-06
Position 94: 6.245421149371632e-07
Position 82: 5.712755209633437e-07
Position 137: 4.331479374773465e-07
Position 1982: 2.957693848564022e-08
