Gene = mxt
index = 1811
Annotated 5SS: [  57 1654 2042 2209 2584 3127 3578 3756]
Annotated 3SS: [1078 1719 2136 2522 2648 3183 3636 4947]
SMsplice 5SS: [  57 1654 2042 2584 2987 3127 3578 3756]
SMsplice 3SS: [1078 1719 2343 2648 3052 3183 3636 4947]
top_k =  100
Partition function (log Z): 13.82238200088101

Sorted 5' Splice Sites (High to Low Probability):
Position 1654: 0.9993164040633802
Position 3578: 0.990948573450696
Position 2584: 0.9637363714979126
Position 3127: 0.9392615916224897
Position 2042: 0.9197108655565662
Position 3756: 0.8275414168568302
Position 57: 0.807203439466743
Position 2987: 0.7972210514734126
Position 4490: 0.23782328961213792
Position 4857: 0.0920456713777209
Position 576: 0.060791146733068596
Position 2209: 0.046622464099807755
Position 1017: 0.04295061920021594
Position 2593: 0.02355628254850904
Position 2992: 0.017495286150561718
Position 1033: 0.01746431395187564
Position 1006: 0.008801293258525742
Position 3530: 0.007855710773569462
Position 3131: 0.0076024064545541946
Position 67: 0.005639966971008021
Position 2588: 0.00490477338820409
Position 195: 0.004847956270066319
Position 1937: 0.004656830606486982
Position 4758: 0.004268576652846497
Position 132: 0.003912199607130938
Position 215: 0.0033866054108141206
Position 3787: 0.0033317301984130978
Position 885: 0.002586117385416832
Position 1450: 0.002474076805544213
Position 3152: 0.002079710746488197
Position 652: 0.0019959572944259095
Position 770: 0.001872939895615182
Position 14: 0.0012149888907574107
Position 4375: 0.0011375264840892245
Position 957: 0.000946504169178687
Position 2421: 0.0008762977688338663
Position 2136: 0.0007043912502887135
Position 3121: 0.000703278026390342
Position 1942: 0.0005407944428382871
Position 2999: 0.0005216084886868286
Position 3846: 0.00046728589855010494
Position 622: 0.00037654601068561093
Position 1949: 0.00037245405035263854
Position 1658: 0.0003476266257241676
Position 648: 0.0003437404832017036
Position 1663: 0.00020156267300918383
Position 2801: 0.000170135003400376
Position 3142: 0.00014137185696219893
Position 2698: 9.7322898172685e-05
Position 2773: 9.391447338889449e-05
Position 218: 6.49649971166351e-05
Position 1801: 6.292333784741672e-05
Position 2926: 5.7571244968555506e-05
Position 1799: 2.3640562531534382e-05
Position 1789: 2.016508027358632e-05
Position 1648: 1.4242134212996586e-05
Position 3389: 1.1028536164709866e-05
Position 199: 1.0978831480382793e-05
Position 411: 3.479523319925273e-06
Position 51: 1.938008791997276e-06
Position 3136: 1.054722796898527e-06
Position 3049: 4.717457411816216e-07
Position 113: 1.5139960426905444e-09
Position 101: 9.546793865224184e-10
Position 36: 7.400425694575197e-10
Position 30: 2.2768896740857027e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3636: 0.9996102875881143
Position 1719: 0.9982729944887185
Position 2648: 0.9981871629793023
Position 3052: 0.805820410920275
Position 1078: 0.7503540965639428
Position 3183: 0.5560372856160148
Position 2343: 0.5441306738612248
Position 4947: 0.3433621218208884
Position 3215: 0.2984448691278837
Position 2522: 0.2849060547890582
Position 4561: 0.18296421581144603
Position 4532: 0.15805936306403123
Position 1527: 0.1579833498198739
Position 3218: 0.10053016166782003
Position 4917: 0.09312863982800143
Position 4437: 0.07656432869710054
Position 2319: 0.0765246984473758
Position 2493: 0.05462741431240789
Position 4692: 0.051360826692135854
Position 4330: 0.03850937610819005
Position 4369: 0.03498197900970165
Position 3829: 0.03173296514853735
Position 4444: 0.024092911180809334
Position 275: 0.020192679710844815
Position 4374: 0.01957641464018603
Position 4275: 0.01736651216864412
Position 4307: 0.016674872417194415
Position 3907: 0.016459417107041328
Position 4828: 0.011017688514313619
Position 108: 0.010510838951790637
Position 3945: 0.010234688908022874
Position 5250: 0.008979978601750326
Position 316: 0.008455359473251142
Position 5373: 0.007967732896444217
Position 4301: 0.007380200385393248
Position 5727: 0.006071838618078326
Position 4481: 0.005340016998702541
Position 132: 0.003939773542145669
Position 3376: 0.003458235675984259
Position 506: 0.0032688463307242264
Position 2136: 0.002912535675221322
Position 5780: 0.0019338877472229179
Position 110: 0.0018558156808830464
Position 1398: 0.00172326625736915
Position 3846: 0.001656623705668253
Position 1181: 0.0015246409841086202
Position 3974: 0.0011988970110845818
Position 793: 0.001027109712207131
Position 517: 0.0008243556160898183
Position 2854: 0.0008033216605884992
Position 2392: 0.0007187997081362632
