Gene = ast
index = 1613
Annotated 5SS: [ 621 1118]
Annotated 3SS: [ 676 1172]
SMsplice 5SS: [ 621 1118]
SMsplice 3SS: [ 676 1172]
top_k =  100
Partition function (log Z): 0.12678054716428283

Sorted 5' Splice Sites (High to Low Probability):
Position 1118: 0.9989429364640123
Position 621: 0.9887750707798006
Position 1296: 0.09331697446173297
Position 1787: 0.07235647637353548
Position 1684: 0.016997938082666777
Position 332: 0.009114357427416099
Position 1232: 0.006975361509986264
Position 788: 0.005990171805047621
Position 1300: 0.00534797477239875
Position 758: 0.005318674018141956
Position 1580: 0.003882805485100709
Position 1219: 0.0038473564555327523
Position 491: 0.0031637042757973973
Position 590: 0.0029330433044572877
Position 1782: 0.0021514815961758246
Position 1514: 0.0014774803359908135
Position 1200: 0.0014604218008459368
Position 2288: 0.0014152631778590898
Position 1677: 0.0013089483472109532
Position 850: 0.001168291537757941
Position 615: 0.0011475593274672482
Position 387: 0.000940633512606925
Position 357: 0.00092110710741461
Position 1482: 0.0009050967473652611
Position 1682: 0.000609056100167506
Position 906: 0.0005640668615212534
Position 48: 0.0005336665961144709
Position 822: 0.00024691688126737344
Position 1438: 0.00014966227630531603
Position 585: 0.00013699016123874453
Position 285: 6.130949976585304e-05
Position 33: 3.849335406751817e-05
Position 1097: 3.217606569730328e-05
Position 203: 1.0691934462553032e-05
Position 1710: 7.921488207371832e-06
Position 1122: 2.6541196326399497e-06
Position 1046: 1.3280802787221001e-06
Position 1235: 6.810215278833761e-07
Position 692: 1.437699559065915e-07
Position 1180: 1.39514486679525e-07
Position 632: 4.9166390904473994e-08
Position 270: 2.461475698207797e-08
Position 875: 6.3716977188236615e-09
Position 1011: 2.61962361760471e-09
Position 963: 2.5265268399210873e-09
Position 834: 4.439595016015275e-10
Position 171: 2.159804588227368e-14
Position 267: 1.0010421326255605e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1172: 0.9853899721427214
Position 676: 0.9107395431253431
Position 1356: 0.10754141222885875
Position 1852: 0.04722173995769662
Position 688: 0.0416161105173102
Position 691: 0.028253983167306904
Position 963: 0.020170367501167807
Position 1762: 0.017434774540983945
Position 2336: 0.015759239375984807
Position 1290: 0.009263812486359725
Position 2092: 0.008641082758937891
Position 1178: 0.007805529094835315
Position 443: 0.005526686829105585
Position 809: 0.0054601091524104335
Position 1680: 0.0032590417482493547
Position 395: 0.002446135623716722
Position 2023: 0.002294179250755506
Position 647: 0.002274277439602224
Position 2270: 0.0018457177561257748
Position 1598: 0.0015680573922710966
Position 446: 0.0014492918345661186
Position 398: 0.0011057883765785471
Position 1737: 0.0009653046965079734
Position 1552: 0.0008645792195651718
Position 1875: 0.0007836401885765084
Position 1861: 0.000627858096369515
Position 697: 0.0005736617886588752
Position 549: 0.0003376631436407221
Position 916: 0.0003109241369521014
Position 818: 0.00019623952649265174
Position 122: 0.00013631722178012592
Position 109: 8.051168502159308e-05
Position 284: 7.709641891848185e-05
Position 117: 6.377734126285301e-05
Position 711: 3.365708241532784e-05
Position 275: 3.019152675040793e-05
Position 380: 2.590146809633914e-05
Position 703: 1.9009288445422e-05
Position 503: 1.3376609677666773e-05
Position 143: 1.3065066798381064e-05
Position 532: 1.2294881431314413e-05
Position 490: 1.1919843824078344e-05
Position 590: 5.1241560046300215e-06
Position 209: 3.705290495880031e-06
Position 152: 2.4411954317427107e-06
