Gene = FASN3
index = 1160
Annotated 5SS: [ 247 2628 4498 4979 6319 6996 7516 7927 9085]
Annotated 3SS: [2109 2679 4554 5040 6382 7240 7576 7988 9144]
SMsplice 5SS: [ 247 2628 4498 4979 6319 7516 7927 8081 9085]
SMsplice 3SS: [2109 2679 4554 5040 6382 7576 7988 8167 9144]
top_k =  100
Partition function (log Z): 5.154953118880521

Sorted 5' Splice Sites (High to Low Probability):
Position 6319: 0.9995567634258167
Position 4979: 0.998329406601266
Position 2628: 0.9927937107751222
Position 4498: 0.9914367709441098
Position 7927: 0.9475113891803054
Position 247: 0.9156923102738903
Position 7516: 0.8584723059994607
Position 8081: 0.8279428721634461
Position 9085: 0.7694030019709334
Position 3189: 0.4202814745499007
Position 8363: 0.14205474454752362
Position 5666: 0.12382133375879009
Position 664: 0.0827393029278712
Position 7718: 0.08162613621134668
Position 5237: 0.05602198724544384
Position 8092: 0.03716448162653435
Position 4722: 0.030509090554699428
Position 2871: 0.02590862766922121
Position 3158: 0.023372145277104506
Position 172: 0.022781855969024326
Position 9514: 0.014442926476396894
Position 6849: 0.012968578193956677
Position 3839: 0.012348035462457342
Position 543: 0.010060207226657847
Position 507: 0.008749781417271457
Position 2395: 0.008502175884551861
Position 1367: 0.007893085199471675
Position 5653: 0.007691077680755318
Position 4687: 0.006650310476132846
Position 2426: 0.006647054860282484
Position 161: 0.006076455346825933
Position 1771: 0.005307073655208081
Position 5126: 0.005291322121638934
Position 3034: 0.005195220174397984
Position 1322: 0.005040058019246798
Position 4675: 0.004832301121364132
Position 5643: 0.00477678879946569
Position 6996: 0.004565102775908696
Position 739: 0.004171630701130722
Position 3507: 0.0037513474190331276
Position 1765: 0.0030973639909775527
Position 2477: 0.002828451533080369
Position 330: 0.002722832622556246
Position 1761: 0.002417807649756951
Position 902: 0.002274910506889872
Position 844: 0.0022672693566081394
Position 2429: 0.002212323095334067
Position 1071: 0.002008725169138358
Position 4929: 0.0015641302374891765
Position 2955: 0.0014512041592143422
Position 49: 0.0011085623010182169
Position 474: 0.0008531445264617642
Position 658: 0.0005024931321326312
Position 336: 0.0005008547098969188
Position 532: 0.0004807702314634165
Position 320: 0.0004565389622447703
Position 3484: 0.0004085371744605099
Position 2579: 0.00038218594386654596
Position 4983: 8.1315482028545e-05
Position 3212: 1.9538198933769856e-05
Position 334: 1.839617467068148e-05
Position 98: 1.1101854662589062e-05
Position 6203: 8.52265873729738e-06
Position 3468: 3.365713709545192e-06
Position 2199: 3.0699424338609756e-06
Position 4819: 2.9498959026736925e-07
Position 4637: 2.748352061350741e-07
Position 308: 1.7903991425224988e-07
Position 306: 4.8066211016336135e-08
Position 144: 2.9111029143156255e-10
Position 206: 1.2467309383031968e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4554: 0.9998970426483791
Position 2109: 0.9948389362015007
Position 6382: 0.9945071868576331
Position 2679: 0.9837866115166036
Position 5040: 0.9752285999094111
Position 7576: 0.8682769043705385
Position 7988: 0.7912210478625504
Position 9144: 0.7625698056251335
Position 8167: 0.7135761228711184
Position 8901: 0.3073746795263089
Position 3290: 0.29411481732328787
Position 6037: 0.1436693175722571
Position 7971: 0.126908142663474
Position 3329: 0.10318408634803547
Position 7783: 0.08162613621134668
Position 306: 0.0734795867119449
Position 5830: 0.035068315701242234
Position 4781: 0.025445821878599208
Position 3842: 0.025180686249604654
Position 9165: 0.018489492671894692
Position 6015: 0.017913041100414074
Position 9598: 0.014442926476396894
Position 3301: 0.012885123482353007
Position 3585: 0.012798136982640094
Position 7640: 0.012787181825708016
Position 3902: 0.012348035462455971
Position 2500: 0.011682198378897961
Position 1524: 0.011475210550854984
Position 3814: 0.011101901170588523
Position 3326: 0.010406951436883995
Position 4742: 0.009962911150319394
Position 5311: 0.008648433013935026
Position 5707: 0.007691077680755318
Position 3015: 0.0053788837933541256
Position 5698: 0.00477678879946569
Position 5047: 0.004600525296374822
Position 2527: 0.004480927578798611
Position 9214: 0.003937198268262081
Position 2467: 0.0038756297389549526
Position 417: 0.003039672399743711
Position 4802: 0.002676617727156416
Position 4819: 0.002375128181805496
Position 2870: 0.002246871509009945
Position 2936: 0.00190087232630009
Position 3098: 0.0017674771636495936
Position 584: 0.001695926333957193
Position 4733: 0.0015130558921352191
Position 1221: 0.0007576315583356336
Position 1942: 0.0004635997207978312
Position 320: 0.0004606584784871047
Position 426: 0.00031871629616239043
Position 2928: 0.00030874611382763556
Position 140: 0.0003071620732953568
Position 2699: 0.00030381046084235067
Position 654: 0.0002920882146517747
