Gene = Mfap1
index = 1278
Annotated 5SS: [ 187 1170]
Annotated 3SS: [ 247 1231]
SMsplice 5SS: [ 187 1170]
SMsplice 3SS: [ 247 1231]
top_k =  100
Partition function (log Z): 1.7036987515372848

Sorted 5' Splice Sites (High to Low Probability):
Position 1170: 0.986864587376299
Position 187: 0.9495986742081989
Position 1473: 0.013670225343314817
Position 1163: 0.010408576536989648
Position 1676: 0.008857778686946333
Position 1482: 0.0028568240674417718
Position 455: 0.00086456543077378
Position 1174: 0.0008550907996320495
Position 545: 0.0007483657479096253
Position 293: 0.000260564804966519
Position 1669: 0.00025383313181489805
Position 1680: 0.0002234225488488793
Position 828: 0.00021857763702397216
Position 772: 0.0002123241073602865
Position 1718: 0.0001432334828566723
Position 1317: 0.000140148270666671
Position 1102: 0.00012159419276533664
Position 1346: 0.00010599155292991988
Position 1364: 0.00010586790254444712
Position 268: 7.836557913033467e-05
Position 1664: 4.82411624118444e-05
Position 274: 2.9679812528566705e-05
Position 248: 2.2136119317197157e-05
Position 1514: 1.521023736494162e-06
Position 1378: 8.910715598896862e-07
Position 484: 4.5722174603941625e-07
Position 1127: 2.547661176328887e-07
Position 1075: 2.8918478507716483e-08
Position 523: 2.6353033943064436e-08
Position 220: 1.2462539392813216e-08
Position 1018: 1.1576106260681266e-08
Position 1006: 1.1384795229212153e-08
Position 10: 1.284804432996928e-10
Position 596: 1.211815527031276e-10
Position 798: 8.858881186453452e-11
Position 96: 1.248299558592074e-11
Position 112: 2.3270508641557736e-12
Position 85: 2.0006042883385816e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1231: 0.9999131579761986
Position 247: 0.7835685072380297
Position 267: 0.1516474519088565
Position 1527: 0.015215710871926047
Position 1738: 0.009029272089378941
Position 326: 0.005561002048184674
Position 876: 0.0033545624505419195
Position 915: 0.0013975976932303108
Position 365: 0.0012106040815239223
Position 1535: 0.001132498726613559
Position 297: 0.0007830372631541985
Position 1796: 0.0005668778984546765
Position 506: 0.0005061273706573483
Position 279: 0.0004928234103367396
Position 273: 0.00044685411185265415
Position 894: 0.0003706243529833918
Position 526: 0.0003165770611943242
Position 753: 0.0002973747383008873
Position 1699: 0.00023099553238773219
Position 421: 0.00013048676764100615
Position 1547: 0.0001214115517046486
Position 1430: 0.00010365247064877706
Position 759: 9.056064008562391e-05
Position 756: 8.189790994973482e-05
Position 602: 7.701485956983272e-05
Position 594: 3.7625700663981546e-05
Position 1579: 4.937382448657528e-06
Position 1472: 2.621721509611254e-06
Position 333: 1.3659947554440408e-08
Position 369: 2.3310330096114753e-09
Position 387: 1.6777449687981964e-09
Position 96: 6.196811256370632e-11
Position 117: 4.5452940940329743e-11
Position 69: 1.917067596342006e-11
Position 149: 1.2502938916882578e-11
