Gene = w-cup
index = 1933
Annotated 5SS: [1037]
Annotated 3SS: [1096]
SMsplice 5SS: [1037]
SMsplice 3SS: [1096]
top_k =  100
Partition function (log Z): -6.044176612346406

Sorted 5' Splice Sites (High to Low Probability):
Position 1037: 0.9827907551484063
Position 1187: 0.07516091347403524
Position 1447: 0.023388658461891282
Position 949: 0.01571178864261863
Position 533: 0.004226948536302873
Position 367: 0.0016844943199186284
Position 1050: 0.0014643793275184098
Position 49: 0.0012463467742555765
Position 523: 0.0012071218128219233
Position 295: 0.0010325160844485695
Position 1117: 0.0009268239630606563
Position 148: 0.0008470369634500135
Position 1283: 0.0007137712300928319
Position 546: 0.0006117887214275277
Position 1548: 0.00044093844505921234
Position 467: 0.00043085636772710964
Position 9: 0.00028071836559702694
Position 139: 0.0002447208339182439
Position 819: 0.0002245737814641724
Position 14: 0.00013596505818854902
Position 236: 8.540037982667418e-05
Position 25: 4.3845383001076686e-05
Position 1008: 2.9347284285035446e-05
Position 772: 1.2240273439714196e-05
Position 678: 8.231504262451444e-06
Position 954: 7.73200192012496e-06
Position 738: 5.0738823181774215e-06
Position 909: 1.0461900310636778e-06
Position 611: 6.8520486028417795e-09
Position 108: 3.4347089360636425e-09
Position 220: 7.299490561945501e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1096: 0.5845658286925552
Position 1099: 0.40939524572364355
Position 1652: 0.024972700490342097
Position 1608: 0.01730873912613415
Position 1494: 0.013854791708092501
Position 603: 0.009203305338166838
Position 1674: 0.008229161616955444
Position 1632: 0.007558257841273461
Position 1105: 0.006038352077205854
Position 1338: 0.004667691948869853
Position 1307: 0.004600938102887906
Position 1548: 0.003037446333938817
Position 1313: 0.0025601098534501726
Position 1267: 0.0025247995512551096
Position 1765: 0.002278955439533655
Position 1635: 0.0022532242152010834
Position 1235: 0.0017707361320378583
Position 1806: 0.0014920708309483091
Position 120: 0.0009743032351045042
Position 1429: 0.0006615679584361068
Position 1434: 0.0006393352590574156
Position 1324: 0.0005619577122903184
Position 1405: 0.0005456432717194585
Position 1768: 0.0004875681304459877
Position 606: 0.00048037903662775114
Position 419: 0.0004420461410344484
Position 431: 0.00034590806107377437
Position 1382: 0.00032239479771806645
Position 266: 0.0003219673631670252
Position 1412: 0.00030301525355136134
Position 1008: 0.00013501231134030112
Position 899: 0.00010791701769068525
Position 889: 0.00010787986550349936
Position 189: 8.387666603167353e-05
Position 590: 6.634778941792959e-05
Position 515: 6.45210571762202e-05
Position 1121: 4.827811481572679e-08
