Gene = sala
index = 1863
Annotated 5SS: [ 325 1048 1515]
Annotated 3SS: [ 473 1374 1584]
SMsplice 5SS: [ 325 1048 1515]
SMsplice 3SS: [ 473 1374 1584]
top_k =  100
Partition function (log Z): -2.946660439201861

Sorted 5' Splice Sites (High to Low Probability):
Position 1515: 0.9928110459531762
Position 325: 0.8303243607952451
Position 1048: 0.6919140997081941
Position 2040: 0.12548635753383283
Position 1756: 0.07050017606097854
Position 2061: 0.0407195115971313
Position 375: 0.03975730420347703
Position 1811: 0.027681496236908146
Position 245: 0.01988669555506324
Position 890: 0.019346239765226966
Position 1135: 0.01048742388888648
Position 1027: 0.005454300399427742
Position 1406: 0.004683506033788824
Position 2001: 0.004144374375026661
Position 390: 0.0038873353499594768
Position 235: 0.0038552020969838665
Position 677: 0.0036291928742524
Position 744: 0.003587335688216155
Position 967: 0.0030248648874345975
Position 599: 0.002658855529757789
Position 1234: 0.002479643822996297
Position 878: 0.0022317449249089185
Position 1079: 0.0016954552026658119
Position 67: 0.001692617816184794
Position 97: 0.0011969328957853703
Position 75: 0.001134960328610343
Position 2134: 0.0007537114138479295
Position 379: 0.0006141806295025445
Position 288: 0.0005127746691664197
Position 329: 7.933149575839407e-05
Position 1375: 7.524944691648666e-05
Position 1449: 2.0275732516609044e-05
Position 35: 7.113525656930773e-06
Position 203: 1.6530462136512283e-06
Position 33: 7.758132293513919e-07
Position 180: 4.0087075984886536e-07
Position 263: 1.059893071239425e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1584: 0.9108658134231229
Position 1374: 0.8379579974671343
Position 473: 0.686266857321833
Position 2118: 0.09410639361737634
Position 2095: 0.09266744225484075
Position 1623: 0.08656186042089446
Position 507: 0.05025403178927617
Position 1882: 0.040555848167973495
Position 1335: 0.03130188058433793
Position 1830: 0.02946661605054489
Position 457: 0.017460780892986676
Position 2194: 0.012489327126989939
Position 1378: 0.00599766280315487
Position 1472: 0.004171269443413868
Position 733: 0.004132727535690986
Position 425: 0.003731945856802059
Position 306: 0.002228990697213671
Position 832: 0.0018642084293776881
Position 310: 0.0017376907879972977
Position 1421: 0.0009767072153199557
Position 132: 0.000709304811557288
Position 829: 0.0004349634478878066
Position 209: 0.0002121130962742483
Position 148: 0.0001619199736034301
Position 859: 1.0764646408687108e-05
Position 103: 6.9291705787501555e-06
Position 316: 4.559124402664269e-06
