Gene = scaf6
index = 1866
Annotated 5SS: [ 137  472  881 2136 2437 3019 3318 3580 4644 4869 5255 5491]
Annotated 3SS: [ 300  533 1972 2363 2943 3240 3380 3641 4700 4939 5318 5543]
SMsplice 5SS: [ 137  472  881 2136 3019 3318 3580 4644 4869 5255 5491]
SMsplice 3SS: [ 300  533 1972 2363 3095 3380 3641 4700 4939 5318 5543]
top_k =  100
Partition function (log Z): 21.32067004616032

Sorted 5' Splice Sites (High to Low Probability):
Position 4644: 0.9973755965063913
Position 4869: 0.9964052545111298
Position 137: 0.9958195406609598
Position 3580: 0.9934475317194816
Position 2136: 0.9891942726057003
Position 3318: 0.9455369965624423
Position 472: 0.9365317155335519
Position 881: 0.918963390305295
Position 5491: 0.7221882403603639
Position 5255: 0.6827525425686582
Position 3019: 0.5973121324347148
Position 5464: 0.06548879363948253
Position 476: 0.06173768081379732
Position 5484: 0.05884710723068342
Position 738: 0.04514205294074891
Position 2437: 0.04195095297936513
Position 3899: 0.036864985863275204
Position 3896: 0.01591811603195791
Position 5066: 0.01425793980349651
Position 5474: 0.010057312922187063
Position 2560: 0.008864077308843091
Position 5077: 0.0069791927114533844
Position 5271: 0.004687733583912543
Position 4085: 0.0044368968273690145
Position 3584: 0.0043816037722466126
Position 1460: 0.0031829027833634753
Position 4276: 0.0030292642256431815
Position 1593: 0.0028709120835430126
Position 4875: 0.0018563802296965334
Position 1617: 0.0018531113873728618
Position 1609: 0.0015555137713979105
Position 1152: 0.0012566679374354443
Position 5638: 0.0012031670565879385
Position 965: 0.0009827717186789125
Position 2473: 0.0009784380810351537
Position 63: 0.0007320559385605405
Position 1469: 0.0006867310302087345
Position 4648: 0.0005926007961711534
Position 5074: 0.0005866917687980326
Position 3821: 0.0003859079004268677
Position 218: 0.00030485314018513043
Position 1615: 0.0002606522641393428
Position 54: 0.0002325605940230566
Position 5161: 0.00020326461115728693
Position 141: 0.00012637450401914048
Position 453: 0.00011116582890052095
Position 157: 0.00010769523945558868
Position 40: 0.00010297500913589737
Position 404: 9.945755706266727e-05
Position 480: 8.15861210463321e-05
Position 198: 7.683821623871704e-05
Position 491: 7.223504883489572e-05
Position 1340: 7.219745163428895e-05
Position 75: 6.142019678102201e-05
Position 33: 2.7423601377590925e-05
Position 4879: 2.3095787880660692e-05
Position 4861: 2.262374124098084e-05
Position 4814: 2.219890323847669e-05
Position 428: 1.3716430539403014e-05
Position 2146: 1.2664841899488246e-05
Position 216: 1.1395633425562607e-05
Position 10: 7.192454345451663e-06
Position 4873: 4.827645101497557e-06
Position 190: 4.763301245570382e-06
Position 5158: 4.030488517015978e-06
Position 121: 3.608236243126092e-06
Position 3592: 2.8894747438755674e-06
Position 1392: 2.8275375031942215e-06
Position 95: 2.683791353533438e-06
Position 2179: 2.6793232957429227e-06
Position 826: 6.890224965908771e-07
Position 3502: 3.967147644761888e-07
Position 410: 8.972226812450428e-08
Position 107: 8.855351062079399e-08
Position 4800: 8.565022538962107e-08
Position 573: 7.847608360372658e-08
Position 793: 7.732266357346393e-08
Position 4822: 2.4065708636256367e-08
Position 4741: 2.1600983964243418e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4700: 0.9991620588268072
Position 300: 0.996196979411362
Position 4939: 0.9862528653883099
Position 3380: 0.969638527330157
Position 3641: 0.9532927098515065
Position 533: 0.9206362783765508
Position 1972: 0.8876472441789298
Position 5543: 0.860938981400297
Position 5318: 0.7157111599570488
Position 2363: 0.6713672825605485
Position 3095: 0.40384825636079613
Position 2943: 0.17416906430774948
Position 3116: 0.10061204139449233
Position 3240: 0.0900140831951718
Position 1521: 0.06545138221478715
Position 572: 0.0614865291444015
Position 3069: 0.04943242933508752
Position 2186: 0.0482071857454077
Position 3197: 0.03627391782079806
Position 3680: 0.032369315694526286
Position 4149: 0.028620155556023305
Position 3994: 0.018849060805675517
Position 2240: 0.012202370809545659
Position 2528: 0.010770578458489662
Position 2026: 0.009480885273019482
Position 2605: 0.009398555180935552
Position 4023: 0.008742459685520064
Position 4182: 0.0074331161995104785
Position 2900: 0.004583091341710784
Position 2198: 0.003215659710903154
Position 3362: 0.003190615708358929
Position 3648: 0.0031100967202422614
Position 1578: 0.0029919899318010448
Position 4336: 0.0028969938281404343
Position 1085: 0.00280910986788257
Position 947: 0.0027986613995825585
Position 2383: 0.00264862761136306
Position 1257: 0.00235468544732013
Position 952: 0.0018144427524948556
Position 2772: 0.0014835565547955227
Position 547: 0.0013624099592182161
Position 616: 0.0013207713529446424
Position 1299: 0.0012778890361773933
Position 2507: 0.001197417384044931
Position 198: 0.0011154096431911372
Position 933: 0.001061353588075944
Position 5686: 0.00100357251938796
Position 4077: 0.00095177884440842
Position 1269: 0.0008371009470546026
Position 541: 0.0008369234941362445
Position 3654: 0.0007738607589995647
Position 5131: 0.0007476465779505095
Position 658: 0.0005012994252026952
Position 655: 0.0004543581946451864
Position 5547: 0.00039531215365686874
Position 1201: 0.0003789926069042587
Position 5287: 0.00034095073868903563
Position 1073: 0.00026915596293090405
Position 4740: 0.00023890686543535163
Position 1423: 0.0002303829637684763
Position 5691: 0.0001995945371999779
Position 700: 0.00018704181292210904
Position 806: 0.00016453370271034043
Position 1626: 0.00016026201246760878
Position 874: 0.00013932656666495465
Position 1420: 0.00013699239698987338
Position 1173: 0.00011443549317173916
Position 1277: 0.00011069502165108176
Position 181: 9.640572386231133e-05
Position 709: 9.431199742892633e-05
Position 349: 6.114091791787507e-05
Position 1392: 3.8240308588209246e-05
Position 307: 1.9183558164148377e-05
Position 238: 1.2462824244605345e-05
Position 380: 1.0590292590005554e-05
Position 383: 1.045275072898846e-05
Position 451: 9.507214866627143e-06
Position 389: 4.934394914048246e-06
Position 1097: 2.6603981357191713e-06
Position 957: 2.5590363998340793e-06
Position 1177: 1.5567818447913757e-06
Position 368: 5.264097294074284e-07
Position 686: 4.614335744496181e-07
Position 404: 4.012480986005108e-07
Position 4946: 3.5860327145502663e-07
Position 4911: 2.3117909921132146e-07
Position 107: 2.111012412044661e-07
Position 392: 1.7683495048246527e-07
Position 760: 1.504231118714434e-07
Position 386: 1.1540728993423942e-07
Position 87: 8.297958105939038e-08
Position 338: 7.790944418379715e-08
Position 4990: 4.538197393754082e-08
