Gene = Slmap
index = 1504
Annotated 5SS: [ 181 2062 5611]
Annotated 3SS: [ 748 5049 5669]
SMsplice 5SS: [ 181 5611]
SMsplice 3SS: [5049 5669]
top_k =  100
Partition function (log Z): -6.319680645965056

Sorted 5' Splice Sites (High to Low Probability):
Position 5611: 0.8356658565807846
Position 181: 0.7445288885052068
Position 4821: 0.30013250755952275
Position 2062: 0.296806916252473
Position 210: 0.21750760491272783
Position 5401: 0.056248402678151364
Position 5983: 0.04877860976723995
Position 4943: 0.04410544738383284
Position 1499: 0.031142183543895207
Position 1477: 0.02390760797079657
Position 5867: 0.02172839743644497
Position 1382: 0.01419622841873601
Position 1508: 0.007277174266186652
Position 749: 0.0035568953780484927
Position 1696: 0.0029453104970934107
Position 56: 0.0028877003804091694
Position 1580: 0.0027875130520212976
Position 1123: 0.0025294111464729033
Position 85: 0.0023357318004790105
Position 5871: 0.0022287027351842186
Position 5344: 0.0017099928174075939
Position 522: 0.001393525165882801
Position 526: 0.0013536603778841131
Position 518: 0.0012229115118286065
Position 514: 0.0011238498659278183
Position 697: 0.0009452730763692537
Position 199: 0.0008209798774088769
Position 510: 0.000758008504555739
Position 142: 0.0005709750668249428
Position 135: 0.00040943874904091266
Position 476: 0.0003735428334308733
Position 315: 4.735827855918423e-05
Position 530: 8.240432273895581e-07
Position 546: 6.397090414153418e-07
Position 93: 6.051809459182676e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5049: 0.9935607507040242
Position 5669: 0.5704896685124594
Position 748: 0.3020516747846623
Position 4659: 0.23239394308600128
Position 5697: 0.23058880413665037
Position 4627: 0.1122855190674005
Position 6197: 0.05154678961642846
Position 5476: 0.04028149857039148
Position 5672: 0.03381762160255762
Position 1576: 0.030384288277420353
Position 5940: 0.02132771827613368
Position 1123: 0.011296755533900322
Position 5703: 0.006754470516435924
Position 1345: 0.006531870145521073
Position 6047: 0.005579430754907273
Position 5728: 0.00543012516334232
Position 5700: 0.00521603943632871
Position 272: 0.004833271321354556
Position 1537: 0.0031533341431945793
Position 1238: 0.0013344630400720077
Position 814: 0.0008855197597785394
Position 819: 0.0008291615269377342
Position 2759: 0.00061522596967906
Position 4868: 0.000492959338047713
Position 629: 0.0002695394628732529
Position 3221: 7.611670711194424e-05
Position 847: 7.654535101140944e-07
Position 881: 6.084944331699114e-07
Position 610: 5.755652548801259e-07
Position 361: 7.617708220100582e-08
Position 434: 4.625214890042982e-08
Position 315: 4.392799913773767e-08
