Gene = pr
index = 1848
Annotated 5SS: [  75  501  688 1268]
Annotated 3SS: [ 138  607 1121 1329]
SMsplice 5SS: [  75  501  688 1268]
SMsplice 3SS: [ 138  607 1121 1329]
top_k =  100
Partition function (log Z): 3.2367418646817803

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.9878877564027932
Position 1268: 0.9560387183512047
Position 501: 0.9190624587023768
Position 688: 0.9173094124245443
Position 799: 0.05409852511998517
Position 1650: 0.029319809945480873
Position 326: 0.010375506341780133
Position 340: 0.009393797367112764
Position 1682: 0.005754996366119416
Position 42: 0.004970197886224802
Position 415: 0.0016210807642788936
Position 1665: 0.0013250604500386395
Position 1411: 0.0012856303030732827
Position 213: 0.0012617562804990397
Position 294: 0.0010461307133996897
Position 1205: 0.0008449876111239327
Position 936: 0.00045101425328937387
Position 1247: 0.0004458422100507424
Position 875: 0.0002536102604180606
Position 815: 0.00019128047766397855
Position 954: 0.00018104108971850086
Position 963: 0.00017858413281856194
Position 1686: 0.00015493767605222655
Position 227: 0.00015395489285744066
Position 818: 0.00015259353254219474
Position 1404: 7.829715909928126e-05
Position 464: 5.5782446725943484e-05
Position 1458: 4.3307594382747865e-05
Position 32: 3.357779821054838e-05
Position 236: 2.102591173349681e-05
Position 238: 1.4898149028530187e-05
Position 262: 7.140670587209339e-06
Position 79: 3.936642720433229e-06
Position 96: 1.8784442259058483e-06
Position 650: 2.0153412323447972e-07
Position 19: 1.7571350552751848e-09
Position 1166: 1.1489579720812375e-09
Position 3: 4.967331437564314e-11
Position 100: 3.399822656785231e-13
Position 129: 1.2369143477635544e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 138: 0.9836635266489102
Position 1121: 0.9709614204360932
Position 1329: 0.9576371499537122
Position 607: 0.8043545255436978
Position 568: 0.10043052677494571
Position 1732: 0.03775894999777536
Position 395: 0.01723956205743659
Position 777: 0.015117354968316832
Position 1334: 0.00232012183146466
Position 1078: 0.002272217019074389
Position 1342: 0.0017455100884248328
Position 479: 0.0015711565168909025
Position 1383: 0.0014561396948987412
Position 147: 0.0013695508500047174
Position 875: 0.001225127486017889
Position 831: 0.0010397812561946656
Position 356: 0.0009588055919871713
Position 740: 0.0004569969920954595
Position 1008: 0.0003993016649205326
Position 294: 0.00039805534369384343
Position 160: 0.0003685831920541644
Position 401: 0.00032684091796716795
Position 997: 0.0003175349781690911
Position 1552: 0.00023334313265959905
Position 189: 0.00012087253051841557
Position 115: 0.00011378131977164695
Position 363: 5.5648845762995276e-05
Position 325: 2.6470777367128787e-05
Position 407: 1.9884176458758844e-05
Position 213: 1.7855396860328502e-05
Position 250: 1.608806946178958e-05
Position 441: 1.5948610548049466e-05
Position 415: 8.191173980786371e-06
Position 500: 1.0846397234969836e-06
Position 199: 6.500858883122718e-07
Position 720: 1.7429876749685335e-07
