Gene = GABA-B-R3
index = 1174
Annotated 5SS: [ 456 3786 4686 5352 6136 7086 7485 7994 9178 9605]
Annotated 3SS: [2785 4541 5075 5883 6722 7182 7854 8901 9285 9733]
SMsplice 5SS: [ 760 4686 5352 6136 7086 7485 7994 9178 9605]
SMsplice 3SS: [4541 5225 5883 6722 7182 7854 8378 9285 9733]
top_k =  100
Partition function (log Z): 12.116492241993846

Sorted 5' Splice Sites (High to Low Probability):
Position 7086: 0.9989287688196459
Position 9178: 0.9979420116010699
Position 4686: 0.9977092667357481
Position 6136: 0.992919298529204
Position 7994: 0.987600202491244
Position 9605: 0.9482118033845679
Position 5352: 0.9215824879793153
Position 7485: 0.9103788523112021
Position 3786: 0.49793601013379396
Position 760: 0.4212890068318698
Position 9361: 0.2879081726256332
Position 247: 0.19694707782215815
Position 10714: 0.10930348160014082
Position 11151: 0.054821535000568425
Position 1544: 0.050329188353637984
Position 7342: 0.0465312433035539
Position 9997: 0.043015843056336885
Position 11774: 0.04259557594247282
Position 9622: 0.041480544063861105
Position 982: 0.028126412234238497
Position 859: 0.02745812098619959
Position 10481: 0.025614133208803052
Position 8277: 0.023023112415010653
Position 7497: 0.022049984121024633
Position 6643: 0.015489006422838812
Position 822: 0.013674370650881708
Position 5618: 0.012746368105265662
Position 1511: 0.011391089263281612
Position 568: 0.01031478797261312
Position 703: 0.010045803441450719
Position 699: 0.007081728694866908
Position 8164: 0.006746527950624268
Position 764: 0.006700792910636526
Position 665: 0.00528463321303196
Position 7704: 0.0052419205911964
Position 9394: 0.004395376300275453
Position 8113: 0.0035637594881987623
Position 7179: 0.0031699488531899737
Position 7742: 0.0026604715207359073
Position 979: 0.0017398582341436218
Position 904: 0.001462610419260928
Position 975: 0.0011232819876918116
Position 682: 0.0007941196822436996
Position 243: 0.0006310360623611996
Position 686: 0.0004204397753992326
Position 9365: 0.0001977358768056314
Position 9358: 0.00015536338498367704
Position 9367: 0.0001439808453369721
Position 9609: 9.719423218048985e-06
Position 7082: 1.6254746636899594e-06
Position 6149: 9.176665582773942e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7854: 0.964319067920372
Position 4541: 0.9513166986660648
Position 9285: 0.9391555460836765
Position 5883: 0.8498777718298243
Position 9733: 0.6026501797815388
Position 6722: 0.539907239066187
Position 7182: 0.492685289784477
Position 5225: 0.3651272193864965
Position 8378: 0.3396276284836761
Position 8999: 0.2911402295040197
Position 9423: 0.2786344690229046
Position 9681: 0.25891195730383654
Position 7139: 0.23442391546315666
Position 5075: 0.21229466303509714
Position 1832: 0.19580789960653208
Position 5137: 0.17888829800987527
Position 6470: 0.17412277775708526
Position 11628: 0.16146662788707575
Position 8901: 0.1354883090069891
Position 7199: 0.11382031979417472
Position 9761: 0.10731578799603253
Position 7153: 0.10465280141289147
Position 6746: 0.08826486310052808
Position 1040: 0.08244827324558474
Position 4796: 0.08093419530652587
Position 8079: 0.07585892103265678
Position 10763: 0.07411374507952986
Position 6388: 0.06592924248887252
Position 8332: 0.06006184013127186
Position 5744: 0.05701146177354701
Position 11821: 0.04259557594247282
Position 4873: 0.04040719248990164
Position 9251: 0.040338370993069306
Position 6614: 0.03979309432403755
Position 7242: 0.0372024379576977
Position 6510: 0.03693026535814728
Position 3885: 0.03675794043631081
Position 6211: 0.030183567795069838
Position 8606: 0.02995429216987437
Position 8849: 0.029560302481277945
Position 5027: 0.027705997859004683
Position 5700: 0.022486214636194143
Position 5912: 0.01893299457390898
Position 5535: 0.018853443170375447
Position 9306: 0.01827553629174883
Position 4930: 0.01817209528236297
Position 5741: 0.01700704419534722
Position 1608: 0.01654226110004462
Position 8153: 0.01574454713597875
Position 11199: 0.014629875516197736
Position 5716: 0.014349927026450614
Position 8409: 0.014291203412500567
Position 8159: 0.013647021154931068
Position 9446: 0.01327494327583071
Position 7581: 0.013048501460217724
Position 8445: 0.01286715897976209
Position 3844: 0.009877295615223028
Position 7746: 0.008946010638849713
Position 6591: 0.00766110052068829
Position 6246: 0.007501838945941594
Position 7872: 0.007394780116629105
Position 7723: 0.005518626907860901
Position 6258: 0.0051640070101766425
Position 6808: 0.004165585756467363
Position 10228: 0.0039670417918523885
Position 5829: 0.003635722049032845
Position 6390: 0.0035106301778494633
Position 7802: 0.003431691616169079
Position 5886: 0.003320430741648758
Position 7424: 0.0031547365927401603
Position 6313: 0.0022409744835356358
Position 6182: 0.0020852640432680158
Position 9660: 0.0016760175994762992
Position 6337: 0.0013952340414542911
Position 6241: 0.0009811558752284956
Position 9236: 0.0008067949770223714
Position 7207: 0.0007533997373401184
Position 7699: 0.0006738676902752519
Position 8253: 0.0006341604532069155
Position 6217: 0.0005369005026213841
Position 9461: 4.079517073894892e-05
Position 7164: 5.392238645804432e-06
