Gene = gdl
index = 1712
Annotated 5SS: [437 787]
Annotated 3SS: [ 491 1159]
SMsplice 5SS: [437 787]
SMsplice 3SS: [ 501 1159]
top_k =  100
Partition function (log Z): -4.471735078726308

Sorted 5' Splice Sites (High to Low Probability):
Position 437: 0.9948019141763673
Position 787: 0.40167106087422233
Position 973: 0.08637970616416889
Position 962: 0.07359212149869991
Position 199: 0.035312690609596666
Position 204: 0.03408591904326603
Position 1306: 0.03169519387870245
Position 571: 0.024675701429240787
Position 835: 0.022560961567596734
Position 565: 0.011897188373475571
Position 171: 0.010550487083320247
Position 839: 0.008281191153418471
Position 259: 0.0032284680767457564
Position 645: 0.003028837618347809
Position 175: 0.0029251879560372625
Position 1036: 0.002752142912182175
Position 696: 0.0014780741082352756
Position 7: 0.000907996548929985
Position 750: 0.0005152037901326215
Position 148: 7.35517458016371e-05
Position 319: 6.593067591220037e-05
Position 542: 4.2392810771386955e-05
Position 106: 2.3983910180287175e-05
Position 814: 1.2859491209874395e-05
Position 125: 5.2253022322163934e-06
Position 12: 8.010732159448131e-07
Position 83: 6.887118041246986e-07
Position 441: 3.4462879686164613e-07
Position 399: 3.253414433156419e-07
Position 334: 3.013227638608067e-07
Position 455: 2.7800701884282713e-08
Position 342: 8.010093459246267e-09
Position 371: 4.378096316703069e-11
Position 101: 1.1331111335689184e-14
Position 128: 4.825415049293397e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1159: 0.7351028788235925
Position 501: 0.41804566696474854
Position 491: 0.39202838146617014
Position 633: 0.05264505652116644
Position 285: 0.04752577904625366
Position 270: 0.03404006268952046
Position 1359: 0.020030170465252586
Position 1189: 0.016029441730229962
Position 835: 0.012297146176279004
Position 871: 0.00476800984429488
Position 1369: 0.004086081851793422
Position 318: 0.0032728900552200036
Position 1448: 0.003261721973958838
Position 1438: 0.001657532321049647
Position 290: 0.0013847701729071671
Position 1428: 0.0011354645915283863
Position 1403: 0.0009104131110665285
Position 990: 0.0006082393419436561
Position 1463: 0.0005050488579918383
Position 113: 0.0004111556067370892
Position 933: 0.0003365825174358972
Position 313: 0.00021771729013025573
Position 1559: 0.0001087607060611868
Position 334: 6.519495699930836e-05
Position 148: 5.3696081447947184e-05
Position 571: 1.5194948807440143e-05
Position 608: 1.3127565400261476e-05
Position 345: 4.299109488308841e-06
Position 577: 4.183030340736491e-06
Position 322: 1.8199135949729646e-06
