Gene = Ssl1
index = 1527
Annotated 5SS: [ 60 342 737]
Annotated 3SS: [116 394 788]
SMsplice 5SS: [ 60 342 737]
SMsplice 3SS: [116 394 788]
top_k =  100
Partition function (log Z): 1.4408101338781372

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.9930001110861639
Position 737: 0.9861389036096002
Position 342: 0.9119528492391868
Position 1096: 0.09180260211529137
Position 350: 0.02326874713881706
Position 1648: 0.015165726127197755
Position 352: 0.01028674952712621
Position 364: 0.003968374998726757
Position 173: 0.002942422276858419
Position 182: 0.0010823526970259734
Position 38: 0.0005820827966893978
Position 164: 0.000299428651619169
Position 275: 0.0002697280952356033
Position 195: 0.00026929963113177713
Position 309: 0.00021863055187233124
Position 186: 0.00021522401863191193
Position 687: 0.00020316103555629387
Position 159: 0.0001772508066931844
Position 1695: 0.00012513367861619003
Position 521: 0.00010774373189170932
Position 49: 6.848826159605706e-05
Position 255: 2.9591944245689754e-05
Position 982: 3.871842260021031e-06
Position 954: 3.861673636570023e-06
Position 184: 1.6521947933004745e-06
Position 157: 1.3954934065919323e-06
Position 584: 8.633863223609953e-07
Position 113: 7.832039348414917e-07
Position 224: 7.812652728699571e-07
Position 146: 4.981805791845455e-07
Position 6: 2.390037853576213e-10
Position 485: 5.635318230778436e-11
Position 102: 3.823444352083911e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 788: 0.9575023712960846
Position 394: 0.9520846293815184
Position 116: 0.9125394191440402
Position 1164: 0.0832114893122636
Position 144: 0.043347187716639764
Position 812: 0.022904121785300515
Position 258: 0.019584559718164075
Position 1712: 0.015737059129884955
Position 176: 0.010559250011348394
Position 1216: 0.006972595558921681
Position 222: 0.003513239559815526
Position 444: 0.003222391831952808
Position 861: 0.0030253399094241937
Position 204: 0.001739457362911493
Position 1609: 0.0015117371723632244
Position 838: 0.0008129072342238318
Position 266: 0.0006592877895406676
Position 1716: 0.0006538624745737612
Position 1099: 0.00040320685612932106
Position 1277: 0.00038061502823402395
Position 157: 0.00037055689767697265
Position 1029: 0.00030164201131723363
Position 1095: 0.00023869269545020435
Position 1433: 0.00018877220095537932
Position 1765: 0.0001251336786161901
Position 1119: 0.00012415971105884536
Position 458: 9.550431924416452e-05
Position 632: 8.524685197480932e-05
Position 643: 8.462187232231791e-05
Position 455: 5.865718518509459e-05
Position 470: 5.846769493718373e-05
Position 398: 5.197141457618888e-05
Position 407: 3.455464165940463e-05
Position 1002: 5.600101762641236e-06
Position 59: 9.061361100335741e-12
Position 64: 2.8546802242086376e-14
