Gene = l(3)02640
index = 1752
Annotated 5SS: [ 400 1128 2652]
Annotated 3SS: [1054 2381 2713]
SMsplice 5SS: [ 400 1128 2652]
SMsplice 3SS: [1054 2381 2713]
top_k =  100
Partition function (log Z): 1.0056986379351636

Sorted 5' Splice Sites (High to Low Probability):
Position 2652: 0.9854961831866453
Position 400: 0.9495730006257717
Position 1128: 0.7161828345488783
Position 2246: 0.3505681202260835
Position 674: 0.22559689457994342
Position 138: 0.18799747489094962
Position 2274: 0.037694670378555444
Position 2264: 0.03200924404279732
Position 2174: 0.011260346740670545
Position 716: 0.010255766023743963
Position 1885: 0.007952443205900897
Position 2645: 0.007198073869734305
Position 2656: 0.0055882571710218105
Position 2866: 0.0038590202213238584
Position 1849: 0.0034635370575885425
Position 1236: 0.0025238058878733717
Position 404: 0.002477683755675649
Position 3514: 0.0013577363002205624
Position 3133: 0.001256831811838195
Position 1853: 0.0011285472067114883
Position 1647: 0.0006805472599809006
Position 807: 0.0006112750538479471
Position 1138: 0.0005986406600693059
Position 740: 0.0005908287103699146
Position 94: 0.000555571398478687
Position 370: 0.0003298706111672187
Position 107: 0.0003290290304218955
Position 142: 0.00022633754228965406
Position 126: 0.0001767313944896658
Position 795: 0.00016345021976698628
Position 627: 0.000155854139045776
Position 901: 0.00013973950510589428
Position 312: 9.903836590701493e-05
Position 434: 8.25260033996422e-05
Position 225: 4.745654446041174e-05
Position 152: 4.316184736668317e-05
Position 128: 3.295643547877447e-05
Position 31: 1.711464293040433e-05
Position 578: 1.5233084918799827e-05
Position 187: 8.647768412780497e-06
Position 28: 2.664261436405514e-06
Position 219: 1.410930251793069e-06
Position 172: 1.3686390176864741e-06
Position 240: 1.1566750447514118e-06
Position 2677: 9.623453852203271e-07
Position 520: 3.653926250169654e-09
Position 469: 3.428305379583104e-09
Position 408: 2.822015013506026e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2713: 0.9812504245908219
Position 1054: 0.9734267269548388
Position 2381: 0.9498058941478823
Position 199: 0.1794285216716135
Position 572: 0.1627661933269731
Position 1776: 0.11532809992839627
Position 2431: 0.041018926881042805
Position 1243: 0.027765967938335065
Position 2138: 0.01901256341447615
Position 642: 0.017816457245003914
Position 2737: 0.017134940563077673
Position 2173: 0.015148214010812427
Position 1196: 0.013390223320401125
Position 541: 0.009471994553527522
Position 621: 0.008732388430412923
Position 3686: 0.0026388449192237826
Position 1004: 0.0017756809857585151
Position 3567: 0.0016452526622114387
Position 278: 0.0016432572327789584
Position 341: 0.0015301942309586128
Position 1069: 0.00152103954295491
Position 330: 0.001437620653906708
Position 3741: 0.001253108042522148
Position 3157: 0.0009363827094252485
Position 300: 0.0006757311330573588
Position 838: 0.000580156901350039
Position 237: 0.0005028630366621765
Position 627: 0.0003436045549996353
Position 469: 0.00012420258571142003
Position 363: 0.00012237880890576886
Position 369: 6.116454713480715e-05
Position 1014: 5.765775847734452e-05
Position 1096: 2.9016584464645297e-06
Position 138: 1.7717082622654493e-06
Position 743: 6.087256614492331e-07
Position 94: 9.253539946942511e-08
