Gene = Rack1
index = 1405
Annotated 5SS: [255 546]
Annotated 3SS: [333 978]
SMsplice 5SS: [255 546]
SMsplice 3SS: [333 978]
top_k =  100
Partition function (log Z): 1.2045228038504998

Sorted 5' Splice Sites (High to Low Probability):
Position 255: 0.9956808987460514
Position 546: 0.4756401812563512
Position 782: 0.42069044289856206
Position 907: 0.34261236931360906
Position 891: 0.09863518775384904
Position 1116: 0.012995354003926254
Position 1186: 0.00996796365705975
Position 626: 0.0031557865348530597
Position 1596: 0.0030668168447253908
Position 887: 0.0028751596022770654
Position 1628: 0.0024156020721138502
Position 259: 0.002387294679339204
Position 631: 0.0020270046493841647
Position 786: 0.0019677664877269982
Position 1594: 0.001899917630479357
Position 729: 0.0015184000702424647
Position 1637: 0.0006443656208623212
Position 494: 0.0006120496361989227
Position 643: 0.0005126948667870825
Position 252: 0.00018913461795750687
Position 572: 0.0001662765359275057
Position 722: 0.00015453879239835455
Position 751: 5.6185543043710346e-05
Position 171: 1.8114471284482624e-05
Position 867: 5.720143002714725e-06
Position 37: 5.128815913205691e-06
Position 523: 4.044359243807992e-06
Position 1120: 1.789203964789958e-06
Position 299: 1.6237950745598442e-06
Position 197: 9.093262950911018e-07
Position 105: 6.913095202005537e-07
Position 432: 6.307692735951999e-07
Position 1209: 6.22520359280715e-07
Position 123: 3.258515641053536e-07
Position 638: 3.034022204925855e-07
Position 292: 2.0315411637588844e-07
Position 148: 1.9457391342528307e-07
Position 895: 1.6751444361075847e-07
Position 12: 6.720681932413038e-09
Position 7: 3.955424343457777e-10
Position 107: 2.5616612359447493e-10
Position 303: 2.833913732607093e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 333: 0.9916410482161608
Position 978: 0.9691351874961955
Position 825: 0.3194658973335274
Position 618: 0.02836766875158609
Position 948: 0.020932827860832993
Position 1288: 0.019873207341146306
Position 1705: 0.00991211143931349
Position 635: 0.00863589629426368
Position 1017: 0.0030733538545911544
Position 887: 0.002313146369947932
Position 1185: 0.001792865681751447
Position 630: 0.0015284845473089652
Position 395: 0.0011836307146879173
Position 1729: 0.00043311446637333336
Position 398: 0.00040392231178026266
Position 647: 0.0003062614158242464
Position 338: 0.00027377882477107177
Position 703: 0.00025566134092045627
Position 427: 0.0001764594654639859
Position 581: 0.00010031777351500164
Position 356: 4.659147793544569e-05
Position 572: 3.1387589417059474e-05
Position 774: 1.572399103224384e-05
Position 638: 6.542048540172043e-06
Position 86: 2.359870164699136e-06
Position 93: 1.3739821112267682e-06
Position 126: 1.256128725301786e-06
Position 751: 9.603841830537672e-07
Position 223: 5.32983970932329e-07
Position 205: 1.3922054418339043e-07
Position 145: 7.266251002929437e-08
Position 154: 3.141946649135689e-08
Position 295: 2.8097288116584866e-08
Position 482: 2.7040738379128704e-08
