Gene = ste14
index = 1896
Annotated 5SS: [355 794]
Annotated 3SS: [421 921]
SMsplice 5SS: [355 794]
SMsplice 3SS: [421 921]
top_k =  100
Partition function (log Z): 3.81464673877862

Sorted 5' Splice Sites (High to Low Probability):
Position 355: 0.9979986279893778
Position 794: 0.995881569997788
Position 1289: 0.029180945687470185
Position 1072: 0.01284519951887859
Position 1280: 0.003306119176622009
Position 461: 0.0020256989215038253
Position 811: 0.0011124821507158438
Position 8: 0.0008260942580129641
Position 327: 0.0007811701328793233
Position 1274: 0.0005262132828947349
Position 801: 0.00044202621297507745
Position 152: 0.0003672526063516785
Position 746: 0.0003363506974684171
Position 1011: 0.0002922011459252132
Position 1309: 0.00025412813693269907
Position 798: 0.00017268964588561717
Position 1225: 0.000140836957633021
Position 44: 0.000128520760044814
Position 1147: 0.00011394954748551969
Position 1201: 8.865583131988528e-05
Position 1005: 8.273532172886488e-05
Position 185: 6.611256000168441e-05
Position 668: 4.864015500284949e-05
Position 167: 3.643058196019079e-05
Position 265: 3.0355097285756203e-05
Position 588: 2.1594386952233514e-05
Position 1239: 1.4767474287239192e-05
Position 117: 1.2336577163862612e-05
Position 133: 1.0566696551030991e-05
Position 1165: 1.0027782669727914e-05
Position 359: 8.10612163679176e-06
Position 66: 6.741369336569324e-06
Position 1014: 6.737607146966923e-06
Position 165: 5.082922742895928e-06
Position 297: 4.486735584248378e-06
Position 529: 3.429653902754698e-06
Position 550: 3.231028194123952e-06
Position 465: 2.3452993729907605e-06
Position 1033: 2.1686497873002407e-06
Position 112: 1.202999048722683e-06
Position 670: 8.476741649168661e-07
Position 1105: 8.103151086822565e-07
Position 256: 4.687265304803459e-07
Position 119: 3.625495012503921e-07
Position 1209: 3.3171222992156865e-07
Position 253: 3.1609405481545737e-07
Position 267: 2.954156985565498e-07
Position 68: 1.0858501920746503e-07
Position 217: 1.0331125589881315e-07
Position 1083: 9.578811680639178e-08
Position 990: 6.959929035917554e-08
Position 997: 6.589310039067918e-08
Position 710: 5.2205313225325164e-08
Position 645: 1.5600250013456406e-08
Position 685: 9.771180669812874e-09
Position 719: 7.724655239888175e-09
Position 467: 6.3596107749052e-09
Position 232: 7.031688190885377e-10
Position 287: 6.938656017550536e-10
Position 331: 2.5332675921218645e-10
Position 277: 1.5034243897932083e-10
Position 557: 1.316465161547644e-10
Position 473: 1.314531969959555e-10
Position 727: 2.2710838461360805e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 421: 0.9976979286308756
Position 921: 0.9855476765030259
Position 1398: 0.013973992548464785
Position 1137: 0.013526288658878564
Position 1357: 0.010849282354322132
Position 1372: 0.00878651612080118
Position 886: 0.006157274956262774
Position 927: 0.005924477165284722
Position 685: 0.0009259307191374548
Position 588: 0.0006272476660870597
Position 81: 0.000587124101781996
Position 847: 0.0005659624569811871
Position 211: 0.00041747893788163405
Position 112: 0.0002430550609421733
Position 1273: 0.0002335683429930573
Position 665: 0.00022405704781884123
Position 1076: 0.00015451992726292886
Position 951: 0.00014310057842499964
Position 962: 0.00011560753679428287
Position 84: 0.00010604968655016545
Position 1404: 0.00010042968043241017
Position 240: 9.757939897409311e-05
Position 1161: 5.3042540851203014e-05
Position 641: 4.480756305205345e-05
Position 432: 2.2758021722314097e-05
Position 550: 2.0137626489676326e-05
Position 390: 1.9329587520030298e-05
Position 691: 1.335233017131672e-05
Position 502: 9.223555865712305e-06
Position 264: 4.672700844370618e-06
Position 667: 3.3742546828008304e-06
Position 87: 3.292300994763056e-06
Position 217: 1.3913639357016072e-06
Position 465: 1.0001430913281123e-06
Position 175: 2.706654379952322e-07
Position 354: 3.5548084149008943e-10
