Gene = Hip14
index = 1212
Annotated 5SS: [ 953 1825 2173]
Annotated 3SS: [1149 1892 2226]
SMsplice 5SS: [ 953 1825 2173]
SMsplice 3SS: [1149 1892 2226]
top_k =  100
Partition function (log Z): 3.2867469659772226

Sorted 5' Splice Sites (High to Low Probability):
Position 1825: 0.9987010388579171
Position 953: 0.9937637098077629
Position 2173: 0.9792275013527957
Position 1090: 0.14259903622678327
Position 2346: 0.13666062350977518
Position 2912: 0.05605297972142997
Position 2935: 0.01512898975102917
Position 2612: 0.012019681866672299
Position 2927: 0.009539753361864174
Position 68: 0.007699235995714012
Position 1325: 0.0073506406278816125
Position 1384: 0.005506508911282942
Position 2160: 0.004095589835446079
Position 3047: 0.003463036800058904
Position 2018: 0.0019825077833877116
Position 1078: 0.0019444682331773047
Position 2280: 0.0016997598760635634
Position 2393: 0.001045086472230724
Position 1542: 0.000926172204194735
Position 2287: 0.0008773921380533209
Position 987: 0.0007077676092397242
Position 1962: 0.0006929091288052586
Position 1102: 0.0005304052962491517
Position 822: 0.0004872828378254431
Position 1831: 0.0003470010560389924
Position 29: 0.00027616585202517517
Position 657: 0.00021745734353228086
Position 673: 0.00020849203764906768
Position 962: 0.00019022730788166082
Position 219: 0.00018205387841864048
Position 178: 0.00017506203895061798
Position 1290: 0.00016264885517121606
Position 937: 0.00015486981954988658
Position 1829: 0.00014174005281492402
Position 2145: 0.00012768227129578415
Position 2138: 0.00011084030248564713
Position 569: 8.660309196645839e-05
Position 444: 7.987697631160087e-05
Position 1059: 7.123343153137128e-05
Position 581: 5.772723800099683e-05
Position 1995: 5.752528313281931e-05
Position 1752: 5.117575587832559e-05
Position 2123: 4.554101410922067e-05
Position 792: 4.339238301870741e-05
Position 599: 3.369242706394027e-05
Position 11: 2.8687979317168312e-05
Position 550: 2.27601538737282e-05
Position 337: 2.273195313599298e-05
Position 2040: 1.622426139358163e-05
Position 1790: 1.4884882421835385e-05
Position 2108: 3.479223502810651e-06
Position 2271: 3.4320746552245347e-06
Position 1004: 7.634253298824575e-07
Position 1018: 2.623343724999163e-07
Position 195: 6.764015722148362e-08
Position 306: 5.5072122677113166e-08
Position 165: 5.443787422205955e-08
Position 2071: 3.133778827254263e-08
Position 1689: 2.5477625067905332e-08
Position 1470: 2.385747839192204e-08
Position 2177: 1.5275899700952465e-08
Position 1756: 1.0341853631294644e-08
Position 1483: 1.6689188488658606e-09
Position 167: 1.136650682543574e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1892: 0.9992724634030007
Position 2226: 0.9800731965040371
Position 1149: 0.9733207604945463
Position 1013: 0.15641802934502236
Position 2408: 0.13376833348086112
Position 2982: 0.05198192722473624
Position 3016: 0.02814242913196643
Position 3609: 0.01744428265542527
Position 1037: 0.008163706635006578
Position 1446: 0.004583978420289627
Position 1383: 0.004269941726006209
Position 113: 0.0030420890689784874
Position 2450: 0.002607143535986884
Position 1603: 0.0022316690131299836
Position 1422: 0.002090827246384611
Position 3110: 0.001845011282694113
Position 116: 0.0017791833340229757
Position 3098: 0.0016180255173647918
Position 2819: 0.0014865870725543388
Position 660: 0.0012601008389728529
Position 2414: 0.0012291292543362652
Position 2071: 0.0011128322789979192
Position 2013: 0.0010343381001165935
Position 1348: 0.0008010473227708825
Position 1168: 0.000790968207221273
Position 884: 0.0007777498619310673
Position 869: 0.0005353320869076464
Position 2345: 0.0005137857130473074
Position 754: 0.0004552281005344862
Position 1375: 0.0004222381280780422
Position 850: 0.0003355182092781014
Position 1078: 0.00030741684405924895
Position 1083: 0.000260961311442716
Position 89: 0.00022066935502882028
Position 1404: 0.00019180635272349422
Position 2836: 0.00017705193031047976
Position 2697: 0.00015848578865619258
Position 291: 0.00015239009876125907
Position 409: 0.00015004189009763488
Position 1290: 0.0001449306152353969
Position 688: 0.00010266076785226053
Position 797: 7.259597041399877e-05
Position 98: 4.4409485550176496e-05
Position 541: 4.1438308375979936e-05
Position 607: 3.150660884027134e-05
Position 67: 2.8687979317168312e-05
Position 550: 2.4433219238793784e-05
Position 330: 2.311122976843242e-05
Position 134: 2.0538840906933674e-05
Position 1913: 2.0445872226110736e-05
Position 2197: 1.8317312582332256e-05
Position 335: 1.389083632624948e-05
Position 362: 1.2087644239529113e-05
Position 140: 1.0867700678918362e-05
