Gene = pelo
index = 1835
Annotated 5SS: [ 284 1065 1313 5937]
Annotated 3SS: [ 342 1119 5829 7334]
SMsplice 5SS: [ 284 1065 1313 5937 7271]
SMsplice 3SS: [ 342 1119 5829 6638 7334]
top_k =  100
Partition function (log Z): 8.593517184661732

Sorted 5' Splice Sites (High to Low Probability):
Position 1313: 1.0000000000000007
Position 284: 0.9994792924923366
Position 1065: 0.9949850531444605
Position 5937: 0.9541011858554213
Position 7125: 0.22536078525586087
Position 7271: 0.21954784515347184
Position 7011: 0.10327454501005667
Position 8005: 0.1019587465111022
Position 7081: 0.07440702845453291
Position 639: 0.050862040627998276
Position 1550: 0.04866040732735724
Position 910: 0.04083187948880826
Position 6009: 0.03195264346960489
Position 7209: 0.02867820001710958
Position 4283: 0.021314266918440947
Position 482: 0.021114231382659925
Position 7250: 0.011645587982333427
Position 7224: 0.010996290309256375
Position 2722: 0.009720252013206218
Position 5298: 0.007378814700772125
Position 6769: 0.006914894182159199
Position 912: 0.0062168038325275095
Position 6070: 0.006170494797727804
Position 5988: 0.00569533835205876
Position 440: 0.0038539121420690277
Position 4210: 0.003748762835242574
Position 6792: 0.0028015026525850654
Position 7153: 0.001989112169526781
Position 6980: 0.001966157996894067
Position 577: 0.0015211787277266489
Position 628: 0.0004578015808457883
Position 6406: 0.000379515170786946
Position 288: 0.00026508176580213163
Position 183: 0.00018561042565633988
Position 1018: 9.417835339265037e-05
Position 1028: 7.094100975504422e-05
Position 866: 6.371352097909793e-05
Position 151: 4.8305376767353176e-05
Position 506: 3.782400113012424e-05
Position 64: 2.7996491214725418e-05
Position 145: 1.484981994557934e-05
Position 117: 1.2665844359595868e-05
Position 416: 2.127228106273351e-06
Position 83: 1.065603367241282e-06
Position 66: 5.013416472902846e-07
Position 264: 5.592604931699702e-08
Position 194: 1.0885186506071014e-09
Position 303: 1.3882928375956925e-10
Position 347: 1.93512063694519e-12
Position 356: 1.0696531491454008e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 342: 0.9978708381367273
Position 5829: 0.9927332115300612
Position 7334: 0.8976028434131454
Position 1119: 0.7575293860055076
Position 6638: 0.7240841361942976
Position 1130: 0.23970077789437755
Position 8059: 0.10211495365873581
Position 7361: 0.061143885283176845
Position 700: 0.049444870904911245
Position 1370: 0.040326061956969673
Position 970: 0.03349979565975026
Position 3655: 0.019252259875370926
Position 554: 0.018626601742340945
Position 973: 0.013709057450437856
Position 5051: 0.0073812345669096
Position 2275: 0.0056962036402312165
Position 1360: 0.005348369067495281
Position 4172: 0.004392344068036371
Position 6009: 0.002818552300780561
Position 6170: 0.0027752052212175866
Position 532: 0.0025551170186377957
Position 5585: 0.002518443506872334
Position 668: 0.0022816848764143517
Position 1386: 0.002234928092144364
Position 1396: 0.0014460606785958426
Position 3493: 0.001419177818269425
Position 506: 0.0013248334924577214
Position 2582: 0.0009836950520365248
Position 1151: 0.000880911801150463
Position 2293: 0.0008524360415526695
Position 5983: 0.0008311503446122089
Position 765: 0.0008044317792608717
Position 1756: 0.0008021047530124886
Position 1778: 0.0006923422338498072
Position 6154: 0.0005945802645119151
Position 558: 0.0005025085192847041
Position 730: 0.00046751509506606916
Position 713: 0.00038022705600817495
Position 6185: 0.00032617755078859884
Position 230: 0.0002429307472044796
Position 407: 0.0002256765983218774
Position 6099: 0.00014987844890199448
Position 6219: 0.00014214157393164798
Position 190: 3.638430001926427e-05
Position 1166: 2.597154033976065e-05
Position 1170: 1.3999238623620578e-05
Position 477: 8.15206815133296e-06
Position 194: 6.383388838891895e-06
Position 445: 2.1981046968084704e-06
Position 577: 1.6168801572983818e-06
Position 474: 1.287648572851437e-06
Position 518: 1.087423336363155e-06
Position 126: 9.126156017517458e-07
Position 151: 6.49292506573071e-07
Position 237: 6.413302168929476e-07
Position 364: 3.0742723366539156e-07
Position 158: 1.293730116596856e-07
Position 248: 1.0010316138425305e-07
Position 176: 3.8294145730203084e-08
Position 281: 3.279188953974584e-08
Position 367: 2.741266432557665e-08
Position 165: 1.7945835398034693e-08
Position 272: 4.294100061137029e-09
Position 167: 3.891296659659115e-09
Position 439: 1.2157016609184602e-09
