Gene = TfIIEalpha
index = 1553
Annotated 5SS: [ 185 1370]
Annotated 3SS: [ 262 1437]
SMsplice 5SS: [ 185 1370]
SMsplice 3SS: [ 262 1437]
top_k =  100
Partition function (log Z): 0.40747767610034963

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9936394704673764
Position 1370: 0.8466661042996867
Position 566: 0.08165746251491114
Position 1292: 0.0469377969610451
Position 330: 0.028666137205990157
Position 194: 0.004734451567818928
Position 379: 0.004427775464365089
Position 1010: 0.00233961842787812
Position 580: 0.0019127927294085548
Position 427: 0.0015987831790234524
Position 1596: 0.0010439788926019532
Position 1093: 0.0007922192601286633
Position 653: 0.0005043611451049623
Position 876: 0.0004967549322931092
Position 489: 0.0004255045135073927
Position 343: 0.000414983950475763
Position 683: 0.0003921474125059629
Position 325: 0.0002758636279231225
Position 525: 0.000267369469041465
Position 1300: 0.0001650247760401963
Position 671: 0.00015418980284603016
Position 627: 0.00012955930148962402
Position 895: 0.00010656214248240443
Position 1636: 9.493206964727951e-05
Position 922: 9.21372855442036e-05
Position 1107: 8.139753866629319e-05
Position 189: 6.013347891067024e-05
Position 1236: 4.8119729865822807e-05
Position 890: 4.365244999456323e-05
Position 692: 3.728050944385961e-05
Position 622: 3.658142852279831e-05
Position 353: 3.353983405751536e-05
Position 1661: 1.9543765635930055e-05
Position 98: 2.4518619277043048e-06
Position 171: 2.0656932314094033e-06
Position 180: 1.591358220563351e-06
Position 165: 2.8157585656424286e-07
Position 149: 2.3207489043487306e-07
Position 376: 1.0035162139356929e-07
Position 619: 3.0547323173939284e-08
Position 1138: 2.1396864810918708e-08
Position 30: 1.169078568288703e-08
Position 229: 1.7147345642088654e-10
Position 50: 1.3371040355767036e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 262: 0.9935800948353071
Position 1437: 0.9821988678007738
Position 791: 0.006449714920025441
Position 864: 0.005996295654535381
Position 1470: 0.0058730429078876
Position 1251: 0.005474455694641892
Position 1129: 0.005269664578392176
Position 1325: 0.004926878620952274
Position 1185: 0.0018216560813672478
Position 847: 0.0018123615044848326
Position 627: 0.0013134901034369227
Position 1218: 0.0012791025509586403
Position 633: 0.000992568464574332
Position 1691: 0.000596855614010735
Position 1719: 0.00034518530267540234
Position 1647: 0.00014357426895557598
Position 606: 4.46833603856046e-05
Position 298: 4.304012158719963e-05
Position 1672: 4.022809844240243e-05
Position 447: 3.990933006091875e-05
Position 1708: 3.261144380104682e-05
Position 402: 1.648408478677971e-05
Position 450: 6.443987310149412e-06
Position 483: 4.98980207449927e-06
Position 307: 8.028223506149985e-07
Position 229: 1.494929253103019e-08
Position 149: 4.933576542435504e-11
Position 313: 3.0398904368388376e-11
Position 353: 5.807609583633141e-12
Position 318: 1.0987277113397075e-12
Position 80: 2.570530293140556e-13
Position 218: 1.7002386225310216e-13
