Gene = osp
index = 1831
Annotated 5SS: [  875 49598 53262 77490 78657 86750 87014 87228 87490 87654 88209]
Annotated 3SS: [49570 53180 77423 78079 84095 86878 87087 87339 87541 87859 88464]
SMsplice 5SS: [  875 33327 53262 77490 78657 84600 86750 87014 87228 87490 87654 88209]
SMsplice 3SS: [32972 53180 77423 78079 84095 86233 86878 87087 87339 87541 87748 88464]
top_k =  100
Partition function (log Z): -101.69099131173017

Sorted 5' Splice Sites (High to Low Probability):
Position 875: 0.9957771158691116
Position 3604: 0.7733428640735908
Position 15115: 0.13870441618569287
Position 12103: 0.0550941227475746
Position 11919: 0.013247157000343039
Position 221: 0.005264649735316968
Position 3319: 0.003060129588836736
Position 10857: 0.002384242697494988
Position 1285: 0.000548631989371272
Position 266: 0.0005436346528519281
Position 956: 0.0005332704635985077
Position 1505: 0.00032698358762475434
Position 508: 0.0003080216494643619
Position 2205: 0.00012495829491243648
Position 1147: 0.00011541789886062596
Position 254: 0.00010406775643605692
Position 485: 6.206836505075977e-05
Position 250: 4.3468041649428594e-05
Position 428: 4.186814791271122e-05
Position 256: 3.953977271435718e-05
Position 30: 3.326269834334101e-05
Position 124: 2.6109644928200017e-05
Position 575: 2.469164147690749e-05
Position 270: 2.0416101514841122e-05
Position 1101: 1.5410196259190106e-05
Position 689: 1.3345965361256382e-05
Position 479: 6.975392871858368e-06
Position 533: 6.0486828172565875e-06
Position 5933: 4.4931372289439074e-06
Position 227: 2.687372740296736e-06
Position 907: 3.3112174821748847e-07
Position 953: 7.294138994500583e-08
Position 879: 2.603598822403109e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 14904: 0.4112409720088271
Position 15862: 0.4098629152749933
Position 1371: 0.31429168185117967
Position 15306: 0.2657907628849902
Position 3520: 0.10233140798880384
Position 2776: 0.09839489891206206
Position 11850: 0.0904863533809436
Position 2718: 0.07813727605823886
Position 2317: 0.041409543590127815
Position 2517: 0.03613789634507686
Position 2739: 0.02356556457822865
Position 946: 0.021310449495303307
Position 2995: 0.016499029714959108
Position 12165: 0.016098838429979116
Position 2747: 0.015403733114139742
Position 11973: 0.013247157000343039
Position 1020: 0.010530876107407104
Position 1227: 0.00910250004242337
Position 1255: 0.006004027042785519
Position 3371: 0.003060129588836763
Position 10752: 0.0026893700158313683
Position 737: 0.0014727954144684067
Position 611: 0.0007733059446198602
Position 646: 0.000558795495039003
Position 1554: 0.00043105909068155343
Position 649: 0.0002961610357124856
Position 1484: 0.0002053894204203386
Position 1343: 0.00019809785130270514
Position 1753: 0.00017333353624851767
Position 546: 3.057749991980649e-05
Position 1064: 1.689951531219779e-05
Position 996: 1.4907656185174151e-05
Position 575: 1.1333520001302315e-05
Position 1173: 9.877924544316328e-06
Position 449: 8.46279357286696e-06
Position 5838: 7.193426261237748e-06
Position 294: 4.3518983393015215e-06
Position 5978: 3.6778756649855065e-06
Position 7030: 2.5064195569023646e-06
Position 428: 1.3647872582318778e-06
Position 5412: 1.246238940381314e-06
Position 5987: 8.37765660244207e-07
Position 388: 8.267172080984425e-07
Position 6006: 7.747551916827136e-07
Position 3685: 4.31165395999952e-07
Position 3851: 2.7381977545427825e-07
Position 4272: 2.320186587175369e-07
Position 3728: 1.1331493423251775e-07
Position 3914: 9.652484007440753e-08
Position 3896: 9.506837849063443e-08
Position 3757: 5.274260285645381e-08
Position 1842: 1.9996750821065644e-08
Position 1487: 9.769437582756905e-10
Position 1602: 3.7209285554518265e-10
Position 399: 4.449913090346698e-12
Position 391: 4.43614954163008e-12
Position 156: 1.869558297994464e-12
