Gene = Dref
index = 1137
Annotated 5SS: [1470 1854 2302]
Annotated 3SS: [1560 1913 2361]
SMsplice 5SS: [1470 1854 2302]
SMsplice 3SS: [1560 1913 2361]
top_k =  100
Partition function (log Z): 3.47993388266982

Sorted 5' Splice Sites (High to Low Probability):
Position 2302: 0.9957582816517195
Position 1854: 0.9820666692051366
Position 1470: 0.9762810920593015
Position 391: 0.04654465690293012
Position 71: 0.029004238245186713
Position 1590: 0.01800194769874571
Position 1486: 0.01582791923764755
Position 1249: 0.015121327544306116
Position 494: 0.013477951624876508
Position 193: 0.010640587900410389
Position 449: 0.009756566968116918
Position 2638: 0.004553579733594032
Position 1851: 0.004366511574144512
Position 2979: 0.0041349673109815415
Position 95: 0.0034154187723988445
Position 1748: 0.0031739218909452123
Position 515: 0.0024582430293027865
Position 536: 0.0018376383323787065
Position 91: 0.0017355006715025231
Position 1707: 0.0017253982423175575
Position 2741: 0.0015098622289826892
Position 1326: 0.0013754551385471434
Position 45: 0.001001894543931288
Position 52: 0.0007841369769373787
Position 512: 0.00072084288469234
Position 1997: 0.0007042286355729663
Position 2703: 0.000688777486345601
Position 6: 0.0005080136185418532
Position 875: 0.0005056553063485108
Position 1827: 0.00043516860471284863
Position 910: 0.00043106254756745266
Position 427: 0.00038423682900455363
Position 2865: 0.00037264611057463514
Position 657: 0.0003490506145106602
Position 287: 0.00032587130672285977
Position 2568: 0.0002735193634086419
Position 144: 0.0002066363882350404
Position 662: 0.00014835515740352576
Position 1040: 0.00014805798432539663
Position 2271: 0.00014107742439362184
Position 829: 0.00012752314106498943
Position 2856: 0.00011895601274401284
Position 1072: 0.0001172146307710681
Position 2297: 0.00010510165810803421
Position 2306: 0.00010351241811034231
Position 2873: 0.00010068444818805309
Position 2838: 9.741530280792208e-05
Position 1089: 6.008156061140516e-05
Position 1253: 5.819295441365231e-05
Position 1653: 4.38269690639538e-05
Position 121: 8.24545265058507e-06
Position 233: 3.6213147612691007e-06
Position 1333: 1.3373896946313894e-06
Position 177: 1.2926317656230781e-06
Position 4: 9.243341206557384e-07
Position 290: 8.622148946221966e-07
Position 170: 8.359890068312609e-07
Position 356: 7.020932427279298e-07
Position 842: 2.799380751645822e-07
Position 2358: 2.1075007082591718e-07
Position 2160: 6.666371035010769e-08
Position 1809: 2.221480295437225e-08
Position 1721: 1.4762780476699443e-08
Position 1698: 1.1639794253695195e-08
Position 1603: 9.194833153219929e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1560: 0.9978555400456591
Position 2361: 0.9666646484704557
Position 1913: 0.9546748534609661
Position 583: 0.04656609192303228
Position 335: 0.03498324418253392
Position 508: 0.026360210282235452
Position 2383: 0.02071249779870519
Position 1982: 0.019901288485761063
Position 1652: 0.019603396954054046
Position 1309: 0.014689678926099526
Position 2066: 0.006570081850471626
Position 2408: 0.005382802451416519
Position 3029: 0.004899886577044277
Position 2776: 0.004661973057865372
Position 2808: 0.004191624127992303
Position 1957: 0.004012219602068534
Position 338: 0.003375116590948137
Position 2056: 0.003329003054692031
Position 132: 0.0013964424540587853
Position 1763: 0.0013569838011081112
Position 207: 0.0013557351239558428
Position 1994: 0.0013551367949842803
Position 281: 0.0008697273568950078
Position 439: 0.0008245617948233723
Position 2913: 0.000741728260966048
Position 249: 0.0007035323235457776
Position 796: 0.0006808600485465246
Position 139: 0.0006154506353964872
Position 526: 0.0005405889231977517
Position 1997: 0.0004738416161053294
Position 2828: 0.00046951772717974103
Position 318: 0.00031916638528986193
Position 315: 0.00031796770128120623
Position 1793: 0.0003118604297343547
Position 2042: 0.0002914683728458305
Position 1818: 0.00028212627234732384
Position 1622: 0.0001699917656343183
Position 2641: 0.00012601782284855922
Position 2425: 0.00010832569752767888
Position 1649: 0.00010104208375760515
Position 91: 1.6821927592881077e-06
