Gene = Cdk5alpha
index = 1063
Annotated 5SS: [ 413 1585 2144 2409]
Annotated 3SS: [ 646 2005 2202 2480]
SMsplice 5SS: [ 413 1585 2144 2409]
SMsplice 3SS: [ 646 2005 2202 2480]
top_k =  100
Partition function (log Z): -6.415433235828728

Sorted 5' Splice Sites (High to Low Probability):
Position 2409: 0.9069017243649123
Position 413: 0.8540586639064595
Position 1585: 0.8538764649872767
Position 2144: 0.49633747002717854
Position 1403: 0.08517237891643895
Position 394: 0.03470856469188591
Position 884: 0.032180995767281076
Position 526: 0.021879938652448364
Position 241: 0.005088850664376996
Position 865: 0.004442355554647541
Position 169: 0.003320753961429225
Position 429: 0.002495905450423518
Position 188: 0.0021284659162446205
Position 299: 0.0017443148457481213
Position 150: 0.0012598018609214891
Position 479: 0.0012590008626514387
Position 134: 0.0007916994270514053
Position 444: 0.0005549288790197136
Position 289: 0.00041864408416835016
Position 81: 0.0003861527818401098
Position 75: 0.0003122365136453703
Position 234: 0.00013073309433315612
Position 10: 2.8151219887691235e-05
Position 543: 2.6568858325887274e-05
Position 600: 2.6256266007862646e-05
Position 481: 2.501677379281235e-05
Position 186: 2.9472953296609983e-06
Position 274: 2.3172489501434682e-06
Position 297: 1.7118583848411972e-06
Position 220: 9.363609018772968e-07
Position 251: 2.791763553214745e-07
Position 207: 2.6831228017993723e-07
Position 313: 1.5109847017506372e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2480: 0.9138432555085046
Position 646: 0.8950861428630131
Position 2202: 0.4168149550108207
Position 2005: 0.3981861364138048
Position 1973: 0.2964171112398056
Position 2062: 0.096976666850086
Position 2224: 0.0575775208288342
Position 2251: 0.04506428996496531
Position 1649: 0.028532664693550692
Position 1479: 0.023326462470919518
Position 1772: 0.022567272378318567
Position 1953: 0.01858224829454494
Position 1938: 0.01470616769353267
Position 804: 0.012472418613130044
Position 1900: 0.010884213543394127
Position 2554: 0.007411910898469978
Position 589: 0.006463026848763136
Position 1874: 0.006258295858331461
Position 915: 0.005480481663941087
Position 465: 0.005293579868071362
Position 1508: 0.0028512658036071673
Position 1837: 0.002579488908524881
Position 526: 0.0025198733389385575
Position 1296: 0.0025196921165322145
Position 1425: 0.002250855325492146
Position 708: 0.002207601773893749
Position 1669: 0.0021403487349611248
Position 1700: 0.0020581507172975164
Position 1494: 0.001857901921221391
Position 292: 0.0015217219472831434
Position 927: 0.0010809514139172686
Position 1542: 0.0009150063422694103
Position 1167: 0.0008933385069423109
Position 772: 0.0008049664943747212
Position 969: 0.000641297469645656
Position 1560: 0.00031930047516386367
Position 310: 0.000271573896932853
Position 234: 5.036398877721845e-05
Position 203: 4.1841161919562246e-05
Position 377: 3.511776208474327e-05
Position 182: 3.398782863802634e-05
Position 68: 1.0351930253685131e-05
Position 297: 5.768535342386467e-06
Position 240: 4.879946769115915e-06
Position 217: 4.181833485739334e-06
