Gene = ND-B17
index = 1300
Annotated 5SS: [357 529]
Annotated 3SS: [ 426 1226]
SMsplice 5SS: [357 529]
SMsplice 3SS: [ 426 1226]
top_k =  100
Partition function (log Z): 1.817752246492823

Sorted 5' Splice Sites (High to Low Probability):
Position 357: 0.9870363838332229
Position 529: 0.9846000553257642
Position 891: 0.12940886665634285
Position 862: 0.04309609688510435
Position 1424: 0.008539457540175963
Position 533: 0.007493527740145255
Position 370: 0.006616415669601659
Position 772: 0.002320976209868844
Position 878: 0.0022842331933967705
Position 330: 0.002281020280376036
Position 516: 0.0017685567659103997
Position 264: 0.001075479182691629
Position 624: 0.0010690982701484799
Position 802: 0.0008945663817302355
Position 374: 0.0008672231680262015
Position 1401: 0.0008393765408179638
Position 1027: 0.0008242980565398354
Position 704: 0.0007777409254853051
Position 1415: 0.0006540983279090338
Position 642: 0.000501781400595815
Position 147: 0.00045334011155275964
Position 812: 0.00027961568197639776
Position 1536: 0.0002746505666855432
Position 553: 0.00017261419201696496
Position 570: 0.00016994923701774676
Position 582: 8.633768225261666e-05
Position 361: 7.356363151214545e-05
Position 381: 4.180181495157303e-05
Position 339: 3.7513879674197856e-05
Position 175: 3.304921897451372e-05
Position 595: 3.235397810493318e-05
Position 105: 2.9172330428891474e-05
Position 165: 1.0805623895759583e-05
Position 540: 5.844638497549443e-06
Position 364: 3.2727539090005716e-06
Position 224: 1.8592238208839868e-06
Position 960: 1.5220928341728994e-06
Position 80: 1.423783008210833e-06
Position 1014: 1.3807027103665667e-06
Position 135: 7.19888723094769e-07
Position 29: 6.252255537701171e-07
Position 115: 5.430623300391668e-07
Position 367: 4.3163915199471135e-07
Position 351: 4.176984972255566e-07
Position 112: 3.5687171768824474e-07
Position 610: 1.0673751405239393e-07
Position 50: 9.805276860621248e-08
Position 604: 6.504495665372196e-08
Position 95: 4.576248869749549e-08
Position 12: 3.0308239096451605e-09
Position 56: 1.1028883501806221e-09
Position 7: 8.582825185088111e-10
Position 66: 1.9780148617611076e-10
Position 23: 2.735296526860975e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 426: 0.9980962938656852
Position 1226: 0.9201079223480874
Position 624: 0.1741659756701836
Position 653: 0.022043386007351326
Position 1274: 0.013932520359052394
Position 1200: 0.012670453036740179
Position 777: 0.011891818891173205
Position 1481: 0.010100261969611762
Position 628: 0.005845089476024438
Position 735: 0.0034982747537895937
Position 992: 0.0026863525628382143
Position 637: 0.001851471332668723
Position 604: 0.0011885561080610557
Position 1271: 0.0011746825172289684
Position 1730: 0.0009528351054350607
Position 668: 0.0007907105744317374
Position 1160: 0.0007838205401092467
Position 1649: 0.0006743577783279561
Position 1137: 0.0006287792686729313
Position 1084: 0.0005562683722507347
Position 435: 0.0004630919004639224
Position 1071: 0.00037156872040065034
Position 937: 0.00018177171660034808
Position 402: 1.7035865591297783e-06
Position 389: 1.6121109241550149e-06
Position 329: 1.4039995641806047e-06
Position 224: 6.381246193555648e-07
Position 468: 5.107175924068353e-07
Position 642: 2.9366546386570517e-07
Position 203: 1.2690124853940697e-07
Position 108: 9.217524502803805e-08
Position 80: 2.947726352677365e-08
Position 263: 2.643399560455619e-08
Position 239: 2.5857599184488104e-08
Position 233: 6.097648942024005e-09
Position 140: 2.4568327021052194e-09
Position 302: 2.245575201155364e-09
Position 242: 1.328933903647777e-09
Position 206: 5.913982670985113e-10
Position 516: 1.3182801550494934e-11
Position 525: 1.2615159610450514e-11
