Gene = Proc
index = 1388
Annotated 5SS: [ 262 1166]
Annotated 3SS: [ 958 5282]
SMsplice 5SS: [ 800 1166]
SMsplice 3SS: [ 958 5282]
top_k =  100
Partition function (log Z): -4.967834679393846

Sorted 5' Splice Sites (High to Low Probability):
Position 1166: 0.9966655759422363
Position 800: 0.47985902991141705
Position 262: 0.41096241741305284
Position 6238: 0.11018900179129074
Position 824: 0.09528805088617417
Position 321: 0.08849645453365758
Position 283: 0.05354013284753298
Position 373: 0.051787023193348505
Position 1636: 0.03326983228733261
Position 564: 0.013246984078234707
Position 3404: 0.008973396225562523
Position 500: 0.008712741652289482
Position 494: 0.005296491413441899
Position 354: 0.003312302856904627
Position 804: 0.003187958034969673
Position 1205: 0.0029694608527602875
Position 719: 0.0023291942667820896
Position 185: 0.002140355988782863
Position 2911: 0.0020964922079046646
Position 808: 0.001582065921536804
Position 543: 0.0015304371361304083
Position 503: 0.0009314733236204405
Position 551: 0.0009221211553587699
Position 579: 0.0005705774187764566
Position 182: 0.000542896523135811
Position 313: 0.0005428202047079008
Position 230: 0.0003998763181350843
Position 81: 0.00028439690288262757
Position 1397: 0.00017163991043605653
Position 140: 0.00014575192081946282
Position 291: 0.0001282409663648794
Position 1197: 3.944732061013072e-05
Position 1144: 1.1516438173267727e-05
Position 1191: 9.495849832904115e-06
Position 52: 3.46635587399186e-06
Position 352: 9.76726315382654e-07
Position 31: 1.4780805006298968e-07
Position 1120: 7.483669280308139e-08
Position 1225: 7.193235628789502e-08
Position 266: 5.616388820931102e-08
Position 23: 1.9840543930655774e-08
Position 177: 1.5732618735205355e-08
Position 5: 1.102931857637865e-08
Position 112: 1.0290461065482077e-08
Position 121: 4.855134075170111e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 958: 0.9944355897172884
Position 5282: 0.9363132240392786
Position 621: 0.14275253024466217
Position 6288: 0.11467440788159583
Position 6574: 0.03269836202826459
Position 673: 0.031142797622934603
Position 319: 0.030975127385332205
Position 1319: 0.01996030969337833
Position 2767: 0.013011102183707737
Position 730: 0.012221192104787837
Position 1459: 0.012109604292636503
Position 3764: 0.00578572262640758
Position 602: 0.0050500681918135
Position 419: 0.004681421068109764
Position 3639: 0.0038592716971966455
Position 585: 0.0029283965498959627
Position 6759: 0.0020823522813472324
Position 4970: 0.0018413780356908147
Position 2645: 0.0018049666934690635
Position 1267: 0.0016100345574139312
Position 1626: 0.0015649906750850584
Position 1593: 0.0015445176239652079
Position 5234: 0.0013479263458063574
Position 739: 0.000802786274472332
Position 2074: 0.0007779132944898805
Position 4663: 0.000751730861354789
Position 400: 0.0007293687998290075
Position 4332: 0.0004572071565877213
Position 3800: 0.0004342160115312936
Position 4283: 0.0004057300763365108
Position 2277: 0.0003354565561585565
Position 3934: 0.0002804907179823719
Position 3767: 0.00021979152402476008
Position 3525: 0.0001895941467981136
Position 3385: 0.00013302772353901302
Position 2707: 6.315746512728549e-05
Position 1323: 3.3920624416440456e-05
Position 1384: 3.0036931702001593e-05
Position 1420: 2.7004555655890922e-05
Position 2098: 2.361286770271075e-05
Position 325: 2.158727361782009e-05
Position 1341: 1.2784373292947085e-05
Position 1221: 1.216005324412374e-05
Position 121: 3.6250951253890696e-06
Position 386: 1.3342392134864987e-08
