Gene = Gbs-70E
index = 1183
Annotated 5SS: [ 439  978 3859 8243 8621]
Annotated 3SS: [ 815 3492 8035 8307 8679]
SMsplice 5SS: [ 439  978 3859 8243 8621]
SMsplice 3SS: [ 815 3492 8035 8307 8679]
top_k =  100
Partition function (log Z): 14.26171177647838

Sorted 5' Splice Sites (High to Low Probability):
Position 8621: 0.9999979113162571
Position 3859: 0.9848544153981492
Position 8243: 0.9728241605893099
Position 439: 0.9572033081103181
Position 978: 0.9360762184365601
Position 1991: 0.049623114768826304
Position 1130: 0.04900570066377247
Position 1689: 0.038524511203924264
Position 7535: 0.03421197937763931
Position 1234: 0.0340525019453351
Position 1976: 0.03342605583119879
Position 8247: 0.02627352309295251
Position 4044: 0.022091848193884364
Position 1292: 0.021690419506359183
Position 2402: 0.01961984659174603
Position 2237: 0.012162540882584467
Position 622: 0.009642266136598618
Position 2356: 0.00909516427653554
Position 5712: 0.008818900707731808
Position 8390: 0.007602689721454454
Position 9147: 0.006681015543236102
Position 8806: 0.00423395508751962
Position 1647: 0.0038390509682190766
Position 4095: 0.0038350567110800628
Position 2295: 0.0037456941598667326
Position 2810: 0.0032174647123621417
Position 8853: 0.0030941993248712754
Position 3889: 0.0027869722016825
Position 1286: 0.002590206074169119
Position 3854: 0.0023591540332225766
Position 296: 0.0016132168720880997
Position 446: 0.0015870128536887255
Position 992: 0.0013902366762704064
Position 8423: 0.0010446187606985623
Position 928: 0.0008891288275235966
Position 403: 0.0007802992927034179
Position 1229: 0.0007608582623089067
Position 1240: 0.0006408483518246888
Position 8907: 0.0006074576800384062
Position 8469: 0.00036211785176898105
Position 77: 0.00029525008060443154
Position 420: 0.0002732033746517962
Position 282: 0.00026014677809205286
Position 8427: 0.0002454747691280835
Position 27: 0.00017256518468915477
Position 9044: 0.00016899459129740834
Position 179: 0.00016824687711522598
Position 334: 0.00016268421128405242
Position 839: 0.00012852809608928568
Position 8681: 0.00012181469759273723
Position 524: 0.00011358952391133833
Position 177: 9.264465852764245e-05
Position 235: 8.737077182437328e-05
Position 91: 8.097646437472602e-05
Position 443: 6.75982657534705e-05
Position 8094: 4.201650476265187e-05
Position 855: 3.1475352731421165e-05
Position 165: 1.6084208862682372e-05
Position 277: 6.532264522845256e-06
Position 95: 6.335007023539805e-06
Position 97: 6.289603980727438e-06
Position 972: 6.112032147304934e-06
Position 140: 3.7231459389366943e-06
Position 982: 3.07265558054038e-06
Position 181: 2.2316453720194273e-06
Position 32: 1.9116169618273712e-06
Position 8961: 1.3698356463693791e-06
Position 8625: 1.1566195534692145e-06
Position 346: 6.287195219103526e-07
Position 198: 2.947662543874879e-07
Position 262: 2.8644171518804713e-07
Position 8172: 2.3083487270174218e-07
Position 603: 7.171716448446035e-08
Position 8510: 3.672640108807275e-08
Position 8513: 1.4009452128241892e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8679: 0.9993715453637679
Position 8307: 0.995262299650062
Position 3492: 0.9881735202602783
Position 8035: 0.9743145440086871
Position 815: 0.7497935462651153
Position 1042: 0.25192915416711315
Position 899: 0.10796777336558451
Position 1736: 0.0263052033397679
Position 3906: 0.02317391666573083
Position 846: 0.0223073980783616
Position 7427: 0.02183060687508303
Position 7988: 0.020118615340970016
Position 7401: 0.01625046907096323
Position 530: 0.010966573870534593
Position 5452: 0.008818900707731808
Position 8513: 0.006861362704174362
Position 867: 0.00581331942242813
Position 3513: 0.0045532456883988735
Position 502: 0.004263085439830096
Position 775: 0.003909550050018573
Position 499: 0.0036573766649185143
Position 8919: 0.003469503701970206
Position 8481: 0.002578632689892054
Position 9633: 0.002453648428091212
Position 9228: 0.001893796159950295
Position 1519: 0.0018795266937045088
Position 914: 0.0018407329422126086
Position 9665: 0.0015925053986141579
Position 8314: 0.0014948398834108121
Position 8318: 0.0011314896253521375
Position 9573: 0.0011130193587108963
Position 7602: 0.0010796454953354733
Position 1460: 0.0010366302343004946
Position 9304: 0.00102731096439296
Position 9598: 0.0006552996459521664
Position 8973: 0.0006351039055270783
Position 8699: 0.0006284454856128619
Position 8985: 0.0005910484551739019
Position 8410: 0.0005507376557785039
Position 6967: 0.000550450359016312
Position 9081: 0.0004662390952976811
Position 8449: 0.0003377357434547495
Position 10005: 0.0003211008388327786
Position 389: 0.00024513979183256063
Position 8341: 0.0002444884635632459
Position 9033: 0.00024259329418364949
Position 234: 0.00021810179803038394
Position 669: 0.00018324704268863235
Position 9106: 0.00016899459129740834
Position 920: 0.00015873957175536582
Position 346: 0.00015760783664901963
Position 9163: 0.00015682822461478765
Position 1360: 0.0001224500197149559
Position 8745: 0.00012163990917932437
Position 1495: 0.0001195039285391141
Position 862: 0.00010624610878207712
Position 832: 8.88037440042002e-05
Position 363: 4.043504455381908e-05
Position 932: 2.5492640952721276e-05
Position 1129: 1.2003629991447764e-05
Position 369: 9.588272644124825e-06
Position 396: 6.983580029314155e-06
Position 312: 6.774581794616112e-06
Position 198: 4.5418653325417035e-06
Position 2481: 3.517174657724733e-06
Position 393: 2.1460098014830423e-06
Position 296: 1.918749127527017e-06
Position 2444: 1.8832423413604553e-06
Position 2745: 1.7040120592526281e-06
Position 2460: 9.759825271338923e-07
Position 374: 9.51968389635243e-07
Position 334: 8.835196800981958e-07
Position 135: 7.721433206646853e-07
Position 8751: 1.8393903435094842e-07
