Gene = Mon1
index = 1284
Annotated 5SS: [703 919]
Annotated 3SS: [766 972]
SMsplice 5SS: [703 919]
SMsplice 3SS: [766 972]
top_k =  100
Partition function (log Z): 0.5711198007710191

Sorted 5' Splice Sites (High to Low Probability):
Position 703: 0.9988039920098429
Position 919: 0.9846424988794206
Position 557: 0.3288773688337017
Position 1134: 0.011440233034015842
Position 904: 0.006827391155932201
Position 1191: 0.002939125810592748
Position 1461: 0.002578363820551306
Position 23: 0.002173324746504289
Position 1265: 0.0013231092016076581
Position 37: 0.001231030609035647
Position 907: 0.0011429187237881
Position 1092: 0.0010070164592786784
Position 438: 0.0007229686128678632
Position 136: 0.0005867122927994176
Position 246: 0.000573583123962422
Position 1739: 0.0005620550608302661
Position 127: 0.00012795375114365928
Position 707: 4.721562293825961e-05
Position 116: 2.8393266557316588e-05
Position 187: 1.7574659014774512e-05
Position 34: 1.6440949847480192e-05
Position 540: 1.388486016408567e-05
Position 542: 4.5179386571552174e-06
Position 675: 3.497082798843772e-06
Position 910: 2.0997096480710888e-06
Position 1148: 6.313079830370713e-07
Position 677: 5.392529906742492e-07
Position 1250: 4.0334225047082286e-07
Position 1101: 2.2466971681170054e-07
Position 878: 1.568333969308766e-07
Position 890: 1.1254319541567901e-07
Position 160: 8.993198020495904e-08
Position 94: 5.9551482798221016e-08
Position 349: 5.9475121168901146e-08
Position 131: 5.2566344482144156e-08
Position 1094: 1.1881533186054142e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 766: 0.9991914517199125
Position 972: 0.976184139183816
Position 636: 0.31191093108364243
Position 616: 0.01740768921610741
Position 1194: 0.014801279224595232
Position 1460: 0.010389365564548978
Position 1537: 0.003200784236173893
Position 1054: 0.0031017728528001725
Position 1359: 0.002378212474867634
Position 550: 0.001849651653712181
Position 82: 0.0014458258509172123
Position 1250: 0.0013013619444829179
Position 94: 0.0006803670789706224
Position 1064: 0.0005480028884358143
Position 1815: 0.0002986849542830303
Position 1888: 0.0002633701065472356
Position 119: 0.0002168384003281515
Position 827: 0.00011239016748112336
Position 663: 9.187632875930365e-05
Position 206: 9.086899789215049e-05
Position 303: 7.845184498607961e-05
Position 685: 2.9170932892625126e-05
Position 294: 2.8859861475213637e-05
Position 660: 2.2438981993159813e-05
Position 208: 2.039845831351568e-05
Position 868: 1.2876231784136945e-05
Position 124: 8.240208072020658e-06
Position 246: 8.037828090727965e-06
Position 167: 6.458328852964294e-06
Position 116: 5.537308058576141e-06
Position 477: 3.962841333322882e-06
Position 264: 1.6656609044430286e-06
Position 853: 1.5411421630620806e-06
Position 223: 1.0939228939854722e-06
Position 319: 8.856938719580911e-07
Position 1618: 5.446724593372097e-07
Position 904: 3.013772650349854e-07
Position 850: 2.3992796092101526e-07
Position 173: 4.241985264586088e-08
