Gene = Trl
index = 1567
Annotated 5SS: [3208 4146 6965 7419 7839]
Annotated 3SS: [3718 6498 7082 7577 9273]
SMsplice 5SS: [ 482 4146 6965 7419 7716]
SMsplice 3SS: [ 3718  6498  7082  7577 11004]
top_k =  100
Partition function (log Z): 1.9928909445331886

Sorted 5' Splice Sites (High to Low Probability):
Position 7419: 0.9867516336758138
Position 6965: 0.9693290418244173
Position 7716: 0.9201288447604696
Position 4146: 0.9200824903365705
Position 1407: 0.2836790139540385
Position 227: 0.2585761467839644
Position 8351: 0.20753899870995887
Position 991: 0.17575005942387917
Position 486: 0.13739798365855332
Position 5799: 0.13640652626116676
Position 83: 0.13403931042449332
Position 2167: 0.10683018471323141
Position 309: 0.10522789057919218
Position 55: 0.10006496716187228
Position 372: 0.07964980989513579
Position 6589: 0.053944117657961255
Position 360: 0.02374497791880318
Position 330: 0.01668035500675384
Position 8468: 0.015209893767168003
Position 7035: 0.014779929277377028
Position 3208: 0.013089414029309899
Position 9738: 0.012926335765360142
Position 7244: 0.012399737708207825
Position 115: 0.009848342035261325
Position 5745: 0.009791881206975333
Position 2373: 0.007618126615619877
Position 62: 0.003952623311642368
Position 6949: 0.0038494837133806665
Position 1187: 0.002235844886410171
Position 1749: 0.0018925838203306404
Position 949: 0.0013036879079685341
Position 7725: 0.0010595940718942272
Position 1420: 0.0007754320662629253
Position 511: 0.0005102520051375394
Position 7286: 0.00036270642835632965
Position 7172: 0.0001967008759239804
Position 12: 0.00018440713927140708
Position 7458: 0.00013082050424012686
Position 16: 7.466363559450354e-05
Position 537: 4.763651691079472e-05
Position 7839: 2.454099374952023e-05
Position 8250: 4.383603120826113e-06
Position 7908: 3.841411107871146e-06
Position 6793: 1.6909000062196191e-06
Position 156: 4.586430996701424e-07
Position 267: 2.0225880097974228e-07
Position 6907: 2.4102423574438702e-08
Position 163: 6.1351917262760455e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6498: 0.9995562802281324
Position 7577: 0.9908277090888453
Position 7082: 0.9832923187405258
Position 3718: 0.9179944594295811
Position 11004: 0.4941467129792458
Position 8416: 0.23042985727741344
Position 144: 0.16037875948442193
Position 1321: 0.13663157001238707
Position 7876: 0.13382390816118883
Position 2069: 0.12302957296309748
Position 4921: 0.12173166997044528
Position 9273: 0.11306476636435929
Position 9386: 0.0807415938958317
Position 8436: 0.027717901335838575
Position 4225: 0.024691970441818985
Position 6792: 0.02393177683741566
Position 8743: 0.022957896356482804
Position 817: 0.021657009253144333
Position 9059: 0.01972634545649909
Position 6774: 0.015893117843042415
Position 10603: 0.01284273348937805
Position 9214: 0.01154063057714432
Position 1074: 0.00948583225278353
Position 7505: 0.008614200971213093
Position 6651: 0.008324783669973069
Position 7045: 0.00644646176864638
Position 7772: 0.004927454256320566
Position 2214: 0.003630467170958701
Position 1052: 0.0030148253369207865
Position 9818: 0.0024137746457954506
Position 1206: 0.0021420289707521994
Position 744: 0.0021122360488588566
Position 572: 0.002038371991050622
Position 8264: 0.0016539783945187098
Position 7039: 0.0016042115084421182
Position 7325: 0.001523970908460875
Position 8122: 0.0011921304770494121
Position 7168: 0.00099718286985173
Position 388: 0.0003516877960075574
Position 589: 0.0002639920537968272
Position 620: 0.0002631404117113284
Position 965: 0.00015129164725347912
Position 7548: 0.00012793862880443657
Position 207: 9.04835150767847e-05
Position 7511: 7.086240099572656e-05
Position 115: 2.1024320977430182e-05
Position 7475: 1.47153581539664e-05
Position 7556: 1.1460418788862403e-05
Position 7101: 2.9960678743488446e-07
Position 354: 1.1820452076081878e-07
Position 7487: 1.1229166880303894e-07
