Gene = ERR
index = 1145
Annotated 5SS: [1105 2188]
Annotated 3SS: [1628 2243]
SMsplice 5SS: [1105 2188]
SMsplice 3SS: [1628 2243]
top_k =  100
Partition function (log Z): -5.838728107110248

Sorted 5' Splice Sites (High to Low Probability):
Position 2188: 0.985236460603608
Position 1105: 0.7115154067900866
Position 493: 0.25415220592590115
Position 729: 0.02559293529515204
Position 144: 0.018381812217725554
Position 31: 0.017190257836510972
Position 298: 0.011787673709865944
Position 497: 0.011569185363813288
Position 151: 0.00897215080774507
Position 883: 0.008770696323108961
Position 1323: 0.007294702895281212
Position 403: 0.006892424258593676
Position 746: 0.006746386778951718
Position 26: 0.0038013841561025303
Position 843: 0.0035875697351346932
Position 877: 0.003578835277551015
Position 1328: 0.0027154709694062053
Position 1406: 0.0025076962918702417
Position 436: 0.0021081288778515136
Position 1990: 0.002034654443582158
Position 255: 0.0019634713598275836
Position 2601: 0.0018441882023685554
Position 380: 0.001742055968164921
Position 994: 0.001442653921474002
Position 164: 0.001036177587292078
Position 2111: 0.0006671621383119623
Position 710: 0.0005456343721602151
Position 3220: 0.0005056915324023564
Position 2502: 0.0004140830748487806
Position 2265: 0.000316907083552283
Position 1907: 0.0002718809310341845
Position 2379: 0.0002266490852504337
Position 36: 0.00019993176661868263
Position 3202: 0.0001519391106834675
Position 444: 0.00014997066261668876
Position 2248: 0.00010455928010463388
Position 3149: 6.928334078163999e-05
Position 3: 1.5143684268902911e-05
Position 12: 9.45748346131073e-06
Position 311: 3.939180344591528e-06
Position 5: 2.1465556034611835e-06
Position 10: 1.9341077142103556e-06
Position 236: 1.3049436416353717e-06
Position 2036: 3.6362715626027135e-07
Position 2024: 3.236493613915962e-07
Position 1771: 1.865086523773168e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2243: 0.9917287396149338
Position 1628: 0.9359958626606127
Position 211: 0.025689322049725436
Position 955: 0.02529052669890644
Position 1677: 0.021601310644348684
Position 977: 0.017114629660036462
Position 986: 0.013757708225394658
Position 162: 0.009330528295438584
Position 453: 0.008682997932877086
Position 801: 0.008029520563682446
Position 1245: 0.007331889305268439
Position 773: 0.0060728748354614785
Position 1557: 0.004960222704332627
Position 1008: 0.004074983441986299
Position 812: 0.003926022784969891
Position 881: 0.003788657345803632
Position 699: 0.0032060113663274683
Position 1364: 0.0031835252666256326
Position 2663: 0.0023088960915907232
Position 104: 0.0015542670057306428
Position 675: 0.0013580106976700656
Position 2318: 0.001221865747494132
Position 777: 0.0010018691118748961
Position 824: 0.0009138062893205789
Position 2246: 0.0009033630508373674
Position 1047: 0.0007541493716344787
Position 3278: 0.000726913983867465
Position 732: 0.0007105878036780345
Position 508: 0.0006968519677014437
Position 2643: 0.00017602427087704513
Position 1231: 3.113892653046462e-05
