Gene = stwl
index = 1900
Annotated 5SS: [325]
Annotated 3SS: [3101]
SMsplice 5SS: [325]
SMsplice 3SS: [3101]
top_k =  100
Partition function (log Z): -10.5970003200846

Sorted 5' Splice Sites (High to Low Probability):
Position 325: 0.9069711804157956
Position 3382: 0.2791897085161352
Position 1194: 0.12205775424512436
Position 2193: 0.04228451462640816
Position 332: 0.041254392100951415
Position 1767: 0.021941532758031016
Position 465: 0.0058390126925475455
Position 215: 0.0056800921789463485
Position 2600: 0.0055173168353485616
Position 1722: 0.005466713906448392
Position 629: 0.005437755428459049
Position 588: 0.005308371564578554
Position 1527: 0.004387344517424564
Position 3710: 0.0024054081594382876
Position 280: 0.0021712595201899424
Position 1523: 0.001698780870437209
Position 1669: 0.0015998133319684283
Position 195: 0.0005842888693871921
Position 408: 0.000365031649970354
Position 1003: 0.0001461407051410569
Position 1511: 0.00014489111654575974
Position 974: 0.00014070036753272849
Position 68: 3.258140824286776e-07
Position 166: 1.3748863971293324e-07
Position 98: 1.186169703649102e-07
Position 81: 4.7660547509692034e-08
Position 83: 4.664068251351225e-08
Position 75: 4.4902074376688937e-08
Position 33: 4.490049354114808e-08
Position 219: 3.4532691465153284e-08
Position 72: 3.1787452362675093e-08
Position 92: 2.1025753968224965e-08
Position 206: 1.3552028005478804e-08
Position 37: 7.43832826227228e-09
Position 102: 5.906839974045792e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3101: 0.7271837651906568
Position 6520: 0.18539936673020738
Position 6286: 0.16214716589895745
Position 4934: 0.08377873066369844
Position 5911: 0.07562977959417866
Position 1631: 0.058353784298998075
Position 945: 0.037953223712550305
Position 869: 0.03542560444372825
Position 764: 0.019886716891042808
Position 4291: 0.016279320265522174
Position 1824: 0.014212477673144304
Position 3568: 0.008423945294216705
Position 3771: 0.008337414303227772
Position 2030: 0.006987639009165873
Position 2074: 0.004591159521010897
Position 767: 0.004399492073343993
Position 966: 0.0020271246526249193
Position 1391: 0.001958673033629335
Position 3069: 0.0016610552272468514
Position 388: 0.0014719162971281634
Position 795: 0.0013485763189897016
Position 1083: 0.0010278471010393654
Position 378: 0.0008942245938794375
Position 408: 0.0006747331954482655
Position 1456: 0.0002639517625519473
Position 265: 0.0001450532643212203
Position 828: 7.496029644678197e-05
Position 1109: 5.416902647707973e-05
Position 440: 1.014309962800914e-06
