Gene = Rad9
index = 1407
Annotated 5SS: [ 103  386  592 1556 1906]
Annotated 3SS: [ 158  439  699 1772 2200]
SMsplice 5SS: [103 386 592]
SMsplice 3SS: [158 439 699]
top_k =  100
Partition function (log Z): 3.529727875278768

Sorted 5' Splice Sites (High to Low Probability):
Position 386: 0.9993392687182512
Position 592: 0.9734917412006941
Position 103: 0.6516815080441606
Position 1906: 0.2587071318045848
Position 887: 0.2404160318267593
Position 1454: 0.2050537054998606
Position 1556: 0.07733076317318316
Position 602: 0.024624942346059688
Position 1625: 0.005302820474753914
Position 1235: 0.004341077300689402
Position 191: 0.0033798493425279087
Position 1744: 0.0026664572609035576
Position 1127: 0.001166360712376846
Position 501: 0.0010193069404728855
Position 488: 0.000920344262328665
Position 266: 0.0005610059846941158
Position 824: 0.00013947414531044835
Position 902: 0.0001199023083235178
Position 608: 7.401912878065377e-05
Position 10: 5.6325775597089476e-05
Position 304: 4.464258632331466e-05
Position 626: 2.798485766492317e-05
Position 390: 2.4890332851764696e-05
Position 54: 1.6877485592370402e-05
Position 596: 1.4228918361359762e-05
Position 158: 8.49555081319457e-06
Position 205: 8.148644509040659e-06
Position 606: 7.134003180898739e-06
Position 173: 6.979560395975765e-06
Position 357: 3.089337516197698e-06
Position 295: 1.0461855410618247e-06
Position 280: 5.675542389672085e-07
Position 367: 3.6551689364770805e-09
Position 302: 7.162808938431235e-10
Position 365: 5.566725233965627e-10
Position 14: 4.862409009864224e-10
Position 184: 9.569871057614521e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 439: 0.9946244496098132
Position 699: 0.9884194346184593
Position 158: 0.5552667229217628
Position 2200: 0.2885587636806705
Position 1772: 0.1745803190487895
Position 1585: 0.1429243342965312
Position 1282: 0.10054327340317747
Position 1978: 0.05852890705082719
Position 170: 0.05084698294028768
Position 235: 0.025240806872142082
Position 190: 0.016651389044533435
Position 2293: 0.013251920509788524
Position 1624: 0.011729621898850894
Position 1972: 0.007261950875701359
Position 266: 0.006400421278306565
Position 755: 0.004040358041918873
Position 1802: 0.0026664572609035597
Position 487: 0.0025255917163555736
Position 475: 0.0014784881088957045
Position 1112: 0.0011502044676312104
Position 326: 0.0009680113406651468
Position 952: 0.0005935863263863312
Position 542: 0.000490652889350783
Position 445: 0.00040583819578120727
Position 1472: 0.00028851221915612293
Position 1328: 0.00026229586117766125
Position 1117: 0.00014253873347565074
Position 1088: 0.00014175750255062943
Position 1358: 0.0001186259102612015
Position 223: 0.00011275890809043699
Position 580: 8.40974538166702e-05
Position 505: 7.314207467832095e-05
Position 340: 3.846978401181679e-05
Position 718: 3.033399431663098e-05
Position 199: 2.6360987960265174e-05
Position 202: 2.5705919735690547e-05
Position 288: 1.8833437943537504e-05
Position 302: 1.7443546013984218e-05
Position 352: 1.3375892941817562e-05
Position 143: 5.6448565686438034e-06
Position 273: 4.174141371140702e-06
Position 84: 2.3740109754730795e-06
Position 120: 1.1925368918206114e-06
Position 54: 2.498298635371178e-09
Position 91: 2.346757108214312e-11
