Gene = Tsp66A
index = 1572
Annotated 5SS: [1912 2155 2350 2588]
Annotated 3SS: [1968 2214 2410 2636]
SMsplice 5SS: [ 106  329  521  671 1060 1243 1567 2350 2588]
SMsplice 3SS: [ 160  391  577  737 1116 1309 2214 2410 2646]
top_k =  100
Partition function (log Z): 5.702981525718216

Sorted 5' Splice Sites (High to Low Probability):
Position 2588: 0.9999781315627819
Position 2350: 0.9702268897031788
Position 1243: 0.9475082177086839
Position 521: 0.8034780803995668
Position 329: 0.7691192726404874
Position 671: 0.7567231772408833
Position 1567: 0.7383586490495664
Position 106: 0.6818516686847228
Position 840: 0.6163341955693228
Position 1060: 0.5007842790766927
Position 212: 0.14295809472783982
Position 1916: 0.0798774855672837
Position 2732: 0.02589688465742701
Position 2704: 0.02299213070013978
Position 1383: 0.022452432763180628
Position 1248: 0.019694265239587505
Position 2742: 0.014598060076128655
Position 2750: 0.011416554748266148
Position 2737: 0.010570913279859588
Position 681: 0.0069240947918167315
Position 1899: 0.0051077128528261495
Position 326: 0.0046249756693084445
Position 690: 0.0018616956335500462
Position 818: 0.0014877307148613097
Position 243: 0.0007206169837049457
Position 333: 0.0005285589200948546
Position 363: 0.0002675117009092683
Position 415: 0.00014334599816765334
Position 45: 0.00011289346172084154
Position 546: 0.00010243911383694898
Position 13: 9.743104810491203e-05
Position 64: 4.269941782216436e-05
Position 110: 2.8372794877172396e-05
Position 2579: 2.1868437219394002e-05
Position 227: 1.3768130736163317e-05
Position 216: 1.2595652148326776e-05
Position 76: 2.038866593890503e-06
Position 62: 9.577660358179544e-07
Position 131: 5.677372326724179e-07
Position 125: 1.0672383961997398e-07
Position 269: 2.749813634151245e-09
Position 255: 6.186927006141539e-10
Position 142: 8.157755253331461e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2410: 0.9531759026110609
Position 2214: 0.8743568908947229
Position 737: 0.7837874623799251
Position 391: 0.7664013891754284
Position 1116: 0.7516079827936692
Position 160: 0.6684166865925296
Position 1309: 0.6540866443843452
Position 577: 0.5812457202454189
Position 2646: 0.48040398442023335
Position 891: 0.22638427942811554
Position 2683: 0.22177462998268738
Position 2636: 0.19467339220089433
Position 775: 0.13057259624309664
Position 1479: 0.09745454183458456
Position 2760: 0.08398357037521025
Position 1135: 0.07738886377326301
Position 2809: 0.07412867020397258
Position 945: 0.07050886152604352
Position 1458: 0.06353522168640423
Position 415: 0.059208445456440516
Position 1968: 0.05113796821227867
Position 269: 0.03727891703770975
Position 1289: 0.03615578097423403
Position 1619: 0.03600467551089449
Position 461: 0.029808739419931365
Position 281: 0.027867150570849625
Position 623: 0.027114358273962087
Position 991: 0.017245391549435225
Position 2416: 0.017050987092118153
Position 702: 0.016057774277845514
Position 2660: 0.014244799768956476
Position 2704: 0.00971307913398003
Position 913: 0.007173295189384377
Position 467: 0.005088755665934374
Position 3111: 0.0038489173928570567
Position 182: 0.0031783414724332053
Position 3288: 0.0027034999830300877
Position 422: 0.001660348783458479
Position 1641: 0.0002670396836644589
Position 106: 0.0001515019435951174
Position 243: 5.6079946961457026e-05
Position 248: 1.815595739235801e-05
Position 118: 5.1357245807109733e-08
Position 187: 2.377412987781e-08
