Gene = CNMa
index = 1044
Annotated 5SS: [ 879 3540 3930 4107]
Annotated 3SS: [3344 3619 4094 4172]
SMsplice 5SS: [ 879 3540 3930]
SMsplice 3SS: [3344 3619 4172]
top_k =  100
Partition function (log Z): -5.203734642212231

Sorted 5' Splice Sites (High to Low Probability):
Position 879: 0.9996672046594626
Position 3930: 0.908820884960245
Position 3540: 0.7751709889297581
Position 4107: 0.09878782212844608
Position 1261: 0.07435689965956226
Position 1474: 0.03880961481649972
Position 49: 0.009929692497324167
Position 3878: 0.008006451189006242
Position 617: 0.0036500631964945848
Position 3934: 0.002509207025701924
Position 3957: 0.0020112400149761823
Position 18: 0.0019250793782703717
Position 4258: 0.0017148637235111243
Position 294: 0.0016616120352745177
Position 249: 0.0015087785772471055
Position 3835: 0.001095898310621636
Position 263: 0.0009674529110148455
Position 46: 0.0008458532882439826
Position 32: 0.0005460846398986757
Position 62: 0.00025925654856897716
Position 4536: 0.00017883891803420628
Position 749: 0.00017079327180315334
Position 306: 2.4805057641553203e-05
Position 887: 2.453192860345479e-05
Position 239: 2.303210892048884e-05
Position 883: 1.5948663081152523e-05
Position 1119: 1.4799273911360175e-05
Position 426: 1.558304261225867e-07
Position 120: 8.057755819979026e-08
Position 919: 1.193733722200907e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4172: 0.9535744360600041
Position 3344: 0.8108815160404752
Position 3619: 0.7750454898895165
Position 3622: 0.09422244898990745
Position 4094: 0.09299572420188772
Position 959: 0.057197870866914996
Position 2583: 0.03159490507338724
Position 3230: 0.023197420707495035
Position 1172: 0.02264224112839709
Position 1023: 0.02093794604679923
Position 1043: 0.015287573987389134
Position 107: 0.011405896719367972
Position 937: 0.004282281993604766
Position 371: 0.0032058548278997394
Position 2593: 0.0028935768347547325
Position 684: 0.0023714330235886545
Position 4323: 0.0017148637235111254
Position 1333: 0.001601279009957158
Position 83: 0.0015882864357842624
Position 4129: 0.0011517320945482986
Position 4195: 0.0011463249541425905
Position 754: 0.0006757768747135161
Position 697: 0.0005217048395193976
Position 4630: 0.0004972955962955603
Position 741: 0.00046535526642763774
Position 115: 0.0004524053227637772
Position 1116: 0.0003438956112160748
Position 778: 0.0003212319050406336
Position 804: 0.0003011123767760912
Position 1777: 6.342034413440485e-05
Position 1519: 4.2166038148175295e-05
Position 1916: 3.9436734801349975e-05
Position 1395: 1.707514741739715e-05
Position 1197: 1.4719170144277982e-05
Position 672: 7.559269126058468e-07
Position 386: 5.517949451706104e-07
Position 489: 5.438963249262908e-07
Position 663: 4.38385616303426e-07
Position 120: 3.869674994737198e-07
Position 1126: 2.3012272352915236e-07
Position 186: 1.5088920550600205e-07
Position 441: 9.824031392525482e-08
Position 337: 8.12535674971412e-08
