Gene = Kr-h1
index = 1245
Annotated 5SS: [ 9642 11105 12551]
Annotated 3SS: [10391 11189 12634]
SMsplice 5SS: [ 1138 11105 12551]
SMsplice 3SS: [10391 11189 12634]
top_k =  100
Partition function (log Z): -0.6230330829785213

Sorted 5' Splice Sites (High to Low Probability):
Position 11105: 0.9947195664232826
Position 12551: 0.990992403740662
Position 1138: 0.9788142069262092
Position 1661: 0.5552305651022265
Position 310: 0.01958623037018148
Position 12157: 0.015542045182352927
Position 12909: 0.00287812273022513
Position 11535: 0.0026601545871255835
Position 13271: 0.0021797438475512857
Position 12822: 0.001252527481381001
Position 444: 0.0008861118973566616
Position 1510: 0.0007194241830938504
Position 13126: 0.0006860119661695884
Position 11277: 0.0005643354260924816
Position 356: 0.0003615351515281411
Position 11315: 0.00032091539445247444
Position 12411: 0.0003203981517233029
Position 706: 0.00030961039928216125
Position 11509: 0.00030679637103926227
Position 2043: 0.00023765586427924165
Position 12303: 0.00023653544147031613
Position 317: 1.2205260350452327e-06
Position 11305: 1.1809940156909885e-06
Position 226: 8.698112406158256e-07
Position 2095: 7.728061951900607e-07
Position 158: 5.445380935959309e-07
Position 390: 4.360320576796646e-07
Position 147: 3.6543497982795636e-07
Position 174: 3.3473286606942123e-07
Position 172: 2.418997659457301e-07
Position 193: 1.9999915384695723e-07
Position 338: 1.8546995321492275e-07
Position 180: 1.4088349813913303e-07
Position 11322: 9.965060590199225e-08
Position 11730: 2.6693643499011322e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11189: 0.9996045071465758
Position 10391: 0.9947195664232826
Position 12634: 0.993561489121253
Position 1487: 0.4408392546895193
Position 1585: 0.06558589169411878
Position 1440: 0.03749600651314747
Position 12218: 0.015315065114006104
Position 1208: 0.0072899396194481105
Position 1464: 0.004068165131310439
Position 13255: 0.0036126823862107564
Position 13580: 0.001845619987047115
Position 11925: 0.0012291667760915938
Position 13317: 0.0006908442506142443
Position 11633: 0.0005968149225233097
Position 13340: 0.0005829166655587652
Position 12697: 0.0005291974918804209
Position 365: 0.00031065980600960733
Position 13346: 0.0002643427358961254
Position 1736: 0.00014474297630376437
Position 12599: 0.00010865002052531388
Position 743: 7.064909180020326e-05
Position 628: 5.1103184860742845e-05
Position 781: 5.038002780585858e-05
Position 1719: 4.465772784876842e-05
Position 448: 4.2934439102135965e-05
Position 1889: 2.8157974353212003e-05
Position 426: 2.722295713628324e-05
Position 1971: 2.0870259437050834e-05
Position 926: 9.815690034321195e-06
Position 384: 8.980183356809008e-06
Position 459: 7.600668950715512e-06
Position 406: 6.499294994361989e-06
Position 801: 6.223454031212137e-06
Position 389: 5.774852224194897e-06
Position 855: 5.552569665476376e-06
Position 516: 5.21033567480126e-06
Position 1018: 4.320900753912138e-06
Position 635: 4.029695908365761e-06
Position 1343: 3.651709833246607e-06
Position 474: 2.1831147184554222e-06
Position 1002: 2.0083149414162724e-06
Position 456: 1.8857677250888336e-06
Position 242: 1.8274883574251295e-06
Position 898: 1.5919713091896998e-06
Position 864: 8.803306342294547e-07
Position 706: 5.105885436092304e-07
Position 552: 4.0858604486552434e-07
Position 1125: 3.092017460234206e-07
Position 661: 3.057830937172236e-07
Position 1499: 1.9698332917461384e-07
Position 1565: 1.6386397153428005e-07
Position 1332: 7.200187758625901e-08
Position 1625: 1.2974838402613378e-08
Position 2848: 6.495641320581903e-10
