Gene = RhoGAP68F
index = 1422
Annotated 5SS: [  84 1261 2510 2609 2862]
Annotated 3SS: [1094 2383 2575 2665 2924]
SMsplice 5SS: [  84 1261 2510 2609 2862]
SMsplice 3SS: [1094 2383 2572 2665 2924]
top_k =  100
Partition function (log Z): 0.3498791137657443

Sorted 5' Splice Sites (High to Low Probability):
Position 1261: 0.997021146396333
Position 2862: 0.9911999074722989
Position 2510: 0.8666822596615539
Position 2609: 0.7471853113041973
Position 84: 0.6958392039208408
Position 3081: 0.22905099378321497
Position 2160: 0.07219235250546019
Position 924: 0.060714126186212095
Position 44: 0.019752797700558704
Position 1050: 0.017910288253138885
Position 461: 0.01660636605907741
Position 234: 0.0131333804651242
Position 2304: 0.011965630343600358
Position 3078: 0.010814511143327302
Position 934: 0.009367978107776726
Position 834: 0.008803458584118897
Position 361: 0.007416705032109675
Position 442: 0.0063477224529379156
Position 150: 0.006283135530499267
Position 118: 0.0052400631122094185
Position 548: 0.004136642781485748
Position 183: 0.003995882118791574
Position 3088: 0.0037671730594787253
Position 959: 0.0036567634500082593
Position 2692: 0.003638564989002477
Position 447: 0.0032683933651113145
Position 870: 0.0029606077739951354
Position 3085: 0.0028595050001581895
Position 174: 0.0014889207116816788
Position 571: 0.0012472916010081612
Position 445: 0.0011681291827154432
Position 2034: 0.0011061516142399838
Position 3102: 0.0006489078595582532
Position 3099: 0.0005963031817190659
Position 3112: 0.0005758549275997327
Position 2469: 0.00015585843788600213
Position 2857: 0.00011479619105316147
Position 221: 8.963988810681002e-05
Position 196: 8.408847228158133e-05
Position 2879: 1.3034947666190595e-05
Position 213: 1.9406379658167795e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2924: 0.9930474467537125
Position 2383: 0.8848155730924058
Position 1094: 0.8340743447283203
Position 2665: 0.7152052112235153
Position 2572: 0.6008277627027244
Position 2575: 0.27800192668429313
Position 3143: 0.18208395076075035
Position 2271: 0.08563816906668563
Position 3131: 0.05084103922442976
Position 1989: 0.027065475887534177
Position 2671: 0.020244610583469096
Position 1870: 0.01823301342426045
Position 3179: 0.015388258969876095
Position 2050: 0.013572750363012998
Position 304: 0.01220459800663954
Position 858: 0.011607673879354748
Position 2751: 0.009249651686566182
Position 1316: 0.008014027641304614
Position 206: 0.006963460030489359
Position 2072: 0.006590264494929022
Position 663: 0.006338596832245891
Position 2329: 0.006136856779953822
Position 2059: 0.0059965431088326885
Position 1690: 0.005789085752456668
Position 978: 0.0052362867229193335
Position 2308: 0.003233539539278159
Position 2093: 0.003092177510902581
Position 2706: 0.0021005771138606884
Position 2989: 0.0020167280833843443
Position 407: 0.001871440430172078
Position 1833: 0.0018429999149813595
Position 252: 0.0017544181124643132
Position 2608: 0.0017140145852829606
Position 3021: 0.001408354289256071
Position 1008: 0.0013517026094952444
Position 374: 0.0011580247275467077
Position 116: 0.0011406863878367854
Position 1048: 0.0008244783499270251
Position 571: 0.0006327177010909242
Position 221: 0.00037336230947777025
Position 536: 0.0003237506828630127
Position 257: 0.00029834131677621326
Position 95: 0.000293011415221453
Position 618: 0.0001909068278788265
Position 2184: 0.0001752356189080688
Position 1561: 0.00010465300339698026
Position 2937: 1.4132839173757389e-05
Position 557: 1.0774332856654539e-05
Position 442: 8.81694003055213e-06
Position 158: 3.651633581191706e-07
