Gene = ebd2
index = 1688
Annotated 5SS: [ 247 2600]
Annotated 3SS: [2333 3212]
SMsplice 5SS: [ 247 2600]
SMsplice 3SS: [2333 3212]
top_k =  100
Partition function (log Z): -1.8665341013185555

Sorted 5' Splice Sites (High to Low Probability):
Position 2600: 0.959750487079801
Position 247: 0.786492928049334
Position 182: 0.1419792438795324
Position 2251: 0.12908270146133008
Position 476: 0.11866794471205976
Position 2146: 0.11356804749257862
Position 3497: 0.0893490779222402
Position 3485: 0.06643396133163185
Position 1246: 0.03724302665539174
Position 481: 0.03416518061950341
Position 874: 0.01871847437406603
Position 238: 0.016626428072114063
Position 3635: 0.008539302448202163
Position 427: 0.005705215306211697
Position 2419: 0.003505832494456283
Position 3449: 0.001973212236668403
Position 4271: 0.000895201216208697
Position 940: 0.0008739122096534685
Position 4210: 0.0006767943292672822
Position 4247: 0.00024430874973214604
Position 186: 3.927659987427447e-05
Position 438: 3.8006904388567116e-05
Position 269: 2.1099463172897953e-05
Position 174: 1.8386591244848568e-05
Position 3874: 1.011549717016482e-05
Position 338: 9.163563240078186e-06
Position 3489: 1.0564792521130358e-06
Position 3346: 1.0500319629648783e-06
Position 59: 8.336565727848928e-07
Position 3512: 6.624988508805622e-07
Position 9: 6.27007096128304e-07
Position 191: 2.712241756761436e-07
Position 68: 1.2983535059680821e-07
Position 259: 9.55961989353237e-08
Position 332: 1.4026114068747986e-08
Position 71: 5.462342551474703e-09
Position 63: 3.77510848543857e-09
Position 30: 2.592367637590349e-09
Position 287: 1.0535113438174508e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3212: 0.9986478471064445
Position 2333: 0.8840815672533909
Position 1954: 0.3020961582059522
Position 3592: 0.12841639955158018
Position 316: 0.05190212854359277
Position 237: 0.049123070509154786
Position 1067: 0.03577029178540422
Position 3567: 0.017312610823578375
Position 678: 0.01692889561383753
Position 4085: 0.009238329224469191
Position 332: 0.007421097320632443
Position 728: 0.007369247088580162
Position 3843: 0.0052925479341785495
Position 1095: 0.005290137362126553
Position 4478: 0.004032348180650395
Position 1885: 0.0034127093574721316
Position 3683: 0.003168597842105195
Position 1245: 0.0016562449461076016
Position 3178: 0.001348666888395099
Position 1675: 0.0010375250428871648
Position 3629: 0.0006673951897856711
Position 1071: 0.00029171880902027395
Position 732: 8.834413016239985e-05
Position 697: 1.0884768240883333e-05
Position 556: 9.656807968612244e-06
Position 636: 8.648004962926524e-06
Position 405: 5.0043174187686874e-06
Position 275: 4.008846901826155e-06
