Gene = Herp
index = 1209
Annotated 5SS: [ 750 1896 2662]
Annotated 3SS: [1434 2325 2731]
SMsplice 5SS: [ 750 1896 2662]
SMsplice 3SS: [1434 2325 2731]
top_k =  100
Partition function (log Z): -1.2106121327590529

Sorted 5' Splice Sites (High to Low Probability):
Position 1896: 0.9901157220868679
Position 2662: 0.9638442682524492
Position 750: 0.6645564760396956
Position 1023: 0.3413237187658549
Position 1326: 0.3176346455983058
Position 226: 0.18047812761841314
Position 2465: 0.07842245274035432
Position 790: 0.05996404548639166
Position 1552: 0.044058521873329294
Position 3140: 0.04335339679952573
Position 867: 0.043194703914784145
Position 1031: 0.014336178859300412
Position 2070: 0.01359762094596942
Position 662: 0.01201556533023822
Position 2054: 0.009150610236614244
Position 426: 0.007592729125954836
Position 2666: 0.007485582153064758
Position 762: 0.006983995390008409
Position 244: 0.004766605334371971
Position 2649: 0.0037924476655314568
Position 2423: 0.003244816994903639
Position 1084: 0.0029728069680939892
Position 24: 0.0016495854593758133
Position 784: 0.0011184814006729334
Position 277: 0.0003246364256235611
Position 829: 0.00025260707479364937
Position 444: 0.0001972211722323099
Position 268: 0.00017118842087381723
Position 69: 0.00016133419343472317
Position 754: 0.00014625588672078073
Position 67: 0.00012310103097589868
Position 102: 9.673695874364634e-05
Position 331: 8.763769127843443e-05
Position 1092: 5.509000166612884e-05
Position 151: 4.77314047077915e-06
Position 247: 3.0898004901267075e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2731: 0.9711470629305483
Position 2325: 0.9626939399580186
Position 1434: 0.8832010760622627
Position 857: 0.2494766743016164
Position 939: 0.19528065179182835
Position 866: 0.10253327444517851
Position 1180: 0.08275093350230868
Position 2524: 0.07503791317425863
Position 3301: 0.043300685587183446
Position 405: 0.039333675479794314
Position 1608: 0.03730733549430295
Position 2390: 0.028026663494330525
Position 1477: 0.02248815416246516
Position 899: 0.015662686619994717
Position 789: 0.01248184626285366
Position 1443: 0.011805018071407833
Position 1215: 0.010870888015807654
Position 1964: 0.007894229811745056
Position 573: 0.007497934333388291
Position 2018: 0.006849430063747984
Position 1611: 0.006751186379026355
Position 1961: 0.006571420631329093
Position 378: 0.00597340552535304
Position 829: 0.0035958801857395965
Position 510: 0.0035756281157079254
Position 2148: 0.003497081053082728
Position 2482: 0.003244816994903639
Position 2831: 0.002920566149874496
Position 349: 0.0025219289126981116
Position 541: 0.002277285069635748
Position 2826: 0.0022313595309608227
Position 516: 0.0022230810467300938
Position 3337: 0.0016017474337179653
Position 148: 0.0015855058925611234
Position 2190: 0.0010712523734650041
Position 2615: 0.0009728258269393209
Position 463: 0.00038125907170271446
Position 319: 0.0001585678175743098
Position 582: 0.0001355737341449053
Position 662: 0.00010201356644525468
Position 884: 7.608534474061388e-05
Position 545: 6.318271792924916e-05
Position 628: 4.1787372919774594e-05
Position 225: 2.069667423981055e-05
Position 412: 1.9999740490371792e-05
Position 614: 1.9507209936874452e-05
