Gene = SRm160
index = 1464
Annotated 5SS: [ 444 1838 2519]
Annotated 3SS: [ 602 1907 2583]
SMsplice 5SS: [ 444 1838 2519]
SMsplice 3SS: [ 602 1907 2583]
top_k =  100
Partition function (log Z): 5.034922321889057

Sorted 5' Splice Sites (High to Low Probability):
Position 1838: 0.9994396269883744
Position 2519: 0.9976353725939991
Position 444: 0.9749481068121227
Position 3718: 0.49535267355947254
Position 818: 0.021973908878682735
Position 3740: 0.021283785020737186
Position 3729: 0.00637549303799498
Position 788: 0.004517575334301861
Position 3608: 0.003824719248077797
Position 2937: 0.003522439326507907
Position 937: 0.0013358428897900622
Position 490: 0.0011631338362530425
Position 251: 0.0006969520362422755
Position 249: 0.0005976219022684114
Position 253: 0.0005000916953894345
Position 513: 0.0004319511913355775
Position 892: 0.0003742697870934884
Position 79: 0.0003481911656322118
Position 4015: 0.00011947966387459148
Position 295: 0.00011124588369128936
Position 457: 7.920940677221168e-05
Position 2322: 6.72893984081196e-05
Position 4062: 5.8890185228804314e-05
Position 349: 5.6078282248144196e-05
Position 2099: 5.247905335302859e-05
Position 285: 5.0760597084645725e-05
Position 2761: 4.346764204795532e-05
Position 288: 4.0337079162421806e-05
Position 363: 1.781852615143838e-05
Position 46: 1.7761223630498324e-05
Position 255: 1.1765212371544832e-05
Position 2510: 9.953440472430185e-06
Position 2525: 9.67907787603872e-06
Position 2523: 8.955868372752377e-06
Position 1781: 8.745768236608136e-06
Position 148: 8.627864619127329e-06
Position 2426: 8.445026983767632e-06
Position 1816: 7.761010830601092e-06
Position 265: 6.739987322555801e-06
Position 84: 4.179009599837485e-06
Position 1365: 3.41975829007809e-06
Position 170: 3.2954577668402655e-06
Position 2378: 3.2699539524883194e-06
Position 517: 2.4702504757268363e-06
Position 257: 2.31201132168843e-06
Position 168: 2.1996150577960627e-06
Position 11: 1.238470671418541e-06
Position 9: 8.883844464974718e-07
Position 185: 3.224980985681644e-07
Position 3691: 7.193349924570606e-08
Position 2483: 4.105490406965967e-09
Position 1135: 2.5174731366956706e-10
Position 693: 1.445297166166505e-10
Position 1388: 4.882541672693844e-11
Position 1633: 4.8050353645513625e-11
Position 2408: 2.953938586900404e-11
Position 437: 1.5758706023336803e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1907: 0.9983392572855672
Position 2583: 0.9975920963277732
Position 602: 0.7280035701977461
Position 3795: 0.4694412011759128
Position 617: 0.08367271966051269
Position 1102: 0.08334418214872216
Position 923: 0.046954939132370005
Position 614: 0.03199929291860473
Position 3825: 0.020097686083540928
Position 3822: 0.017836762906764295
Position 3800: 0.010464346283306678
Position 1780: 0.0059372218080894325
Position 1760: 0.00496602065302478
Position 1091: 0.004790235864149751
Position 1471: 0.004329679368373133
Position 3837: 0.003425283865587564
Position 4049: 0.0026508840801921316
Position 3949: 0.00261527049432029
Position 620: 0.0025620975741707987
Position 884: 0.0020480832283207
Position 1946: 0.0015926656032613784
Position 803: 0.001420107045457117
Position 1147: 0.0013018161616534516
Position 3912: 0.000955375165855952
Position 1051: 0.0007734917530900717
Position 404: 0.0007535163199256064
Position 989: 0.0006860098983978679
Position 3865: 0.0006226430465126409
Position 3711: 0.000547562772416695
Position 3920: 0.0005395598537699921
Position 968: 0.000437386772640751
Position 739: 0.00043537051828515863
Position 962: 0.0004296828637524191
Position 1057: 0.0004219738363680689
Position 4074: 0.0003904568804019172
Position 3964: 0.00038805060273885544
Position 1118: 0.000337055034560608
Position 136: 0.00031767229612658274
Position 339: 0.00029088680805807794
Position 945: 0.00026676243962944567
Position 3139: 0.0001535783259709011
Position 4097: 0.00012382904110769523
Position 363: 0.00011195931137310249
Position 689: 0.00011116364868381511
Position 4117: 0.0001103692660434632
Position 2825: 8.872753771796337e-05
Position 2377: 6.281510654293236e-05
Position 3409: 5.875459430877755e-05
Position 426: 4.24272246793486e-05
Position 2238: 3.657131153565759e-05
Position 3149: 3.324926414126772e-05
Position 2208: 2.905551293281312e-05
Position 3674: 2.8135717209864666e-05
Position 3280: 2.4258511963647177e-05
Position 2157: 2.1820230662100752e-05
Position 2750: 1.724153829173316e-05
Position 2998: 1.7123110588361726e-05
Position 2648: 1.415312100669578e-05
Position 3074: 1.3170932737913635e-05
Position 2645: 1.1402896191564553e-05
Position 117: 9.52044731943811e-06
Position 268: 9.148447626746519e-06
Position 198: 7.276452104740944e-06
Position 2111: 7.057554050456377e-06
Position 2169: 5.4479479429125565e-06
Position 1989: 3.0818364543134485e-06
Position 97: 2.8001505131882504e-06
Position 146: 2.416894947398176e-06
Position 79: 2.126855117916013e-06
Position 166: 1.5807680561298041e-06
Position 385: 1.1358122786276881e-06
Position 101: 4.773402319247339e-07
Position 431: 1.5799182259268035e-07
Position 2766: 4.007443204030385e-09
Position 2642: 2.034827022490241e-09
