Gene = Uvrag
index = 1590
Annotated 5SS: [ 537 1465 1851 2314]
Annotated 3SS: [ 596 1527 1902 2398]
SMsplice 5SS: [ 537 1465 1851 2314]
SMsplice 3SS: [ 596 1527 1902 2398]
top_k =  100
Partition function (log Z): 3.2214052798299146

Sorted 5' Splice Sites (High to Low Probability):
Position 537: 0.9750172930487897
Position 1465: 0.9719499066634054
Position 1851: 0.9144935132946644
Position 2314: 0.72172995405557
Position 2270: 0.25519058949586915
Position 1705: 0.06712824702646304
Position 42: 0.06534568919488978
Position 1836: 0.007062906787110555
Position 2274: 0.006841210242801103
Position 2268: 0.0037581154171571402
Position 508: 0.0031445610165582224
Position 1033: 0.0014985620061825447
Position 460: 0.001319727355977046
Position 1881: 0.0011855505717259936
Position 813: 0.0008405640772185446
Position 871: 0.0004703894586807799
Position 444: 0.00023728674648890952
Position 1788: 0.0002241028346811891
Position 1830: 0.00019983764261985787
Position 2302: 0.00015658421427508105
Position 36: 0.00014012745393679593
Position 448: 0.00011619682035125392
Position 2667: 0.00010561052681416694
Position 905: 8.515920587535465e-05
Position 2605: 8.336856492786727e-05
Position 393: 7.571664938932572e-05
Position 2008: 7.0481112155953e-05
Position 2621: 5.536461368622996e-05
Position 4: 5.154370277614593e-05
Position 407: 4.707031827504831e-05
Position 2642: 4.631790858907125e-05
Position 90: 4.0577799256687446e-05
Position 64: 3.894506822995509e-05
Position 2649: 3.650780863811197e-05
Position 189: 2.2040278585364225e-05
Position 1746: 1.3354751676206294e-05
Position 57: 1.2287425017565588e-05
Position 93: 1.283303503933657e-06
Position 70: 1.0237537789314934e-06
Position 1948: 1.6114344669730474e-08
Position 2152: 1.3682389913528215e-08
Position 529: 1.2752907431305645e-08
Position 2090: 1.0447156926916463e-08
Position 1709: 2.1164504214954564e-09
Position 1738: 4.1366038316548397e-13
Position 1781: 3.3362536758009546e-13
Position 1721: 3.286671773569638e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2398: 0.9944419991478397
Position 1527: 0.9760576231141802
Position 1902: 0.8883832758158883
Position 596: 0.7104170636453185
Position 599: 0.2658658157478552
Position 1939: 0.07869725225565721
Position 93: 0.03170501480851623
Position 99: 0.027495038876596323
Position 1972: 0.012971493267065452
Position 139: 0.005798195386802379
Position 1775: 0.0010415808530854275
Position 564: 0.0010194914409775535
Position 1984: 0.0009570260379038666
Position 620: 0.0005262520353861654
Position 2427: 0.00044439829054769044
Position 924: 0.0003772851743677373
Position 875: 0.0003744941169205571
Position 2082: 0.00032283356262703645
Position 1750: 0.00030981928034566885
Position 1743: 0.00026022840913025034
Position 2338: 0.0002522056384486005
Position 1808: 0.0001978888141088828
Position 2695: 0.0001852462077298634
Position 2544: 0.00015546100785362318
Position 2748: 0.00010944150352240485
Position 2114: 0.00010540523775432951
Position 236: 7.80403349630313e-05
Position 152: 6.815158727797967e-05
Position 459: 5.818361983080066e-05
Position 64: 3.639814372003839e-05
Position 387: 2.5578311934972882e-05
Position 444: 1.901684867217497e-05
Position 336: 1.794967456525309e-05
Position 2704: 1.792706189970172e-05
Position 359: 1.5751256444295333e-05
Position 2760: 1.4554649503477338e-05
Position 366: 4.0525919208134e-06
Position 375: 3.820635557182026e-06
Position 202: 3.705514530424281e-06
Position 1584: 2.5653443946360545e-06
Position 1948: 5.571430402108508e-08
Position 1638: 4.236496992760178e-08
