Gene = cort
index = 1656
Annotated 5SS: [ 205  396  876 1306 1514]
Annotated 3SS: [ 263  460  933 1363 1572]
SMsplice 5SS: [ 205  396  876 1306 1514]
SMsplice 3SS: [ 263  460  933 1363 1572]
top_k =  100
Partition function (log Z): 3.281004200107067

Sorted 5' Splice Sites (High to Low Probability):
Position 1306: 0.9865812159670898
Position 205: 0.9850380226912904
Position 396: 0.962022133456968
Position 876: 0.8950475178248006
Position 1514: 0.8447980870667842
Position 25: 0.021349783182353154
Position 1140: 0.008156470687090701
Position 1501: 0.006984371360110395
Position 621: 0.0047506960904066635
Position 1511: 0.004670508540466995
Position 405: 0.0011544031391529249
Position 951: 0.0010404792629430458
Position 1592: 0.0008254721735717644
Position 1302: 0.0007132409498818586
Position 1154: 0.0005858141499734431
Position 398: 0.0005114966023610261
Position 1172: 0.0004996964309513174
Position 356: 0.0004492890030870733
Position 584: 0.0004348622964149814
Position 820: 0.00039763756060888966
Position 1230: 0.0003855837586591036
Position 587: 0.00034829057570688306
Position 1555: 0.0002889494105746189
Position 400: 0.00027463964559843324
Position 19: 0.0002591144159740557
Position 1495: 0.00024569188164304105
Position 166: 0.00019945773031460518
Position 13: 6.343910667878577e-05
Position 87: 3.918856105649032e-05
Position 103: 2.2820579144555384e-05
Position 101: 1.8360057938892064e-05
Position 244: 7.0958591323528795e-06
Position 797: 1.9482074359624406e-06
Position 6: 1.4384392691054987e-06
Position 29: 1.0176274818566189e-06
Position 79: 8.267215574204666e-07
Position 105: 5.278104794535643e-07
Position 43: 2.7264740101105234e-07
Position 4: 2.600330908629914e-07
Position 107: 1.3007447508623603e-07
Position 1488: 5.7723955891716003e-08
Position 788: 5.002434512064593e-08
Position 91: 4.3462537028626165e-08
Position 1450: 2.4320979742889882e-08
Position 1425: 1.4843537036652074e-08
Position 113: 3.8693881431236635e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 263: 0.9785985845389729
Position 1363: 0.9770266717064737
Position 933: 0.8848926103956672
Position 460: 0.879824415807748
Position 1572: 0.8119778294239535
Position 480: 0.07580194319959599
Position 1649: 0.04362924708013536
Position 113: 0.009991998051591672
Position 1186: 0.008482554109999079
Position 132: 0.007974369177605389
Position 1430: 0.007727688262069665
Position 1590: 0.006535612055930911
Position 652: 0.0054926810447442605
Position 950: 0.0053050712546529565
Position 684: 0.005104342175409101
Position 1229: 0.0035019435574838
Position 989: 0.0023554870267303756
Position 748: 0.0020748597929832685
Position 247: 0.0020100802061568702
Position 287: 0.001431736413760599
Position 1001: 0.0012036531222866472
Position 74: 0.001192088844176518
Position 553: 0.001017214746479445
Position 165: 0.0009462838625206611
Position 1172: 0.0006208763355071097
Position 1202: 0.0005202656853937084
Position 144: 0.00042855806279407094
Position 558: 0.0004264931073449958
Position 307: 0.0003855732889795078
Position 1067: 0.00035483548630461687
Position 1018: 0.0002627033423299006
Position 561: 0.00020439145721839634
Position 908: 0.00019399742936191154
Position 1373: 0.0001918843113394392
Position 1754: 0.00014973154967525378
Position 66: 0.00010082011474613382
Position 493: 7.907802434566127e-05
Position 284: 4.6563806014118656e-05
Position 96: 4.0756508398281374e-05
Position 101: 2.6320831155726986e-05
Position 335: 2.387120714913362e-05
Position 278: 7.430213054522417e-06
Position 356: 4.482967241756236e-06
Position 329: 9.343109839690239e-07
Position 265: 7.725272096013174e-07
Position 189: 6.688735941316987e-07
Position 192: 4.7052739061361086e-07
