Gene = spz4
index = 1890
Annotated 5SS: [ 459 5670]
Annotated 3SS: [4380 5728]
SMsplice 5SS: [ 459 5670]
SMsplice 3SS: [4380 5728]
top_k =  100
Partition function (log Z): -3.5283749790393233

Sorted 5' Splice Sites (High to Low Probability):
Position 5670: 0.996986593782275
Position 459: 0.8794239040189163
Position 247: 0.22957709678270102
Position 245: 0.22473475221724484
Position 3648: 0.17975248861257836
Position 251: 0.17530200599257742
Position 556: 0.10717790662682458
Position 792: 0.07480470450739979
Position 3620: 0.0674874833126299
Position 14: 0.04393855915531317
Position 4912: 0.03968549857275155
Position 2697: 0.02792851356946851
Position 4642: 0.022800048383365683
Position 6366: 0.020082398683553992
Position 6217: 0.018884566437831797
Position 6516: 0.014739245461841667
Position 3665: 0.013515880460349359
Position 574: 0.011475579209298075
Position 6220: 0.006880509590798503
Position 249: 0.004020124745801862
Position 5828: 0.003924468458528579
Position 6212: 0.0038283208929386246
Position 6227: 0.003383216794251221
Position 201: 0.002440700441197867
Position 401: 0.0020792200461320644
Position 2091: 0.0019912606797804927
Position 35: 0.0014155641165293342
Position 172: 0.0008798306891221048
Position 86: 0.0005558480616546155
Position 257: 0.0004693152210875074
Position 411: 7.73037175223963e-05
Position 6154: 6.897949564130693e-05
Position 265: 4.613089018473563e-05
Position 102: 3.0000753521537665e-05
Position 263: 2.8144005431869463e-05
Position 463: 1.5429294487557303e-05
Position 276: 1.489846820884786e-05
Position 18: 7.1730853943561496e-06
Position 52: 6.764591698722987e-06
Position 27: 6.498795041807282e-06
Position 29: 5.577271065131968e-06
Position 386: 3.118263245399145e-08
Position 2659: 6.621873279612757e-09
Position 5: 4.95027321158989e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4380: 0.9999722170062681
Position 5728: 0.9960626182753198
Position 302: 0.669588578058807
Position 2524: 0.1747423598809173
Position 3057: 0.11395799017892021
Position 526: 0.0808099192282533
Position 5285: 0.051005379445432014
Position 6280: 0.03291287017566309
Position 6422: 0.021728052843682153
Position 4976: 0.011435706784438157
Position 6798: 0.00925110870754072
Position 86: 0.003427796828343217
Position 334: 0.0024195538419376403
Position 5890: 0.002411537334198832
Position 6825: 0.002338020979598128
Position 684: 0.0021875886336344833
Position 6926: 0.0016087513045038551
Position 6879: 0.0015413644701989587
Position 5747: 0.0009759289541956781
Position 1726: 0.0008739537869945643
Position 1932: 0.0008242626633181227
Position 155: 0.000216099677232471
Position 703: 0.00014507590149791326
Position 158: 3.3040940568883875e-05
Position 245: 8.233158949260365e-07
Position 109: 7.311844899471526e-07
Position 187: 6.595082016996852e-07
Position 95: 3.5637353697308005e-07
Position 448: 2.023641324409339e-07
