Gene = Rh50
index = 1421
Annotated 5SS: [ 495 2473 3252 3589 7280 8147 8322 8494]
Annotated 3SS: [2303 3085 3326 7088 7951 8227 8390 8732]
SMsplice 5SS: [ 495 2473 3252 3589 7280 8147 8322]
SMsplice 3SS: [2303 3085 3326 7088 7951 8227 8390]
top_k =  100
Partition function (log Z): 15.739772781109084

Sorted 5' Splice Sites (High to Low Probability):
Position 3252: 0.9930996195876247
Position 3589: 0.9880828314147381
Position 8322: 0.9816684344685748
Position 2473: 0.9682637433902033
Position 495: 0.9320810960740769
Position 7280: 0.7445627347018622
Position 8147: 0.6552461530431446
Position 3859: 0.35879790960021485
Position 8178: 0.3240926971900731
Position 4383: 0.0778958914040574
Position 583: 0.05603711689638891
Position 8494: 0.04950359974752477
Position 2111: 0.02839769174616885
Position 1622: 0.025476891717851932
Position 7594: 0.022400303230242762
Position 8501: 0.01575847410679236
Position 8772: 0.013175750212154174
Position 8307: 0.009177173321834348
Position 8310: 0.008755918608757116
Position 8111: 0.007771658994240514
Position 2716: 0.0046300775475215045
Position 3256: 0.004317477091677451
Position 8510: 0.0036398657414013188
Position 1022: 0.00241979734790086
Position 207: 0.0016595117930771955
Position 8542: 0.0013224036389785497
Position 1344: 0.0011307239460907493
Position 8525: 0.0011298289476860837
Position 3250: 0.000663273893425835
Position 662: 0.0006482131889041921
Position 8499: 0.0004885013681884023
Position 3261: 0.00048439486211305566
Position 3204: 0.000416638730218417
Position 8344: 0.000397158652840932
Position 3491: 0.00020749091179550816
Position 4151: 0.0001286607385227159
Position 3863: 0.00012536716857920993
Position 3227: 0.00010764589495430193
Position 3245: 0.00010716807869218325
Position 83: 9.268758926319284e-05
Position 37: 4.124476441368687e-05
Position 43: 3.4762315205360345e-05
Position 3191: 2.0244489937501954e-05
Position 410: 1.290196257156941e-05
Position 3497: 1.253538783751096e-05
Position 75: 1.1966993374452913e-05
Position 85: 6.215957761437302e-06
Position 3598: 3.5682889714423305e-06
Position 225: 3.4182041950070243e-06
Position 230: 2.2805030378952066e-06
Position 97: 1.1246348686953777e-06
Position 499: 1.0718598206206204e-06
Position 598: 4.77420660627377e-07
Position 6: 3.2067507161260255e-07
Position 3741: 1.7367124523812704e-07
Position 374: 7.380579218149945e-08
Position 175: 5.1200096585105425e-08
Position 185: 3.809040704890341e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3326: 0.9999727468435913
Position 8390: 0.9983714156232031
Position 8227: 0.9983416482353857
Position 7951: 0.9815651894625965
Position 3085: 0.944281777828605
Position 7088: 0.6616603239451235
Position 2303: 0.4942235979256365
Position 3665: 0.38500796928639963
Position 2238: 0.2123378355596747
Position 1106: 0.07047298296591209
Position 1702: 0.054969153551476586
Position 8732: 0.05365681084643369
Position 715: 0.05098963944293391
Position 1683: 0.040874725037688735
Position 6831: 0.027342518303058935
Position 3984: 0.026477297504045122
Position 6834: 0.025869552804258913
Position 7119: 0.02210788255757721
Position 8826: 0.019223450346955877
Position 1122: 0.018862764414875995
Position 2902: 0.01690396702585599
Position 2184: 0.015437356097597457
Position 3024: 0.014787888792678729
Position 1788: 0.012575519256848435
Position 8767: 0.008710499624577858
Position 4300: 0.008489085748573013
Position 7442: 0.00795648591758701
Position 6168: 0.007842686372028188
Position 1849: 0.007339577219492385
Position 6631: 0.00676251811014947
Position 1512: 0.006690765602046187
Position 2052: 0.00546662320909256
Position 7857: 0.00535921291606393
Position 2846: 0.0053209618441179985
Position 6821: 0.0048041464588933535
Position 688: 0.0047542353017033055
Position 7353: 0.0043862283280573676
Position 2604: 0.0043267534406085705
Position 874: 0.004194561328133587
Position 2537: 0.0038565710903387977
Position 4185: 0.0037641129408604386
Position 753: 0.0028472359789817017
Position 2801: 0.002840085206316736
Position 2949: 0.0026843090263644993
Position 672: 0.0026728855608596303
Position 2626: 0.00219192976887953
Position 903: 0.0020403695812881138
Position 3163: 0.0019483587459350248
Position 1485: 0.0017743189577888105
Position 1459: 0.0016851945864122448
Position 854: 0.0015471840626834275
Position 3000: 0.0014562646411144797
Position 2861: 0.001434749384233437
Position 8404: 0.0012993130246487252
Position 1247: 0.0010623482079994981
Position 1557: 0.0010231064789305358
Position 1021: 0.0009960376779402063
Position 9578: 0.0009936442375059246
Position 642: 0.0009790783136297168
Position 8951: 0.0008615533363169717
Position 8901: 0.0008162641437837841
Position 700: 0.0007641720884126179
Position 8806: 0.0007562012271515196
Position 2588: 0.0005712335158055044
Position 3763: 0.0004857046738552683
Position 4031: 0.0003449749615497555
Position 8361: 0.0003292713521503644
Position 3905: 0.00032518671807138804
Position 3944: 0.0003186228704611102
Position 2623: 0.0002452252444664743
Position 259: 0.00022342500952606914
Position 2525: 0.00019481268803387506
Position 146: 0.00017004716269982366
Position 301: 7.845746898104693e-05
Position 8254: 7.383880079072959e-05
Position 3797: 3.440316832303426e-05
Position 1216: 2.5641732678311085e-05
Position 1385: 2.528148623832086e-05
Position 275: 1.3469981529988177e-05
Position 109: 1.0616563971651954e-05
Position 939: 7.994553960548479e-06
Position 3576: 7.40616818959432e-06
Position 3823: 4.067820198330212e-06
Position 3403: 3.81702190310794e-06
Position 155: 2.8126902075572544e-06
Position 424: 2.6185032908144593e-06
Position 262: 2.4386405643807714e-06
Position 3802: 2.101840200122326e-08
Position 3633: 7.231893823551214e-09
Position 3831: 6.4179640140144646e-09
