Gene = r2d2
index = 1853
Annotated 5SS: [106 501]
Annotated 3SS: [198 573]
SMsplice 5SS: [501]
SMsplice 3SS: [573]
top_k =  100
Partition function (log Z): -4.2806714163199375

Sorted 5' Splice Sites (High to Low Probability):
Position 501: 0.7754595271772492
Position 106: 0.32506876283468594
Position 454: 0.2210898182056556
Position 774: 0.013966502136692227
Position 97: 0.009402943042925525
Position 1197: 0.006983837091209391
Position 1622: 0.006003366149496888
Position 89: 0.005010671737595778
Position 1368: 0.003910492190107254
Position 20: 0.0029584717998020335
Position 1871: 0.0025186376045278147
Position 1405: 0.0021005673008750924
Position 462: 0.0018702920834427555
Position 672: 0.001692220597515576
Position 122: 0.0010758101030353448
Position 239: 0.0008666164064294137
Position 367: 0.0004120582599319803
Position 152: 0.0003479292908791912
Position 271: 0.0003339971142138334
Position 320: 0.0001988572768168568
Position 4: 0.00014361592291902054
Position 207: 0.0001129915102019494
Position 374: 7.864220702717987e-05
Position 303: 7.610609225704451e-05
Position 248: 5.671478772470944e-05
Position 36: 5.3908826003612574e-05
Position 717: 1.4048223330637148e-05
Position 228: 6.131621383261e-06
Position 467: 3.378376776968253e-06
Position 9: 2.438015252498786e-06
Position 458: 2.3403053896286965e-06
Position 11: 1.858912301937412e-06
Position 116: 1.7372044947242986e-06
Position 429: 1.426697136062081e-07
Position 201: 2.371515214084346e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 573: 0.9986518701273822
Position 198: 0.3056292970965319
Position 271: 0.020079005900744684
Position 1484: 0.009954439868069856
Position 324: 0.008278577780429027
Position 174: 0.0072426916575594694
Position 840: 0.006948515164407613
Position 1267: 0.006022845673923387
Position 1430: 0.005273917424434496
Position 1936: 0.0031940877420880307
Position 1691: 0.0025002476170147762
Position 1773: 0.0016820665081592754
Position 429: 0.00154003681671786
Position 1807: 0.0008588014527622675
Position 1513: 0.0007525463855166826
Position 388: 0.0006904784884117414
Position 89: 0.0005706514267655209
Position 279: 0.0005284286729323214
Position 1927: 0.0004032115700431447
Position 367: 0.0003481039086803981
Position 212: 0.00021519929258011921
Position 409: 0.00019298803242835907
Position 1904: 0.00012621990581652306
Position 371: 8.06852021397887e-05
Position 391: 5.925306775530327e-05
Position 64: 1.2579704947793677e-06
Position 102: 5.722791107885979e-09
Position 97: 4.972799017482332e-09
