Gene = Drgx
index = 1139
Annotated 5SS: [  562 10557 15558 15720 21224 21889 27735]
Annotated 3SS: [10432 15465 15617 21121 21316 27576 28092]
SMsplice 5SS: [  562 10557 11074 15558 15720 21224 21889 27735]
SMsplice 3SS: [10432 10679 15465 15617 21121 21316 27576 28092]
top_k =  100
Partition function (log Z): 15.58014487499131

Sorted 5' Splice Sites (High to Low Probability):
Position 21889: 0.9999994280379403
Position 10557: 0.999836431143225
Position 21224: 0.9969366300675713
Position 15558: 0.9878561771829089
Position 15720: 0.983212186948685
Position 27735: 0.9749589594993203
Position 11074: 0.8616013078867325
Position 562: 0.6481885851108674
Position 554: 0.29851004791124075
Position 26819: 0.22323097909776135
Position 16598: 0.13454777132060894
Position 11692: 0.11651447472968332
Position 208: 0.06842702442933067
Position 1379: 0.040226771149641884
Position 22547: 0.03739119500424247
Position 7784: 0.02572469201497428
Position 27805: 0.022522384909470686
Position 1653: 0.02046465195520324
Position 23282: 0.020300631736836904
Position 23118: 0.016854630251401742
Position 5176: 0.01500321121300299
Position 22428: 0.00984489539635382
Position 210: 0.0032960375449950377
Position 16397: 0.003280911292990764
Position 17897: 0.0031108053158866414
Position 214: 0.003103076137814668
Position 21228: 0.0030595123645391427
Position 22256: 0.0026518663310460123
Position 28765: 0.0010022151911283047
Position 21397: 0.0007915790277392147
Position 21405: 0.0006695410583846836
Position 195: 0.00027166521369294776
Position 11081: 0.0002505957715455119
Position 16025: 0.0001877745140128052
Position 274: 0.00013218141637776434
Position 727: 0.00012085470916245953
Position 21701: 8.73487054811635e-05
Position 218: 6.042102015039582e-05
Position 328: 4.852434581357061e-05
Position 212: 3.55303373074777e-05
Position 3: 1.881012589599109e-05
Position 137: 1.2149983292749622e-05
Position 367: 1.049106281302288e-05
Position 369: 8.275289198185815e-06
Position 417: 8.051955052514486e-06
Position 315: 7.689836213441373e-06
Position 21867: 5.719620563988605e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10432: 0.9992516063545729
Position 27576: 0.9964326182742502
Position 21121: 0.9938867237407388
Position 15465: 0.9845833167913784
Position 15617: 0.9794191082673248
Position 28092: 0.8741820346016983
Position 21316: 0.7569037577188009
Position 10679: 0.43377314562681607
Position 21344: 0.2377646567003118
Position 25783: 0.22323827530010357
Position 10948: 0.15397002054467512
Position 28109: 0.12191869180305916
Position 10785: 0.10601929407935519
Position 16365: 0.09614266560147777
Position 10951: 0.08743684183251162
Position 22007: 0.06840818294740351
Position 11560: 0.05776770449192482
Position 10841: 0.04961774451307552
Position 615: 0.041376796787224744
Position 11238: 0.028368478488079628
Position 16270: 0.0255586765002613
Position 7425: 0.020133556972142756
Position 284: 0.01917572086865785
Position 11007: 0.016010768535662846
Position 10923: 0.012914068819719031
Position 22666: 0.012575206076963266
Position 13771: 0.00983184462538086
Position 16309: 0.009041701591231396
Position 790: 0.008891715228803145
Position 11202: 0.008268819428882355
Position 4269: 0.008267911253324023
Position 11361: 0.007798174282938502
Position 675: 0.007440134608010491
Position 4789: 0.006735299959678968
Position 21471: 0.006200196672983145
Position 7347: 0.005591135042831508
Position 21133: 0.0049779321888088245
Position 21977: 0.003882927494157982
Position 11565: 0.0033670735559767147
Position 461: 0.003083695560564834
Position 15623: 0.003045147954766465
Position 1327: 0.0029827764808067693
Position 11300: 0.0029507077233702898
Position 26894: 0.002596592053304459
Position 11529: 0.002542487692287754
Position 11342: 0.00224078456764154
Position 22617: 0.0018248946303800863
Position 10807: 0.0017790622513687293
Position 11388: 0.0016589516785160518
Position 11159: 0.0015512928200655778
Position 16092: 0.0013762125614575627
Position 15991: 0.001297967368341936
Position 17091: 0.0010872826654978328
Position 28825: 0.0010022151911283047
Position 28800: 0.0009570462329729413
Position 16488: 0.0008110811129420308
Position 28136: 0.0007885186129366141
Position 8994: 0.0007483936454250164
Position 19654: 0.0005355404879949538
Position 20394: 0.0003231456369071361
Position 19554: 0.0002766043425958117
Position 27982: 0.00027296180958736975
Position 21802: 0.00024302735596617235
Position 27797: 0.000226161352864951
Position 21362: 0.00021102514063499233
Position 21394: 0.00017903964963767165
Position 21950: 0.000170323758971928
Position 21964: 0.00010863814382112905
Position 28053: 9.823097550147753e-05
Position 11053: 8.864840214094406e-05
Position 10631: 7.874019618280413e-05
Position 22027: 7.423815845421935e-05
Position 21612: 2.513172043570911e-05
Position 21532: 1.782986789805645e-05
Position 15874: 6.215350321522877e-07
