Gene = eya
index = 1698
Annotated 5SS: [11148 14071 18402 18709]
Annotated 3SS: [14023 16646 18463 18784]
SMsplice 5SS: [  528 18402 18709]
SMsplice 3SS: [16646 18463 18784]
top_k =  100
Partition function (log Z): -1.671832039471662

Sorted 5' Splice Sites (High to Low Probability):
Position 18402: 0.9987248166826298
Position 528: 0.9985184301886182
Position 18709: 0.9916058329343536
Position 14071: 0.2588751341597026
Position 3782: 0.19949494586097843
Position 18978: 0.13775763703228103
Position 3620: 0.09742728580059375
Position 16949: 0.08688821093767288
Position 1603: 0.017593913178690062
Position 1105: 0.01624600121804445
Position 875: 0.009732414454939737
Position 289: 0.0041838565765597
Position 18729: 0.00410853222157169
Position 287: 0.001911994931062498
Position 80: 0.0015819030456814024
Position 18609: 0.0011665679814925943
Position 19215: 0.0009997694999688434
Position 19041: 0.0006684956963172506
Position 201: 0.0006579143793651139
Position 19213: 0.0006574090479949096
Position 3688: 0.0006168489751493366
Position 18694: 0.000601015550218518
Position 1195: 0.0005856062397988182
Position 307: 0.0004492193318540622
Position 296: 0.00040726447348074084
Position 219: 0.00013337706379066208
Position 291: 0.00013135433953691183
Position 293: 0.00010419931082223492
Position 311: 5.8205477974350375e-05
Position 577: 1.9427109361596587e-05
Position 23: 7.295660845816176e-06
Position 479: 6.452830418771263e-06
Position 667: 6.372713030113124e-06
Position 332: 5.5606961581477655e-06
Position 571: 1.493632894716787e-06
Position 5: 9.045173620718155e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 16646: 0.9999999999999217
Position 18463: 0.9986981177797298
Position 18784: 0.9975086475905358
Position 14023: 0.2588751341597026
Position 3458: 0.12955058677375256
Position 3494: 0.11281557258215463
Position 19268: 0.09177442051956118
Position 17046: 0.08688821093767288
Position 3678: 0.042652600504104694
Position 19160: 0.020151387468558733
Position 622: 0.012275352117246566
Position 577: 0.01103421073723858
Position 812: 0.009998715416322877
Position 3530: 0.0070537947683263335
Position 348: 0.006395812976318411
Position 19479: 0.0061070153649920465
Position 19502: 0.005766627513428217
Position 2742: 0.005466526008383296
Position 19204: 0.004247308685239136
Position 19142: 0.0041177043606321195
Position 1232: 0.003586850266962768
Position 930: 0.003086012090358002
Position 19441: 0.0029420966503604816
Position 1154: 0.002190232613836633
Position 19520: 0.0020087595242829254
Position 136: 0.0015827996781852664
Position 19294: 0.001566967210483341
Position 19488: 0.0012991033038921144
Position 379: 0.0008744741024272415
Position 408: 0.0007799630475627895
Position 776: 0.00019750643316171533
Position 1471: 0.000133245628697261
Position 1195: 0.0001259569283625077
Position 19526: 0.00010192067513205803
Position 725: 4.342031231900441e-05
Position 696: 3.860902136907187e-05
