Gene = amd
index = 1608
Annotated 5SS: [2162]
Annotated 3SS: [2639]
SMsplice 5SS: [197 493]
SMsplice 3SS: [ 257 2639]
top_k =  100
Partition function (log Z): 1.2532640120016783

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.9708219939126661
Position 197: 0.8621013818426423
Position 2162: 0.20545704767396025
Position 2253: 0.16492565989426608
Position 190: 0.12710681382237907
Position 1328: 0.11197389682414609
Position 1421: 0.11100940891800096
Position 3340: 0.03181893455946459
Position 1198: 0.021390429632261454
Position 449: 0.014950085573935281
Position 1082: 0.012564624950754317
Position 661: 0.012181538450057953
Position 1746: 0.010735538705183885
Position 2859: 0.007133046132462751
Position 199: 0.004926688228451052
Position 2263: 0.00344450458310695
Position 510: 0.0024840833383637734
Position 1364: 0.0022002902019138647
Position 3568: 0.001397556390815958
Position 81: 0.000636093545803847
Position 36: 0.0005442664882401557
Position 28: 0.0003039738986570154
Position 1047: 8.514202742601275e-05
Position 203: 8.340463608869107e-05
Position 201: 4.384005020305677e-05
Position 21: 4.193755993569215e-05
Position 517: 1.9785081054761872e-05
Position 9: 1.5072093653243403e-05
Position 571: 1.3118871972904975e-05
Position 488: 1.2927444996361788e-05
Position 136: 7.753055168809288e-06
Position 161: 4.327809392405098e-06
Position 581: 9.183238624252834e-07
Position 131: 9.150762828626217e-07
Position 377: 6.852077486163597e-07
Position 343: 1.881894678762934e-07
Position 575: 1.573410582897813e-07
Position 242: 3.501663794749835e-10
Position 244: 4.503795534998862e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2639: 0.996366924291944
Position 257: 0.9930421263546704
Position 1608: 0.33750617298698626
Position 1282: 0.199697447481204
Position 911: 0.043457554228035516
Position 3719: 0.020958487004840903
Position 3408: 0.01939105007790238
Position 639: 0.017167268120882786
Position 1140: 0.010348661157326711
Position 866: 0.008840944326067225
Position 1979: 0.005154056710192875
Position 718: 0.005071099767302178
Position 1798: 0.0048547477506641614
Position 1061: 0.003797157353827824
Position 1468: 0.0034175272470241677
Position 773: 0.0032239463665607667
Position 752: 0.0018373883995357642
Position 984: 0.0012414491808644449
Position 300: 0.0011938274903923768
Position 112: 0.0005990761770720256
Position 837: 0.0005722210372653382
Position 324: 0.0005591415811470497
Position 660: 0.0005315016713567337
Position 1024: 0.0005124129123356125
Position 1047: 0.0004779393285088124
Position 81: 0.00026305849100666473
Position 272: 0.00014307213494509273
Position 1033: 0.00012107820859670143
Position 852: 2.9329840915685507e-05
Position 839: 2.3899775030513247e-05
Position 312: 1.4479286154920473e-05
Position 601: 1.0533293021583967e-05
Position 533: 7.350261880712664e-06
Position 1163: 3.049653383253497e-06
Position 309: 1.391935440378246e-06
Position 530: 2.8724733574424243e-07
Position 131: 2.2280369744727522e-07
Position 613: 1.3380826045999648e-07
Position 161: 1.053871978880635e-08
Position 194: 3.971746048041233e-09
Position 181: 4.302052256694292e-10
Position 52: 1.8065120353654183e-12
