Gene = Rcd5
index = 1414
Annotated 5SS: [ 375 1165]
Annotated 3SS: [ 437 1223]
SMsplice 5SS: [ 375 1165]
SMsplice 3SS: [ 437 1223]
top_k =  100
Partition function (log Z): -3.314698874964515

Sorted 5' Splice Sites (High to Low Probability):
Position 1165: 0.9918817232834751
Position 375: 0.8685673254584142
Position 211: 0.30517989749678776
Position 577: 0.10972984450545671
Position 281: 0.059533564889778734
Position 872: 0.002979888323532124
Position 597: 0.002875393084895816
Position 7: 0.0027355653961016863
Position 49: 0.001999481713322732
Position 1358: 0.001986509497698096
Position 28: 0.0017556530506844656
Position 141: 0.001305793325576711
Position 1169: 0.00020329364312893838
Position 53: 4.1990681576365126e-05
Position 293: 3.608297747276055e-05
Position 134: 2.3341728528932838e-05
Position 298: 1.564837201595751e-05
Position 145: 9.227656260028542e-06
Position 33: 5.75279421370491e-06
Position 139: 4.2047727456458804e-07
Position 169: 1.1597850056219478e-08
Position 217: 1.0964047938337453e-08
Position 171: 9.102656889851002e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1223: 0.9086468722737707
Position 437: 0.8228950955958693
Position 277: 0.19160248956228298
Position 342: 0.13080971703016453
Position 633: 0.09975343446927423
Position 1247: 0.06625403115780118
Position 739: 0.031242221922241492
Position 1005: 0.019332524667949203
Position 945: 0.013029382217165203
Position 481: 0.011999647868844231
Position 253: 0.01138812484545386
Position 646: 0.007900577093422546
Position 1337: 0.007359101187194395
Position 1253: 0.004539221101755523
Position 405: 0.004236368475382177
Position 458: 0.0037213012239038883
Position 76: 0.0030213436052337695
Position 1413: 0.0027557734417895225
Position 1334: 0.002484970021119626
Position 169: 0.0018689492581650416
Position 87: 0.001024686915356559
Position 1208: 0.0009168036813624692
Position 346: 0.0009010240689435573
Position 210: 0.0007920596896780238
Position 1836: 0.0006674468154120742
Position 190: 0.000373270356005358
Position 286: 0.0003499033971485439
Position 1358: 0.00026262255371956646
Position 187: 0.00025780699895326464
Position 1391: 0.00018479490193488773
Position 281: 7.014438783398659e-05
Position 134: 6.56902870070452e-05
Position 290: 3.6155368361720496e-05
Position 214: 3.457723625920268e-05
Position 250: 2.994174812208068e-05
Position 366: 2.5491112939709563e-05
Position 131: 1.9981732597935065e-05
Position 293: 1.0951543467954012e-05
Position 95: 1.8106901837366065e-06
Position 113: 1.1893709258214064e-07
Position 139: 5.795870070606599e-10
