Gene = vir-1
index = 1926
Annotated 5SS: [  117  1799 13984 15890 16255]
Annotated 3SS: [ 1609 13815 15704 15972 19261]
SMsplice 5SS: [  577  1799 13984 15890 16255]
SMsplice 3SS: [ 1609 13815 15704 15972 19157]
top_k =  100
Partition function (log Z): -0.31149378609497536

Sorted 5' Splice Sites (High to Low Probability):
Position 1799: 1.0000000000000016
Position 15890: 0.9994194705413245
Position 13984: 0.9817623217259488
Position 16255: 0.8793660339307294
Position 14758: 0.46224602643705714
Position 577: 0.3466556034107992
Position 18874: 0.31807884722896446
Position 19004: 0.2797176081355699
Position 117: 0.2768059986166426
Position 106: 0.18264291682755132
Position 13255: 0.10912927380811713
Position 16231: 0.10324138705825056
Position 161: 0.07442143787753919
Position 7825: 0.05510351275751186
Position 1075: 0.041575400959450094
Position 889: 0.035056027161243515
Position 659: 0.021780224906480405
Position 179: 0.018988995974972816
Position 18481: 0.016971942631610375
Position 14606: 0.014495425940141166
Position 14685: 0.012975782745388652
Position 14204: 0.012062932497095835
Position 1470: 0.004438165356374613
Position 16838: 0.0040719226426483845
Position 1107: 0.003648667855583665
Position 559: 0.0018907010649026918
Position 14009: 0.001532251314292252
Position 165: 0.0009657244622095137
Position 762: 0.0007745025073356425
Position 78: 0.0006046915771494535
Position 671: 0.0005910805685406803
Position 663: 0.0005191577615959979
Position 15833: 0.00020538154178677148
Position 16109: 5.7995561495001525e-05
Position 177: 5.418581766998178e-05
Position 513: 4.0798111222491725e-05
Position 697: 2.859523734795845e-05
Position 387: 1.2886524485392923e-05
Position 183: 1.1865592787662643e-05
Position 16569: 9.920304110284233e-06
Position 394: 6.806406695759231e-06
Position 148: 4.68803554519472e-06
Position 159: 4.535388816976794e-06
Position 216: 2.2484163512071267e-06
Position 472: 2.5639442558186065e-07
Position 16388: 6.088981122182192e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 15972: 0.9978436855490904
Position 13815: 0.9769976678302147
Position 15704: 0.9527016024400747
Position 1609: 0.7655111089240516
Position 19157: 0.6560520884385348
Position 14330: 0.4724106022549179
Position 18253: 0.43810326920004017
Position 18936: 0.2969177309672828
Position 848: 0.18404389024492324
Position 13152: 0.12897734167126398
Position 7714: 0.05510351275751186
Position 16805: 0.05489343737461047
Position 17272: 0.045799074394216495
Position 16959: 0.030329226580754293
Position 14665: 0.02865089036760242
Position 16769: 0.023726318518168456
Position 238: 0.022229883358185494
Position 17126: 0.015561784120528211
Position 16431: 0.012450741624882914
Position 15111: 0.010948141789889036
Position 1363: 0.009337448296242052
Position 15750: 0.008217810327826744
Position 1388: 0.007842227618406482
Position 16451: 0.006984512017214955
Position 888: 0.005841878415567388
Position 1243: 0.005263680738164285
Position 17398: 0.0043505217994192135
Position 15657: 0.0036478642490394724
Position 17105: 0.0036352442274705
Position 16526: 0.0035648450015097134
Position 15135: 0.003185042340985348
Position 663: 0.003123595838313934
Position 625: 0.003047953783280436
Position 16698: 0.0029655794313065914
Position 16899: 0.0028211400253296375
Position 14402: 0.0028082371529524488
Position 14535: 0.0023548210671040866
Position 16038: 0.0020641230634449526
Position 16645: 0.0018279682010825613
Position 13124: 0.0015576291754587869
Position 817: 0.0014837553939216113
Position 16448: 0.0014742408993417072
Position 387: 0.0013006371376293043
Position 409: 0.0007176790248510079
Position 290: 0.0006775475654285842
Position 472: 0.0005756413570284987
Position 15050: 0.0004388768631070366
Position 14851: 0.0003461597838203977
Position 14879: 0.0003379141857266901
Position 14858: 0.00025091529359349293
Position 554: 0.00019944330609735484
Position 247: 0.00010387588112753135
Position 394: 8.737040221804434e-05
Position 365: 8.046665829508394e-05
Position 16158: 5.80803519254978e-05
Position 500: 5.807886998771263e-05
Position 15990: 5.2303315905756216e-05
Position 16028: 2.3293558834912216e-05
Position 16022: 7.802885132466585e-06
Position 15944: 6.056594736284421e-06
