Gene = ntc
index = 1823
Annotated 5SS: [639]
Annotated 3SS: [1694]
SMsplice 5SS: [639]
SMsplice 3SS: [1694]
top_k =  100
Partition function (log Z): -4.331062909325453

Sorted 5' Splice Sites (High to Low Probability):
Position 639: 0.9999912066418091
Position 1582: 0.13449655540659816
Position 483: 0.13441925984706715
Position 314: 0.023293061289847514
Position 272: 0.018716667257762835
Position 996: 0.015729868588411067
Position 1152: 0.01482560162584521
Position 487: 0.013938946992385123
Position 453: 0.008721361468344464
Position 396: 0.005870949946323095
Position 1188: 0.003950944233783844
Position 254: 0.0021252832308538143
Position 159: 0.0018163525120122011
Position 1132: 0.0009898484824729047
Position 230: 0.0006689986927671273
Position 467: 0.00033165546559490566
Position 416: 0.00016847805129378254
Position 243: 8.291520037339813e-05
Position 341: 5.746418292310743e-05
Position 293: 5.335356455659615e-05
Position 269: 4.007452542726231e-05
Position 648: 5.7813178654124186e-06
Position 17: 3.2560019653228725e-06
Position 4: 3.1201598703714766e-06
Position 84: 2.9767897623061808e-06
Position 280: 2.203230372987501e-06
Position 782: 1.545174691333291e-06
Position 643: 1.222862542823826e-06
Position 225: 8.281308792731787e-07
Position 825: 4.176651338721553e-07
Position 605: 4.108261754029221e-07
Position 206: 7.955495347809561e-08
Position 57: 5.900725711603378e-08
Position 219: 2.6441850093681466e-09
Position 168: 1.4440461601067984e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1694: 0.8058209400482917
Position 536: 0.15730895152619734
Position 879: 0.14846482140538494
Position 845: 0.06401983977358805
Position 1517: 0.042094298567468276
Position 1007: 0.02681665744323051
Position 1452: 0.01922342115706024
Position 475: 0.018607874053794025
Position 506: 0.016198617787580853
Position 957: 0.011273308094697555
Position 1088: 0.01038292530111622
Position 799: 0.008497921551049642
Position 362: 0.00828024697651912
Position 1624: 0.008157510376170981
Position 349: 0.006427329075229188
Position 1340: 0.005978698212077991
Position 1000: 0.005936834790743446
Position 1578: 0.0030794412799040024
Position 396: 0.002283892953922446
Position 1953: 0.0022601712023575266
Position 731: 0.0018073582080921074
Position 1581: 0.001231839390267645
Position 2317: 0.0009472446151275495
Position 1102: 0.000832072615934678
Position 822: 0.0005989085403544986
Position 1269: 0.000567563934705889
Position 1249: 0.0005526657394227908
Position 1232: 0.0005150270849823322
Position 526: 0.00047471531470678175
Position 574: 0.0004735496798237092
Position 1378: 0.00035469939668423644
Position 825: 0.0003255231579895304
Position 441: 0.0002564727234307177
Position 1080: 0.00025447043219326487
Position 293: 4.93960605466522e-06
