Gene = Nplp2
index = 1328
Annotated 5SS: [268 477]
Annotated 3SS: [350 631]
SMsplice 5SS: [268 477]
SMsplice 3SS: [350 631]
top_k =  100
Partition function (log Z): -3.20531001044057

Sorted 5' Splice Sites (High to Low Probability):
Position 268: 0.9649100149989107
Position 477: 0.866579202438821
Position 471: 0.026737053141677687
Position 519: 0.012881816380371731
Position 773: 0.01236566763362227
Position 576: 0.005211891493747102
Position 272: 0.0038161613923560584
Position 421: 0.0037813181345409115
Position 725: 0.0037470347591056215
Position 791: 0.0017877646385797477
Position 28: 0.0010672210358737251
Position 529: 0.0005389563009425643
Position 152: 0.00035435658142293357
Position 728: 0.0002719493430048602
Position 126: 0.00023747992561643747
Position 590: 0.00022603442205508664
Position 286: 0.00020464321048756286
Position 455: 0.00017744831104852767
Position 446: 0.00016147779366936047
Position 138: 0.00014244266054702054
Position 376: 7.393874525775404e-05
Position 669: 5.7453084330732305e-05
Position 628: 4.228337972789806e-05
Position 183: 2.097814689838172e-05
Position 43: 9.187082232820017e-06
Position 169: 8.812221711237876e-06
Position 261: 7.4057872188105405e-06
Position 201: 5.130151180576336e-06
Position 252: 4.584884934287447e-06
Position 141: 4.510286182877337e-06
Position 190: 3.855898123172902e-06
Position 161: 3.233551923297819e-06
Position 128: 2.2449046999588596e-06
Position 512: 1.1200445981139694e-06
Position 92: 7.310786592752209e-07
Position 539: 6.752283572091342e-07
Position 131: 1.5188832328872934e-07
Position 369: 8.106256586262124e-08
Position 78: 6.96613373910511e-08
Position 52: 5.0612409668689735e-08
Position 175: 8.990191046557177e-09
Position 250: 4.320794435454478e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 350: 0.889191722763986
Position 631: 0.8820809479074503
Position 844: 0.04022688636750171
Position 318: 0.03286139460061526
Position 700: 0.023996845982554145
Position 664: 0.01965205506377968
Position 643: 0.006217554646668564
Position 590: 0.006076162678543842
Position 791: 0.0016152321221727735
Position 399: 0.0009513684344169861
Position 78: 0.0009311295963060177
Position 529: 0.0006799838628023297
Position 183: 0.0002364602706090374
Position 667: 0.0002204220338015916
Position 413: 0.00019992377100415707
Position 419: 0.0001257807580546285
Position 88: 4.096413156079208e-05
Position 320: 3.0295303381363292e-05
Position 201: 2.7749284692666934e-05
Position 380: 2.362639070584081e-05
Position 188: 2.130448471699412e-05
Position 190: 1.7574342221976026e-05
Position 446: 1.002361762377011e-05
Position 299: 5.147502394985379e-06
Position 231: 2.7976334068149545e-06
Position 198: 2.687832158373448e-06
Position 149: 2.832423043193525e-07
Position 161: 1.1487482870645275e-07
Position 141: 1.8302082265717136e-09
