Gene = UQCR-Q
index = 1581
Annotated 5SS: [375 834]
Annotated 3SS: [648 889]
SMsplice 5SS: [ 74 375 834]
SMsplice 3SS: [132 648 889]
top_k =  100
Partition function (log Z): 2.4215802613118673

Sorted 5' Splice Sites (High to Low Probability):
Position 74: 0.9723933676848949
Position 834: 0.9494919903678646
Position 375: 0.730373423144709
Position 794: 0.04499579507886171
Position 294: 0.023415242649180542
Position 987: 0.01837781349360371
Position 356: 0.016898773984009654
Position 1004: 0.008007802520213436
Position 398: 0.004997017239957646
Position 838: 0.004827387211191597
Position 530: 0.00386157334396381
Position 1049: 0.003503931924710914
Position 362: 0.002804647214019796
Position 506: 0.0027305978762770374
Position 410: 0.002267579261140604
Position 1052: 0.0014493562575065768
Position 471: 0.0012720727487994439
Position 1062: 0.0011131930462011646
Position 1102: 0.0009676989651677084
Position 1092: 0.0006989840442906707
Position 566: 0.0006388554966183121
Position 327: 0.0006344886196442802
Position 603: 0.0002845171813415982
Position 1009: 0.00022388766459194385
Position 824: 0.00020123404516547849
Position 1056: 4.194082171870586e-05
Position 1039: 3.3304706949120505e-05
Position 104: 1.6144587374686853e-05
Position 203: 1.2241410963785943e-05
Position 451: 7.808462107657426e-06
Position 478: 5.439692336385556e-06
Position 38: 3.4155097198834947e-06
Position 23: 1.4082811156293147e-06
Position 206: 8.217085125718768e-07
Position 190: 6.730025132378346e-07
Position 86: 6.196804808114117e-07
Position 815: 3.22189319572434e-07
Position 798: 2.3516058318598537e-07
Position 710: 4.402176821045799e-08
Position 162: 1.2285312184521151e-12
Position 181: 1.1349479520078001e-12
Position 226: 2.6663807002973005e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 889: 0.9952618563660244
Position 648: 0.8426759460449367
Position 132: 0.82533546803484
Position 161: 0.06850687134168386
Position 1039: 0.01823494754493976
Position 1169: 0.017849303609256392
Position 139: 0.01241368259917898
Position 632: 0.0027832641891228165
Position 1138: 0.0023601031430187237
Position 451: 0.0022240006690032324
Position 688: 0.001904102116318989
Position 456: 0.0012605055325276666
Position 709: 0.001229595757875683
Position 119: 0.001168030718085052
Position 261: 0.000824166529368338
Position 281: 0.0006116106891868471
Position 751: 0.00035445416211969796
Position 535: 0.0003217062128627476
Position 1196: 0.00025209072182461533
Position 409: 0.0001992259999894779
Position 469: 0.0001661536801556341
Position 181: 0.00012365283148761303
Position 850: 0.00010813450149319813
Position 506: 0.00010364580890021405
Position 933: 6.93758496307778e-05
Position 354: 6.51662812450253e-05
Position 220: 5.2663328578515e-05
Position 249: 5.204594210695529e-05
Position 304: 4.376131424846566e-05
Position 168: 7.01699844875265e-08
Position 190: 4.8612026058197814e-08
