Gene = barr
index = 1623
Annotated 5SS: [ 185  959 2569]
Annotated 3SS: [ 353 1017 2640]
SMsplice 5SS: [ 185  542  959 2569]
SMsplice 3SS: [ 316  645 1017 2640]
top_k =  100
Partition function (log Z): 5.938986050184568

Sorted 5' Splice Sites (High to Low Probability):
Position 2569: 0.9997007189635834
Position 959: 0.9984877165767486
Position 185: 0.745685952054622
Position 542: 0.62873531514149
Position 224: 0.09176309163327498
Position 226: 0.05213979356429061
Position 1862: 0.010376561575942495
Position 1351: 0.008231926597945933
Position 235: 0.007372121162283293
Position 92: 0.00545357991688238
Position 1172: 0.003146229746943207
Position 2974: 0.001747698561407088
Position 869: 0.001268233535297325
Position 44: 0.0012346134448399375
Position 2824: 0.0008551290306229624
Position 2680: 0.0005604700998214841
Position 75: 0.000538250538363645
Position 289: 0.0005202837452171766
Position 2804: 0.0002722069040836735
Position 195: 0.00019816579266077763
Position 2555: 0.00011832298240605097
Position 272: 5.596315395074501e-05
Position 78: 4.861950624763118e-05
Position 239: 2.429428279146483e-05
Position 98: 1.3694609938356686e-05
Position 428: 5.057881280172333e-07
Position 984: 1.0839602167280265e-07
Position 2650: 6.482415764772032e-08
Position 2483: 3.1090596614374424e-08
Position 1651: 1.2897712943688456e-08
Position 125: 7.585777747140607e-09
Position 155: 5.637999905794549e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2640: 0.9979191698018248
Position 1017: 0.8731023307411807
Position 645: 0.4558866636292478
Position 316: 0.4161328881716594
Position 353: 0.23316757010136785
Position 665: 0.14341643127059558
Position 1036: 0.10616777476120658
Position 396: 0.09860708585671732
Position 289: 0.039787870329908284
Position 678: 0.03740130805655295
Position 328: 0.027648262306740147
Position 787: 0.022175426567639787
Position 373: 0.021262681154178436
Position 577: 0.01618501393142456
Position 1448: 0.014449643238508936
Position 1039: 0.010536569696886438
Position 1931: 0.010376500934642305
Position 448: 0.006528898626340279
Position 140: 0.00556843244627354
Position 1400: 0.0052764739017085675
Position 784: 0.003562862469926152
Position 357: 0.0031964567488698115
Position 745: 0.0025909187058291124
Position 1050: 0.0016047950459459586
Position 2727: 0.001417401836114647
Position 3102: 0.0012653448262310136
Position 2670: 0.0008255765100386038
Position 149: 0.0005157502858199631
Position 2866: 0.0004988119068700477
Position 3176: 0.0004961686180605538
Position 3013: 0.0004175926883784522
Position 3019: 0.000218498735677954
Position 3115: 0.00011100495261159083
Position 459: 6.641842914322593e-05
Position 422: 5.8575068486724695e-05
Position 2823: 5.532457442571747e-05
Position 3195: 2.984537732439235e-05
Position 529: 1.990745547863281e-05
Position 689: 1.3348806945104997e-06
Position 189: 6.20881127808019e-08
Position 174: 1.738725056580375e-08
Position 160: 1.5783437022136372e-08
Position 216: 3.2838535957642388e-09
Position 223: 5.772469937013031e-10
