Gene = Ugt301D1
index = 1584
Annotated 5SS: [ 147 2319 2826]
Annotated 3SS: [2062 2378 2887]
SMsplice 5SS: [1516 2319 2826]
SMsplice 3SS: [2062 2378 2887]
top_k =  100
Partition function (log Z): 0.15558596182492335

Sorted 5' Splice Sites (High to Low Probability):
Position 2826: 0.9990637076492945
Position 2319: 0.9891904591441538
Position 1516: 0.8870032187449277
Position 499: 0.4539577920682309
Position 2581: 0.17874305928170015
Position 1759: 0.14338023804702743
Position 1917: 0.1330344080263072
Position 2489: 0.06121629657640581
Position 1262: 0.042265631788939925
Position 2616: 0.029878207295664972
Position 3774: 0.028534742673682677
Position 147: 0.02821065173851964
Position 1147: 0.025478479742665348
Position 219: 0.019118373477525305
Position 1931: 0.015838075204831804
Position 2995: 0.013022710660999833
Position 1336: 0.009048684410714792
Position 806: 0.007290665194129713
Position 3388: 0.007166055352443985
Position 1137: 0.006920521128126629
Position 2569: 0.0068365367278326716
Position 2975: 0.006758907848870002
Position 3296: 0.006434823021243623
Position 117: 0.0037226910592181206
Position 3317: 0.0017547415279144517
Position 847: 8.344569361583266e-05
Position 2237: 4.5499643694826e-05
Position 2830: 7.886310157228622e-06
Position 2999: 5.674092666574485e-06
Position 579: 1.6877025234210496e-06
Position 2803: 1.4795811921807142e-06
Position 2531: 1.6302049425849538e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2887: 0.938931433519849
Position 2378: 0.9209570305510044
Position 2062: 0.5769718055724832
Position 2696: 0.3276054171999885
Position 1330: 0.2524569348853361
Position 1831: 0.18078757619577177
Position 1598: 0.1375490103875543
Position 1810: 0.09143801617711622
Position 1615: 0.09055760066091546
Position 2165: 0.08986018894584137
Position 1813: 0.08562509758301137
Position 1119: 0.0830914748540447
Position 2954: 0.05404908060116848
Position 1360: 0.036199912963420254
Position 3832: 0.028534742673682674
Position 723: 0.022254147717893843
Position 3045: 0.022077360352057786
Position 1447: 0.02027254202211781
Position 1389: 0.019179426720450005
Position 554: 0.019127575266437886
Position 3480: 0.017050334641411466
Position 2407: 0.016712975231358937
Position 1004: 0.01439925960830686
Position 933: 0.013452269037768626
Position 1967: 0.00897057034146801
Position 701: 0.0065887841126318816
Position 1073: 0.005388948971397277
Position 746: 0.004559744001102259
Position 2633: 0.0034955028927108776
Position 590: 0.0032447184114172073
Position 2389: 0.0028991546226416498
Position 2386: 0.002797478467428536
Position 2932: 0.0021077769302951417
Position 1137: 0.0015932198099570661
Position 2432: 0.0006948312213942791
Position 837: 0.0006219122580686633
Position 218: 0.000552559018386137
Position 913: 0.0005275028634389994
Position 783: 0.0002706891584563192
Position 1012: 0.00023037461205534097
Position 966: 0.00013893504524739716
Position 643: 0.00013870881975936008
Position 646: 5.272811857829956e-05
