Gene = CtIP
index = 1111
Annotated 5SS: [ 220  863 1626]
Annotated 3SS: [ 276 1003 1689]
SMsplice 5SS: [ 220  863 1626]
SMsplice 3SS: [ 276  947 1689]
top_k =  100
Partition function (log Z): 0.747754219975072

Sorted 5' Splice Sites (High to Low Probability):
Position 220: 0.9957808560285879
Position 1626: 0.9916705064237643
Position 863: 0.8532011491155145
Position 1331: 0.05135452204468402
Position 10: 0.04865099457690981
Position 1341: 0.024758632678719514
Position 648: 0.00887518269816893
Position 1162: 0.0023519126169135466
Position 1191: 0.0019008411725431537
Position 1607: 0.0016735142147288676
Position 1857: 0.0007783453422336047
Position 658: 6.118236288266176e-05
Position 639: 5.197876171532756e-05
Position 599: 4.063102370902033e-05
Position 891: 3.0223123484128015e-05
Position 624: 2.8932867581011403e-05
Position 592: 2.253165869462675e-05
Position 690: 1.843888908074686e-05
Position 171: 1.0628422598741014e-05
Position 105: 9.816645176817108e-06
Position 176: 5.801709032322067e-06
Position 997: 1.1926824568355613e-06
Position 1630: 1.677672499502525e-07
Position 123: 1.710696334876762e-08
Position 137: 2.9961581607217935e-09
Position 120: 1.888307319989989e-09
Position 154: 1.3278100363823612e-10
Position 148: 5.428253254527535e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 276: 0.9921194288798033
Position 1689: 0.8294080624911481
Position 947: 0.5417504909070587
Position 1720: 0.1600398224616365
Position 996: 0.12654215160890325
Position 1439: 0.051727459962437265
Position 1003: 0.04964411658090881
Position 1054: 0.039015428394203536
Position 1386: 0.03866235055682939
Position 87: 0.029696673329099997
Position 1413: 0.02570359455262822
Position 1091: 0.01986837713395958
Position 1032: 0.01561284979253581
Position 120: 0.015585200759601238
Position 927: 0.011771809414009198
Position 1008: 0.006073075617061786
Position 1248: 0.005254653535156257
Position 769: 0.005017287948827436
Position 1217: 0.003720583715641738
Position 1749: 0.0035486634714066755
Position 105: 0.0015075857990124615
Position 341: 0.0014515195351587067
Position 1060: 0.001211603542592269
Position 1952: 0.0010383901852704632
Position 131: 0.0009759112822598305
Position 762: 0.0009193424935871758
Position 1819: 0.000528290157419684
Position 294: 0.00043722744332305626
Position 740: 0.00038702234075361017
Position 1918: 0.0003181728209346093
Position 1728: 0.000272985104395129
Position 483: 0.0002281599187590988
Position 2086: 0.00016823908350938863
Position 719: 0.00014376082895133766
Position 1982: 0.0001406688990544254
Position 288: 0.0001310420692035932
Position 490: 0.00012617538793585362
Position 518: 8.466123232224901e-05
Position 701: 8.019641215025361e-05
Position 568: 5.880444896877766e-05
Position 161: 4.874952145582298e-05
Position 315: 4.597431834385941e-05
Position 296: 3.951510251746456e-05
Position 498: 3.650001398241457e-05
Position 326: 2.8603485943567182e-05
Position 320: 2.7579741383172e-05
Position 350: 2.3186194887434632e-05
Position 368: 2.1815756715330222e-05
Position 449: 1.6300752658590475e-05
Position 554: 1.121947389231123e-05
Position 186: 5.40370560904601e-06
Position 166: 8.992553873056459e-07
Position 207: 3.923543858369665e-07
Position 176: 2.2743941780317955e-08
Position 169: 2.3950562983902357e-09
Position 209: 4.1489158675318365e-11
