Gene = sau
index = 1865
Annotated 5SS: [ 940 3052 3234 3472]
Annotated 3SS: [2923 3114 3295 3535]
SMsplice 5SS: [ 940 3052 3472]
SMsplice 3SS: [2923 3114 3535]
top_k =  100
Partition function (log Z): 2.020631632446616

Sorted 5' Splice Sites (High to Low Probability):
Position 3052: 0.9980456824829985
Position 940: 0.9910075890939724
Position 3472: 0.9761817416179291
Position 2670: 0.4365892909999529
Position 3234: 0.40185562351102516
Position 37: 0.29937192789938616
Position 3909: 0.0627487460074052
Position 2193: 0.05466062823858889
Position 1715: 0.03762284425788297
Position 2468: 0.03302721701846188
Position 2415: 0.032684292714155044
Position 4142: 0.030668335582195668
Position 101: 0.01652406980196617
Position 426: 0.01116079410184394
Position 791: 0.00826006792454884
Position 4206: 0.007989550797635211
Position 1149: 0.007321951990374014
Position 21: 0.004985635819547918
Position 3238: 0.0031851923569738644
Position 3206: 0.002350056083850533
Position 107: 0.0015586206630200758
Position 3056: 0.0006371248877045442
Position 192: 0.00045079841373745513
Position 3265: 0.00037409694178869486
Position 3231: 0.0003519467407196236
Position 1426: 0.0003055297735846107
Position 3045: 0.000283470582878874
Position 470: 0.00022591607786639145
Position 210: 0.00018285811050527801
Position 3754: 0.00014123331478814406
Position 3689: 0.0001024555897817569
Position 166: 9.52525733572512e-05
Position 3463: 7.2252981817786e-05
Position 3039: 5.952454708338791e-05
Position 3476: 3.8387896849261885e-05
Position 944: 3.413943069318823e-05
Position 3524: 1.5775252901621015e-05
Position 3761: 2.072307705139442e-06
Position 3559: 1.8421823459955914e-06
Position 218: 9.052941661910855e-08
Position 205: 3.453729076999317e-08
Position 3377: 1.3139672682872583e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3114: 0.9821952729717672
Position 2923: 0.8930508751941323
Position 3535: 0.8929375156785989
Position 3295: 0.42126904041899327
Position 1958: 0.2868965548406841
Position 130: 0.27476786988767815
Position 2570: 0.2652476980645406
Position 2865: 0.09268788810697305
Position 3974: 0.04140341536225219
Position 3577: 0.038985443633656094
Position 165: 0.03856301415530468
Position 4257: 0.03526410078755806
Position 3559: 0.031242478769284553
Position 4420: 0.027243067147149132
Position 2538: 0.015441562215843762
Position 1245: 0.010661011115902612
Position 3898: 0.009224956211896588
Position 846: 0.008084484276967003
Position 1485: 0.008026080997609611
Position 1007: 0.007374864391740189
Position 1198: 0.006809576120633449
Position 1569: 0.005336259190396637
Position 1610: 0.005079300367597793
Position 550: 0.004717444578637515
Position 262: 0.002373775917969473
Position 139: 0.0023144786734113944
Position 99: 0.0022428223171269595
Position 2904: 0.002236769773204926
Position 3142: 0.0019195573551666848
Position 3542: 0.0018602799805479777
Position 3139: 0.0013764416525835577
Position 1525: 0.0013281936184166177
Position 502: 0.000611840288423603
Position 1236: 0.0006062583095323827
Position 312: 0.000571182938009117
Position 2253: 0.00043355342164065397
Position 1894: 0.0001953416617592537
Position 3375: 0.00018354182832197946
Position 852: 0.00017558364758183878
Position 1857: 9.173876834739985e-05
Position 1743: 7.286264665663768e-05
Position 1095: 3.539015080495221e-05
Position 1117: 1.674755993116622e-05
Position 142: 1.0833937199651039e-05
Position 280: 3.3278176903226333e-06
Position 241: 2.569703221651548e-06
Position 182: 1.795314582997295e-06
