Gene = AstCC
index = 32
Annotated 5SS: [ 419 1063 1210]
Annotated 3SS: [ 881 1123 1283]
SMsplice 5SS: [ 419 1063 1210]
SMsplice 3SS: [ 881 1123 1283]
top_k =  100
Partition function (log Z): -2.0587318579303995

Sorted 5' Splice Sites (High to Low Probability):
Position 1063: 0.9713701726289431
Position 419: 0.9089500518785616
Position 1210: 0.8712916507030942
Position 734: 0.282414713513887
Position 474: 0.03325516231478548
Position 786: 0.02056253862685221
Position 529: 0.006093335802957579
Position 789: 0.003162383257859777
Position 483: 0.003113866775630671
Position 352: 0.002683830771358264
Position 801: 0.0022369987889910075
Position 296: 0.0022308335506582106
Position 629: 0.00220045444254523
Position 738: 0.0019191064653644849
Position 535: 0.0013491366773723177
Position 1067: 0.0013431096126152939
Position 727: 0.0009665228389817875
Position 136: 0.0008297422811301484
Position 139: 0.0005836685702665667
Position 1403: 0.0005528077039130114
Position 716: 0.0005214769908546798
Position 1073: 0.0002716315039891977
Position 412: 0.00024152655807212957
Position 478: 0.0002369820963429986
Position 706: 0.00017677816601015744
Position 111: 0.00017390545786120955
Position 363: 0.00015754642230119854
Position 3: 8.629971171098792e-05
Position 227: 5.89286172890392e-05
Position 5: 1.9998411301309794e-05
Position 497: 1.96351092796936e-05
Position 342: 1.6393049382999115e-05
Position 102: 1.2982326264645514e-05
Position 166: 1.2638645966452759e-05
Position 211: 8.437381473632141e-06
Position 36: 2.367690069489866e-06
Position 47: 1.062207892214267e-06
Position 229: 5.279206245514508e-07
Position 182: 4.4835659092131074e-07
Position 75: 1.5895451041699475e-07
Position 487: 8.900978199644247e-08
Position 1269: 3.060373550435452e-08
Position 384: 1.0255455265976415e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.9749322526824068
Position 881: 0.9272238444966011
Position 1283: 0.5581397837501412
Position 575: 0.1957105623192308
Position 1260: 0.1304264680007143
Position 594: 0.06317939806129405
Position 1304: 0.059422865617342724
Position 628: 0.05199969625527118
Position 1356: 0.047482341895384014
Position 1257: 0.02913891426913694
Position 1295: 0.019455547918505196
Position 1506: 0.01619417394929324
Position 599: 0.01579522617581877
Position 953: 0.008227404577131092
Position 789: 0.0034544444296048466
Position 1309: 0.0034119504586682513
Position 1320: 0.0027657725539754732
Position 786: 0.002691954224758048
Position 1273: 0.0021110349539472523
Position 1460: 0.0016758709622827902
Position 193: 0.001566505541624674
Position 903: 0.0011433307810535672
Position 1133: 0.0007847964393487376
Position 1724: 0.0006878141800064674
Position 1660: 0.0006249566055361472
Position 1632: 0.00030699389581015417
Position 665: 0.0001502793999525482
Position 833: 0.00012159332578980667
Position 50: 0.00010469879795172502
Position 1185: 7.331965232687206e-05
Position 262: 5.574917359230337e-05
Position 282: 4.930694143500602e-05
Position 1174: 1.853865941078817e-05
Position 161: 9.300485944632481e-07
Position 287: 8.634451065068478e-07
Position 363: 4.777687145764243e-07
Position 351: 1.7878434598011615e-07
Position 463: 5.078806222213752e-08
Position 446: 1.7357916911983843e-08
Position 90: 1.2381352672697316e-08
Position 144: 1.190318109032877e-08
