Gene = mex1
index = 1788
Annotated 5SS: [1285]
Annotated 3SS: [1563]
SMsplice 5SS: [ 136  973 1285]
SMsplice 3SS: [ 246 1099 1563]
top_k =  100
Partition function (log Z): -0.7194982002550407

Sorted 5' Splice Sites (High to Low Probability):
Position 136: 0.9718991800677822
Position 1285: 0.9308790838522134
Position 973: 0.4815801258578163
Position 462: 0.05530141923069024
Position 312: 0.01851454510654343
Position 2075: 0.015462420823237821
Position 513: 0.010302344895600094
Position 1959: 0.00499655308699018
Position 1756: 0.00319240593760104
Position 502: 0.0018719602591942836
Position 291: 0.0011845562020516146
Position 300: 0.0010796596886959052
Position 1688: 0.0010542321148536717
Position 802: 0.0009856961331543305
Position 2067: 0.0006185638384239383
Position 173: 0.0004657207805408616
Position 1942: 0.0004577579544284185
Position 1721: 0.00038851723271308714
Position 125: 0.00035489852222159147
Position 1986: 0.0002738687250149676
Position 254: 0.00027091060156203285
Position 2031: 0.00024468731587090045
Position 2058: 0.00015026803153696917
Position 1700: 0.00013719677730800618
Position 99: 9.769073834765885e-06
Position 355: 7.665914824355645e-06
Position 140: 2.37989568300887e-06
Position 85: 9.857184677736363e-08
Position 114: 1.2748253193363187e-08
Position 205: 1.048222460640718e-08
Position 235: 5.093882029561196e-09
Position 288: 1.9623232721562553e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1563: 0.9848291297512638
Position 1099: 0.6311102892493968
Position 246: 0.4082807621868866
Position 369: 0.08598563445000722
Position 277: 0.08384544859833788
Position 1048: 0.03326100034036096
Position 215: 0.031991543158818636
Position 2150: 0.024225541578044758
Position 565: 0.021947497213017367
Position 1083: 0.018594355563687822
Position 321: 0.018588042817697905
Position 865: 0.016827586834090802
Position 1208: 0.015380207595886982
Position 1136: 0.015043891343955007
Position 1543: 0.013834476225757397
Position 347: 0.012042486046716245
Position 741: 0.010918431992627502
Position 1223: 0.010755778131172506
Position 416: 0.008406403263876502
Position 205: 0.00839450244079645
Position 461: 0.008266112204439876
Position 884: 0.006858014727173663
Position 539: 0.005919435042921553
Position 300: 0.005052367263580349
Position 1033: 0.004883740323525535
Position 1021: 0.004276548448385031
Position 641: 0.004082146988483661
Position 722: 0.0023008034337530696
Position 948: 0.0020449487597305064
Position 1954: 0.0016619523171272513
Position 1910: 0.001286255464885127
Position 248: 0.00044644277200590714
Position 1373: 0.00023732476111632333
Position 253: 6.379150422744135e-05
Position 354: 4.362398516225591e-05
