Gene = Ptip
index = 1392
Annotated 5SS: [ 352 3275 3863 5534 6942 7235]
Annotated 3SS: [ 730 3331 3936 5639 7002 7296]
SMsplice 5SS: [ 352 3275 3863 5534 6942 7235]
SMsplice 3SS: [ 730 3331 5001 5639 7002 7296]
top_k =  100
Partition function (log Z): 9.391790997251313

Sorted 5' Splice Sites (High to Low Probability):
Position 6942: 0.9970980118881841
Position 7235: 0.9958276797182447
Position 5534: 0.9812814426774641
Position 3863: 0.9756330642762017
Position 352: 0.9283784615559348
Position 3275: 0.7961995332888909
Position 4858: 0.2242343694304328
Position 7446: 0.14354171502087024
Position 6336: 0.06350924039268556
Position 3008: 0.06320898172908707
Position 3464: 0.049194137757613804
Position 6329: 0.028774104570490226
Position 986: 0.026226311242024666
Position 406: 0.02149360361340707
Position 4854: 0.019231054890035196
Position 2492: 0.016694032933313997
Position 952: 0.016618787140781587
Position 3446: 0.014801974749387449
Position 5538: 0.01335089955349368
Position 866: 0.012179430887959093
Position 454: 0.01059885707525191
Position 4841: 0.009800200793116711
Position 5813: 0.00968644065412067
Position 402: 0.007558200284073902
Position 7397: 0.007036613585927319
Position 538: 0.00511826680233398
Position 1668: 0.004688008143181116
Position 7414: 0.004162854013860315
Position 1163: 0.003978710821837712
Position 410: 0.00376706509107022
Position 2505: 0.0037105118828078595
Position 6417: 0.003341787105259277
Position 7239: 0.003062718617287724
Position 1598: 0.0030307038151499753
Position 7406: 0.002973948790150931
Position 479: 0.002899694797697524
Position 2147: 0.002744774645869009
Position 316: 0.002604668073062526
Position 6203: 0.002080285133797773
Position 1148: 0.001970965470789184
Position 1502: 0.0019314015441255466
Position 26: 0.001913144562356387
Position 225: 0.001848896735173544
Position 178: 0.0018168943549065248
Position 6946: 0.0015367154426184325
Position 542: 0.0014983684180334951
Position 1079: 0.0014252214421583557
Position 548: 0.0012911073245694049
Position 2126: 0.00122999115477655
Position 3728: 0.0011923853213438732
Position 1180: 0.0011379852951480657
Position 1098: 0.0011338626260949853
Position 414: 0.0011027136342205142
Position 306: 0.0010566604197786717
