Gene = MED19
index = 1261
Annotated 5SS: [ 748 1722]
Annotated 3SS: [1606 1786]
SMsplice 5SS: [ 748 1722]
SMsplice 3SS: [1143 1786]
top_k =  100
Partition function (log Z): -5.799228302147313

Sorted 5' Splice Sites (High to Low Probability):
Position 1722: 0.9847179404587143
Position 748: 0.8114834243746766
Position 2401: 0.08411237892622016
Position 2219: 0.031713901590308194
Position 2407: 0.02571472155448083
Position 1002: 0.019031426335148458
Position 234: 0.01619523619073451
Position 266: 0.011469594773128594
Position 1251: 0.010551465715228069
Position 752: 0.007085240210310393
Position 256: 0.006511288082449231
Position 270: 0.005446829608316209
Position 238: 0.005446259396105655
Position 1018: 0.0053041085238309665
Position 2381: 0.0027100272535038905
Position 528: 0.0016313364877294093
Position 156: 0.0011934689066365888
Position 1309: 0.0010928973893473764
Position 2215: 0.001089748113647202
Position 2033: 0.0010688026540017438
Position 1015: 0.0010517072820006427
Position 1960: 0.0009696906439798281
Position 1883: 0.0009491667605366641
Position 1005: 0.0009257015897603014
Position 2198: 0.0007409735540048834
Position 2629: 0.0006048412587104738
Position 251: 0.0005916876120974861
Position 2620: 0.0005192727638386583
Position 284: 2.7443629954122915e-05
Position 555: 1.517710848714228e-05
Position 661: 6.679521295153234e-06
Position 61: 6.432824983012827e-06
Position 1468: 5.463351579687861e-06
Position 683: 5.041621120766637e-06
Position 570: 4.730937267772459e-06
Position 382: 4.304581192311156e-06
Position 379: 2.7962517835898398e-06
Position 264: 2.441106252261752e-06
Position 246: 2.255889370511866e-06
Position 244: 1.8914310924130636e-06
Position 2340: 1.261192270926115e-06
Position 1106: 4.6169238382428343e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1786: 0.9967528722137666
Position 1143: 0.41001571780810475
Position 1606: 0.2603796179417436
Position 1467: 0.11172713775754413
Position 2462: 0.10036196968928822
Position 2530: 0.040286464901509146
Position 1069: 0.03858532798333526
Position 808: 0.0313348963129543
Position 1526: 0.014007236457069175
Position 1231: 0.011204042020069334
Position 939: 0.006068607403070006
Position 1005: 0.004485438304070012
Position 2296: 0.004310142280459458
Position 926: 0.0030462411409507505
Position 2432: 0.0022185954221625335
Position 2085: 0.0011050123163474535
Position 600: 0.0008649902881630397
Position 2293: 0.0006950659159290912
Position 2671: 0.0005192727638386581
Position 2745: 0.0004831839428639241
Position 348: 0.00046717413278274064
Position 477: 0.0002937796116750728
Position 2752: 0.0002166736938273772
Position 842: 0.00020401238370515063
Position 309: 0.00016550185163535325
Position 831: 8.992292699183328e-05
Position 555: 7.00488009578522e-05
Position 717: 5.0111652973140356e-05
